#,Date-Time (EDT),Ch:1 - Temperature   (°C),Ch:2 - Millivolts   (mv),Ch:3 - pH   (pH)
503,06/26/2023 10:00:00,23.93,185.82,3.53
504,06/26/2023 11:00:00,23.95,186.07,3.53
505,06/26/2023 12:00:00,24.05,185.52,3.54
506,06/26/2023 13:00:00,24.15,185.72,3.54
507,06/26/2023 14:00:00,24.27,185.76,3.54
508,06/26/2023 15:00:00,24.41,186.02,3.53
509,06/26/2023 16:00:00,24.58,186.12,3.53
510,06/26/2023 17:00:00,24.73,186.18,3.54
511,06/26/2023 18:00:00,24.82,186.35,3.53
512,06/26/2023 19:00:00,24.92,186.49,3.53
513,06/26/2023 20:00:00,25.02,186.62,3.53
514,06/26/2023 21:00:00,25.09,186.62,3.53
515,06/26/2023 22:00:00,25.11,186.71,3.53
516,06/26/2023 23:00:00,25.11,186.65,3.53
517,06/27/2023 00:00:00,25.09,186.80,3.53
518,06/27/2023 01:00:00,25.02,186.76,3.53
519,06/27/2023 02:00:00,24.94,186.76,3.53
520,06/27/2023 03:00:00,24.87,186.47,3.53
521,06/27/2023 04:00:00,24.77,186.49,3.53
522,06/27/2023 05:00:00,24.68,185.72,3.54
523,06/27/2023 06:00:00,24.56,185.76,3.54
524,06/27/2023 07:00:00,24.46,185.57,3.54
525,06/27/2023 08:00:00,24.39,185.29,3.55
526,06/27/2023 09:00:00,24.36,185.63,3.54
527,06/27/2023 10:00:00,24.34,185.69,3.54
528,06/27/2023 11:00:00,24.36,185.77,3.54
529,06/27/2023 12:00:00,24.41,185.68,3.54
530,06/27/2023 13:00:00,24.51,185.22,3.55
531,06/27/2023 14:00:00,24.60,185.38,3.55
532,06/27/2023 15:00:00,24.80,184.79,3.56
533,06/27/2023 16:00:00,24.87,184.65,3.56
534,06/27/2023 17:00:00,24.97,184.91,3.56
535,06/27/2023 18:00:00,25.02,185.12,3.56
536,06/27/2023 19:00:00,25.02,185.04,3.56
537,06/27/2023 20:00:00,25.04,184.85,3.56
538,06/27/2023 21:00:00,25.04,184.93,3.56
539,06/27/2023 22:00:00,25.06,184.13,3.57
540,06/27/2023 23:00:00,25.09,184.29,3.57
541,06/28/2023 00:00:00,25.14,183.72,3.58
542,06/28/2023 01:00:00,25.11,182.58,3.60
543,06/28/2023 02:00:00,25.14,182.83,3.60
544,06/28/2023 03:00:00,25.19,184.69,3.57
545,06/28/2023 04:00:00,25.19,184.85,3.56
546,06/28/2023 05:00:00,25.16,184.68,3.57
547,06/28/2023 06:00:00,25.16,184.32,3.57
548,06/28/2023 07:00:00,25.14,185.57,3.55
549,06/28/2023 08:00:00,25.11,182.41,3.60
550,06/28/2023 09:00:00,25.11,183.22,3.59
551,06/28/2023 10:00:00,25.11,182.30,3.61
552,06/28/2023 11:00:00,25.21,184.91,3.56
553,06/28/2023 12:00:00,25.36,184.90,3.56
554,06/28/2023 13:00:00,25.45,183.08,3.60
555,06/28/2023 14:00:00,25.53,183.54,3.59
556,06/28/2023 15:00:00,25.67,182.01,3.62
557,06/28/2023 16:00:00,25.72,181.16,3.63
558,06/28/2023 17:00:00,25.50,179.54,3.66
559,06/28/2023 18:00:00,25.38,178.33,3.68
560,06/28/2023 19:00:00,25.28,177.38,3.69
561,06/28/2023 20:00:00,25.26,175.51,3.73
562,06/28/2023 21:00:00,25.23,174.22,3.75
563,06/28/2023 22:00:00,25.14,173.63,3.76
564,06/28/2023 23:00:00,25.09,173.63,3.76
565,06/29/2023 00:00:00,25.02,173.88,3.75
566,06/29/2023 01:00:00,24.94,172.88,3.77
567,06/29/2023 02:00:00,24.87,172.85,3.77
568,06/29/2023 03:00:00,24.82,173.01,3.76
569,06/29/2023 04:00:00,24.77,173.19,3.76
570,06/29/2023 05:00:00,24.73,173.26,3.76
571,06/29/2023 06:00:00,24.68,173.69,3.75
572,06/29/2023 07:00:00,24.63,173.38,3.76
573,06/29/2023 08:00:00,24.58,173.57,3.75
574,06/29/2023 09:00:00,24.53,173.72,3.75
575,06/29/2023 10:00:00,24.51,173.69,3.75
576,06/29/2023 11:00:00,24.53,174.15,3.74
577,06/29/2023 12:00:00,24.63,175.18,3.72
578,06/29/2023 13:00:00,24.68,175.46,3.72
579,06/29/2023 14:00:00,24.68,175.16,3.73
580,06/29/2023 15:00:00,24.70,175.05,3.73
581,06/29/2023 16:00:00,24.75,174.57,3.74
582,06/29/2023 17:00:00,24.77,174.44,3.74
583,06/29/2023 18:00:00,24.80,174.19,3.74
584,06/29/2023 19:00:00,24.80,173.80,3.75
585,06/29/2023 20:00:00,24.82,173.54,3.76
586,06/29/2023 21:00:00,24.82,173.02,3.76
587,06/29/2023 22:00:00,24.82,173.01,3.76
588,06/29/2023 23:00:00,24.80,172.90,3.77
589,06/30/2023 00:00:00,24.80,172.83,3.77
590,06/30/2023 01:00:00,24.77,172.77,3.77
591,06/30/2023 02:00:00,24.75,172.58,3.77
592,06/30/2023 03:00:00,24.70,172.41,3.77
593,06/30/2023 04:00:00,24.65,172.33,3.77
594,06/30/2023 05:00:00,24.58,172.41,3.77
595,06/30/2023 06:00:00,24.51,172.46,3.77
596,06/30/2023 07:00:00,24.44,172.61,3.77
597,06/30/2023 08:00:00,24.36,172.82,3.76
598,06/30/2023 09:00:00,24.34,172.68,3.76
599,06/30/2023 10:00:00,24.32,172.54,3.77
600,06/30/2023 11:00:00,24.32,172.43,3.77
601,06/30/2023 12:00:00,24.41,173.43,3.75
602,06/30/2023 13:00:00,24.48,173.24,3.76
603,06/30/2023 14:00:00,24.51,172.88,3.76
604,06/30/2023 15:00:00,24.53,172.43,3.77
605,06/30/2023 16:00:00,24.56,171.72,3.78
606,06/30/2023 17:00:00,24.58,171.79,3.78
607,06/30/2023 18:00:00,24.58,171.43,3.79
608,06/30/2023 19:00:00,24.58,170.99,3.80
609,06/30/2023 20:00:00,24.56,170.69,3.80
610,06/30/2023 21:00:00,24.56,170.47,3.81
611,06/30/2023 22:00:00,24.56,170.40,3.81
612,06/30/2023 23:00:00,24.56,170.40,3.81
613,07/01/2023 00:00:00,24.56,170.40,3.81
614,07/01/2023 01:00:00,24.56,170.24,3.81
615,07/01/2023 02:00:00,24.56,170.04,3.81
616,07/01/2023 03:00:00,24.51,169.86,3.82
617,07/01/2023 04:00:00,24.48,169.79,3.82
618,07/01/2023 05:00:00,24.39,169.82,3.81
619,07/01/2023 06:00:00,24.29,170.16,3.81
620,07/01/2023 07:00:00,24.19,170.69,3.80
621,07/01/2023 08:00:00,24.12,171.30,3.79
622,07/01/2023 09:00:00,24.10,171.13,3.79
623,07/01/2023 10:00:00,24.10,170.88,3.79
624,07/01/2023 11:00:00,24.10,170.60,3.80
625,07/01/2023 12:00:00,24.19,171.01,3.79
626,07/01/2023 13:00:00,24.29,170.96,3.79
627,07/01/2023 14:00:00,24.32,170.71,3.80
628,07/01/2023 15:00:00,24.34,170.15,3.81
629,07/01/2023 16:00:00,24.36,169.66,3.82
630,07/01/2023 17:00:00,24.41,169.57,3.82
631,07/01/2023 18:00:00,24.39,168.96,3.83
632,07/01/2023 19:00:00,24.39,168.26,3.84
633,07/01/2023 20:00:00,24.36,168.01,3.85
634,07/01/2023 21:00:00,24.36,167.96,3.85
635,07/01/2023 22:00:00,24.34,168.01,3.85
636,07/01/2023 23:00:00,24.34,168.29,3.84
637,07/02/2023 00:00:00,24.36,168.21,3.84
638,07/02/2023 01:00:00,24.36,168.13,3.84
639,07/02/2023 02:00:00,24.36,168.07,3.84
640,07/02/2023 03:00:00,24.36,168.01,3.85
641,07/02/2023 04:00:00,24.34,167.93,3.85
642,07/02/2023 05:00:00,24.34,168.10,3.84
643,07/02/2023 06:00:00,24.32,168.11,3.84
644,07/02/2023 07:00:00,24.29,168.07,3.84
645,07/02/2023 08:00:00,24.24,168.04,3.84
646,07/02/2023 09:00:00,24.24,168.05,3.84
647,07/02/2023 10:00:00,24.22,168.08,3.84
648,07/02/2023 11:00:00,24.22,168.18,3.84
649,07/02/2023 12:00:00,24.48,171.91,3.78
650,07/02/2023 13:00:00,24.51,170.77,3.80
651,07/02/2023 14:00:00,24.51,170.24,3.81
652,07/02/2023 15:00:00,24.51,169.69,3.82
653,07/02/2023 16:00:00,24.53,168.77,3.83
654,07/02/2023 17:00:00,24.56,169.11,3.83
655,07/02/2023 18:00:00,24.53,168.74,3.83
656,07/02/2023 19:00:00,24.51,168.15,3.84
657,07/02/2023 20:00:00,24.48,167.99,3.85
658,07/02/2023 21:00:00,24.48,167.91,3.85
659,07/02/2023 22:00:00,24.46,167.88,3.85
660,07/02/2023 23:00:00,24.46,167.93,3.85
661,07/03/2023 00:00:00,24.46,167.86,3.85
662,07/03/2023 01:00:00,24.46,167.90,3.85
663,07/03/2023 02:00:00,24.46,167.79,3.85
664,07/03/2023 03:00:00,24.46,167.68,3.85
665,07/03/2023 04:00:00,24.46,167.61,3.85
666,07/03/2023 05:00:00,24.46,167.57,3.85
667,07/03/2023 06:00:00,24.44,167.58,3.85
668,07/03/2023 07:00:00,24.41,167.69,3.85
669,07/03/2023 08:00:00,24.39,167.71,3.85
670,07/03/2023 09:00:00,24.34,167.83,3.85
671,07/03/2023 10:00:00,24.32,167.90,3.85
672,07/03/2023 11:00:00,24.34,168.01,3.85
673,07/03/2023 12:00:00,24.44,168.69,3.83
674,07/03/2023 13:00:00,24.48,168.49,3.84
675,07/03/2023 14:00:00,24.51,168.35,3.84
676,07/03/2023 15:00:00,24.51,168.18,3.84
677,07/03/2023 16:00:00,24.53,167.99,3.85
678,07/03/2023 17:00:00,24.53,167.52,3.86
679,07/03/2023 18:00:00,24.51,167.49,3.86
680,07/03/2023 19:00:00,24.48,167.29,3.86
681,07/03/2023 20:00:00,24.46,167.19,3.86
682,07/03/2023 21:00:00,24.46,167.57,3.85
683,07/03/2023 22:00:00,24.46,167.40,3.86
684,07/03/2023 23:00:00,24.44,166.85,3.87
685,07/04/2023 00:00:00,24.53,167.66,3.85
686,07/04/2023 01:00:00,24.58,174.71,3.73
687,07/04/2023 02:00:00,24.60,175.01,3.73
688,07/04/2023 03:00:00,24.68,175.86,3.71
689,07/04/2023 04:00:00,24.68,176.85,3.70
690,07/04/2023 05:00:00,24.60,176.26,3.71
691,07/04/2023 06:00:00,24.53,173.46,3.75
692,07/04/2023 07:00:00,24.46,170.32,3.81
693,07/04/2023 08:00:00,24.41,168.19,3.84
694,07/04/2023 09:00:00,24.39,167.57,3.85
695,07/04/2023 10:00:00,24.41,167.47,3.86
696,07/04/2023 11:00:00,24.46,167.94,3.85
697,07/04/2023 12:00:00,24.60,168.57,3.84
698,07/04/2023 13:00:00,24.75,170.05,3.81
699,07/04/2023 14:00:00,24.92,170.60,3.81
700,07/04/2023 15:00:00,25.21,171.36,3.80
701,07/04/2023 16:00:00,25.43,171.91,3.79
702,07/04/2023 17:00:00,25.57,172.61,3.78
703,07/04/2023 18:00:00,25.74,173.35,3.77
704,07/04/2023 19:00:00,25.89,173.47,3.77
705,07/04/2023 20:00:00,26.01,174.32,3.75
706,07/04/2023 21:00:00,26.11,175.38,3.74
707,07/04/2023 22:00:00,26.16,175.69,3.73
708,07/04/2023 23:00:00,26.16,175.91,3.73
709,07/05/2023 00:00:00,26.16,176.26,3.72
710,07/05/2023 01:00:00,26.11,176.49,3.72
711,07/05/2023 02:00:00,26.04,176.72,3.71
712,07/05/2023 03:00:00,25.96,176.85,3.71
713,07/05/2023 04:00:00,25.87,176.79,3.71
714,07/05/2023 05:00:00,25.74,177.05,3.70
715,07/05/2023 06:00:00,25.65,177.16,3.70
716,07/05/2023 07:00:00,25.53,176.91,3.70
717,07/05/2023 08:00:00,25.43,176.86,3.70
718,07/05/2023 09:00:00,25.38,176.82,3.70
719,07/05/2023 10:00:00,25.38,177.18,3.70
720,07/05/2023 11:00:00,25.38,177.61,3.69
721,07/05/2023 12:00:00,25.43,177.47,3.69
722,07/05/2023 13:00:00,25.50,177.55,3.69
723,07/05/2023 14:00:00,25.65,176.99,3.70
724,07/05/2023 15:00:00,25.72,177.79,3.69
725,07/05/2023 16:00:00,25.77,177.57,3.70
726,07/05/2023 17:00:00,25.94,177.55,3.70
727,07/05/2023 18:00:00,26.04,177.65,3.70
728,07/05/2023 19:00:00,26.11,177.54,3.70
729,07/05/2023 20:00:00,26.16,178.18,3.69
730,07/05/2023 21:00:00,26.21,178.32,3.69
731,07/05/2023 22:00:00,26.26,178.35,3.69
732,07/05/2023 23:00:00,26.26,177.85,3.70
733,07/06/2023 00:00:00,26.23,177.83,3.70
734,07/06/2023 01:00:00,26.23,177.85,3.70
735,07/06/2023 02:00:00,26.21,177.24,3.71
736,07/06/2023 03:00:00,26.13,177.54,3.70
737,07/06/2023 04:00:00,26.06,177.27,3.70
738,07/06/2023 05:00:00,25.99,176.82,3.71
739,07/06/2023 06:00:00,25.91,177.15,3.70
740,07/06/2023 07:00:00,25.84,177.41,3.70
741,07/06/2023 08:00:00,25.77,177.08,3.70
742,07/06/2023 09:00:00,25.74,175.90,3.72
743,07/06/2023 10:00:00,25.74,175.18,3.74
744,07/06/2023 11:00:00,25.77,171.61,3.80
745,07/06/2023 12:00:00,25.82,171.51,3.80
746,07/06/2023 13:00:00,25.87,172.07,3.79
747,07/06/2023 14:00:00,25.89,171.83,3.80
748,07/06/2023 15:00:00,26.01,174.93,3.74
749,07/06/2023 16:00:00,26.04,172.16,3.79
750,07/06/2023 17:00:00,26.11,174.94,3.74
751,07/06/2023 18:00:00,26.06,172.99,3.78
752,07/06/2023 19:00:00,26.04,173.55,3.77
753,07/06/2023 20:00:00,26.01,171.83,3.80
754,07/06/2023 21:00:00,25.94,171.05,3.81
755,07/06/2023 22:00:00,25.89,170.44,3.82
756,07/06/2023 23:00:00,25.79,170.13,3.82
757,07/07/2023 00:00:00,25.74,169.71,3.83
758,07/07/2023 01:00:00,25.70,169.43,3.84
759,07/07/2023 02:00:00,25.65,169.26,3.84
760,07/07/2023 03:00:00,25.60,168.88,3.84
761,07/07/2023 04:00:00,25.55,169.15,3.84
762,07/07/2023 05:00:00,25.48,169.01,3.84
763,07/07/2023 06:00:00,25.45,169.04,3.84
764,07/07/2023 07:00:00,25.40,168.86,3.84
765,07/07/2023 08:00:00,25.38,168.79,3.84
766,07/07/2023 09:00:00,25.36,168.74,3.84
767,07/07/2023 10:00:00,25.36,168.65,3.85
768,07/07/2023 11:00:00,25.40,170.02,3.82
769,07/07/2023 12:00:00,25.45,169.71,3.83
770,07/07/2023 13:00:00,25.50,169.38,3.83
771,07/07/2023 14:00:00,25.53,169.10,3.84
772,07/07/2023 15:00:00,25.57,169.21,3.84
773,07/07/2023 16:00:00,25.57,168.88,3.84
774,07/07/2023 17:00:00,25.55,168.63,3.85
775,07/07/2023 18:00:00,25.55,168.43,3.85
776,07/07/2023 19:00:00,25.53,168.29,3.85
777,07/07/2023 20:00:00,25.50,168.10,3.86
778,07/07/2023 21:00:00,25.45,167.91,3.86
779,07/07/2023 22:00:00,25.40,167.77,3.86
780,07/07/2023 23:00:00,25.36,167.93,3.86
781,07/08/2023 00:00:00,25.33,167.58,3.86
782,07/08/2023 01:00:00,25.31,167.38,3.87
783,07/08/2023 02:00:00,25.26,167.30,3.87
784,07/08/2023 03:00:00,25.23,167.32,3.87
785,07/08/2023 04:00:00,25.16,167.33,3.87
786,07/08/2023 05:00:00,25.14,167.35,3.87
787,07/08/2023 06:00:00,25.09,167.26,3.87
788,07/08/2023 07:00:00,25.09,167.51,3.86
789,07/08/2023 08:00:00,25.06,167.72,3.86
790,07/08/2023 09:00:00,25.04,167.49,3.86
791,07/08/2023 10:00:00,25.04,167.76,3.86
792,07/08/2023 11:00:00,25.06,167.55,3.86
793,07/08/2023 12:00:00,25.14,168.41,3.85
794,07/08/2023 13:00:00,25.19,167.97,3.86
795,07/08/2023 14:00:00,25.21,167.90,3.86
796,07/08/2023 15:00:00,25.26,167.51,3.86
797,07/08/2023 16:00:00,25.28,167.21,3.87
798,07/08/2023 17:00:00,25.31,167.08,3.87
799,07/08/2023 18:00:00,25.31,166.93,3.87
800,07/08/2023 19:00:00,25.31,167.22,3.87
801,07/08/2023 20:00:00,25.31,167.10,3.87
802,07/08/2023 21:00:00,25.28,167.15,3.87
803,07/08/2023 22:00:00,25.26,167.04,3.87
804,07/08/2023 23:00:00,25.23,166.79,3.88
805,07/09/2023 00:00:00,25.21,166.66,3.88
806,07/09/2023 01:00:00,25.19,166.49,3.88
807,07/09/2023 02:00:00,25.14,166.30,3.88
808,07/09/2023 03:00:00,25.14,166.36,3.88
809,07/09/2023 04:00:00,25.11,166.29,3.88
810,07/09/2023 05:00:00,25.06,166.27,3.88
811,07/09/2023 06:00:00,25.04,166.16,3.88
812,07/09/2023 07:00:00,25.02,166.16,3.88
813,07/09/2023 08:00:00,25.02,166.04,3.89
814,07/09/2023 09:00:00,24.99,165.94,3.89
815,07/09/2023 10:00:00,24.99,165.93,3.89
816,07/09/2023 11:00:00,24.99,165.96,3.89
817,07/09/2023 12:00:00,25.04,166.02,3.89
818,07/09/2023 13:00:00,25.04,165.82,3.89
819,07/09/2023 14:00:00,25.09,166.24,3.88
820,07/09/2023 15:00:00,25.11,166.32,3.88
821,07/09/2023 16:00:00,25.19,166.07,3.89
822,07/09/2023 17:00:00,25.21,165.94,3.89
823,07/09/2023 18:00:00,25.21,165.93,3.89
824,07/09/2023 19:00:00,25.21,166.08,3.89
825,07/09/2023 20:00:00,25.21,166.05,3.89
826,07/09/2023 21:00:00,25.21,165.94,3.89
827,07/09/2023 22:00:00,25.21,165.85,3.89
828,07/09/2023 23:00:00,25.19,165.94,3.89
829,07/10/2023 00:00:00,25.16,165.72,3.89
830,07/10/2023 01:00:00,25.14,165.68,3.89
831,07/10/2023 02:00:00,25.11,165.46,3.90
832,07/10/2023 03:00:00,25.09,165.26,3.90
833,07/10/2023 04:00:00,25.06,165.07,3.90
834,07/10/2023 05:00:00,25.04,164.90,3.91
835,07/10/2023 06:00:00,25.02,164.76,3.91
836,07/10/2023 07:00:00,24.99,164.63,3.91
837,07/10/2023 08:00:00,24.97,164.47,3.91
838,07/10/2023 09:00:00,24.94,164.36,3.91
839,07/10/2023 10:00:00,24.94,164.21,3.92
840,07/10/2023 11:00:00,24.97,164.04,3.92
841,07/10/2023 12:00:00,24.97,163.90,3.92
842,07/10/2023 13:00:00,24.97,163.94,3.92
843,07/10/2023 14:00:00,24.99,163.99,3.92
844,07/10/2023 15:00:00,25.04,164.18,3.92
845,07/10/2023 16:00:00,25.16,173.57,3.76
846,07/10/2023 17:00:00,25.19,174.08,3.75
847,07/10/2023 18:00:00,25.21,174.72,3.74
848,07/10/2023 19:00:00,25.19,174.16,3.75
849,07/10/2023 20:00:00,25.16,173.99,3.75
850,07/10/2023 21:00:00,25.14,174.07,3.75
851,07/10/2023 22:00:00,25.11,174.16,3.75
852,07/10/2023 23:00:00,25.09,174.18,3.75
853,07/11/2023 00:00:00,25.09,175.05,3.73
854,07/11/2023 01:00:00,25.06,175.27,3.73
855,07/11/2023 02:00:00,25.04,174.88,3.73
856,07/11/2023 03:00:00,25.02,175.30,3.73
857,07/11/2023 04:00:00,24.99,175.46,3.72
858,07/11/2023 05:00:00,24.97,175.11,3.73
859,07/11/2023 06:00:00,24.92,174.86,3.73
860,07/11/2023 07:00:00,24.90,174.47,3.74
861,07/11/2023 08:00:00,24.90,172.86,3.77
862,07/11/2023 09:00:00,24.90,173.49,3.76
863,07/11/2023 10:00:00,24.90,173.13,3.76
864,07/11/2023 11:00:00,24.90,172.86,3.77
865,07/11/2023 12:00:00,24.92,172.74,3.77
866,07/11/2023 13:00:00,24.94,172.24,3.78
867,07/11/2023 14:00:00,25.06,172.19,3.78
868,07/11/2023 15:00:00,25.19,171.63,3.79
869,07/11/2023 16:00:00,25.16,171.58,3.79
870,07/11/2023 17:00:00,25.23,171.19,3.80
871,07/11/2023 18:00:00,25.21,171.52,3.79
872,07/11/2023 19:00:00,25.21,171.57,3.79
873,07/11/2023 20:00:00,25.23,171.44,3.80
874,07/11/2023 21:00:00,25.26,171.60,3.79
875,07/11/2023 22:00:00,25.26,171.47,3.80
876,07/11/2023 23:00:00,25.28,171.47,3.80
877,07/12/2023 00:00:00,25.28,171.61,3.79
878,07/12/2023 01:00:00,25.28,171.44,3.80
879,07/12/2023 02:00:00,25.26,171.74,3.79
880,07/12/2023 03:00:00,25.26,171.58,3.79
881,07/12/2023 04:00:00,25.21,171.72,3.79
882,07/12/2023 05:00:00,25.19,171.68,3.79
883,07/12/2023 06:00:00,25.14,171.88,3.79
884,07/12/2023 07:00:00,25.06,171.85,3.79
885,07/12/2023 08:00:00,24.99,172.05,3.78
886,07/12/2023 09:00:00,24.99,172.32,3.78
887,07/12/2023 10:00:00,24.99,172.32,3.78
888,07/12/2023 11:00:00,25.02,172.49,3.78
889,07/12/2023 12:00:00,25.09,172.44,3.78
890,07/12/2023 13:00:00,25.14,172.63,3.77
891,07/12/2023 14:00:00,25.26,172.65,3.78
892,07/12/2023 15:00:00,25.43,172.55,3.78
893,07/12/2023 16:00:00,25.50,172.32,3.78
894,07/12/2023 17:00:00,25.55,172.65,3.78
895,07/12/2023 18:00:00,25.57,172.49,3.78
896,07/12/2023 19:00:00,25.60,172.36,3.78
897,07/12/2023 20:00:00,25.53,171.52,3.80
898,07/12/2023 21:00:00,25.55,171.63,3.80
899,07/12/2023 22:00:00,25.77,169.90,3.83
900,07/12/2023 23:00:00,25.79,167.04,3.88
901,07/13/2023 00:00:00,25.72,168.85,3.85
902,07/13/2023 01:00:00,25.55,170.35,3.82
903,07/13/2023 02:00:00,25.60,164.29,3.92
904,07/13/2023 03:00:00,25.45,164.46,3.92
905,07/13/2023 04:00:00,25.26,165.40,3.90
906,07/13/2023 05:00:00,25.04,167.65,3.86
907,07/13/2023 06:00:00,24.87,168.19,3.85
908,07/13/2023 07:00:00,24.70,169.32,3.83
909,07/13/2023 08:00:00,24.56,170.66,3.80
910,07/13/2023 09:00:00,24.48,171.02,3.79
911,07/13/2023 10:00:00,24.51,171.49,3.79
912,07/13/2023 11:00:00,24.60,172.47,3.77
913,07/13/2023 12:00:00,24.80,173.60,3.75
914,07/13/2023 13:00:00,25.06,173.66,3.76
915,07/13/2023 14:00:00,25.33,174.55,3.74
916,07/13/2023 15:00:00,25.57,174.85,3.74
917,07/13/2023 16:00:00,25.84,175.02,3.74
918,07/13/2023 17:00:00,26.08,175.38,3.74
919,07/13/2023 18:00:00,26.30,175.90,3.73
920,07/13/2023 19:00:00,26.48,176.13,3.73
921,07/13/2023 20:00:00,26.52,176.26,3.73
922,07/13/2023 21:00:00,26.50,177.18,3.71
923,07/13/2023 22:00:00,26.45,177.35,3.71
924,07/13/2023 23:00:00,26.35,177.41,3.70
925,07/14/2023 00:00:00,26.26,177.51,3.70
926,07/14/2023 01:00:00,26.11,177.63,3.70
927,07/14/2023 02:00:00,25.99,177.63,3.70
928,07/14/2023 03:00:00,25.84,177.66,3.70
929,07/14/2023 04:00:00,25.70,177.43,3.70
930,07/14/2023 05:00:00,25.55,177.77,3.69
931,07/14/2023 06:00:00,25.40,177.27,3.70
932,07/14/2023 07:00:00,25.28,177.19,3.70
933,07/14/2023 08:00:00,25.16,176.99,3.70
934,07/14/2023 09:00:00,25.06,177.36,3.69
935,07/14/2023 10:00:00,25.04,177.55,3.69
936,07/14/2023 11:00:00,25.06,177.80,3.68
937,07/14/2023 12:00:00,25.16,177.41,3.69
938,07/14/2023 13:00:00,25.31,178.05,3.68
939,07/14/2023 14:00:00,25.40,177.94,3.69
940,07/14/2023 15:00:00,25.53,178.05,3.68
941,07/14/2023 16:00:00,25.60,178.07,3.69
942,07/14/2023 17:00:00,25.70,178.66,3.68
943,07/14/2023 18:00:00,25.79,178.65,3.68
944,07/14/2023 19:00:00,25.84,178.69,3.68
945,07/14/2023 20:00:00,25.89,179.08,3.67
946,07/14/2023 21:00:00,25.91,179.11,3.67
947,07/14/2023 22:00:00,25.91,179.11,3.67
948,07/14/2023 23:00:00,25.89,179.16,3.67
949,07/15/2023 00:00:00,25.87,179.18,3.67
950,07/15/2023 01:00:00,25.84,178.77,3.68
951,07/15/2023 02:00:00,25.77,178.86,3.67
952,07/15/2023 03:00:00,25.70,179.19,3.67
953,07/15/2023 04:00:00,25.60,179.24,3.67
954,07/15/2023 05:00:00,25.53,179.24,3.66
955,07/15/2023 06:00:00,25.43,179.08,3.67
956,07/15/2023 07:00:00,25.33,179.27,3.66
957,07/15/2023 08:00:00,25.26,178.61,3.67
958,07/15/2023 09:00:00,25.19,179.02,3.66
959,07/15/2023 10:00:00,25.19,178.51,3.67
960,07/15/2023 11:00:00,25.19,178.79,3.67
961,07/15/2023 12:00:00,25.23,178.68,3.67
962,07/15/2023 13:00:00,25.33,178.51,3.67
963,07/15/2023 14:00:00,25.45,178.49,3.68
964,07/15/2023 15:00:00,25.50,178.58,3.68
965,07/15/2023 16:00:00,25.65,178.88,3.67
966,07/15/2023 17:00:00,25.74,178.63,3.68
967,07/15/2023 18:00:00,25.79,178.99,3.67
968,07/15/2023 19:00:00,25.82,178.47,3.68
969,07/15/2023 20:00:00,25.87,178.55,3.68
970,07/15/2023 21:00:00,25.89,178.41,3.68
971,07/15/2023 22:00:00,25.94,178.72,3.68
972,07/15/2023 23:00:00,25.96,178.24,3.69
973,07/16/2023 00:00:00,25.96,178.32,3.69
974,07/16/2023 01:00:00,25.96,178.51,3.68
975,07/16/2023 02:00:00,25.94,178.35,3.68
976,07/16/2023 03:00:00,25.91,178.52,3.68
977,07/16/2023 04:00:00,25.89,178.51,3.68
978,07/16/2023 05:00:00,25.84,178.60,3.68
979,07/16/2023 06:00:00,25.82,178.36,3.68
980,07/16/2023 07:00:00,25.77,178.30,3.68
981,07/16/2023 08:00:00,25.74,178.49,3.68
982,07/16/2023 09:00:00,25.72,178.66,3.68
983,07/16/2023 10:00:00,25.72,178.36,3.68
984,07/16/2023 11:00:00,25.77,178.21,3.68
985,07/16/2023 12:00:00,25.87,178.29,3.68
986,07/16/2023 13:00:00,25.84,178.46,3.68
987,07/16/2023 14:00:00,25.82,178.18,3.69
988,07/16/2023 15:00:00,25.77,178.26,3.68
989,07/16/2023 16:00:00,25.82,178.43,3.68
990,07/16/2023 17:00:00,25.89,178.40,3.68
991,07/16/2023 18:00:00,25.91,178.13,3.69
992,07/16/2023 19:00:00,25.89,177.90,3.69
993,07/16/2023 20:00:00,25.84,178.27,3.68
994,07/16/2023 21:00:00,25.84,178.71,3.68
995,07/16/2023 22:00:00,25.82,178.52,3.68
996,07/16/2023 23:00:00,25.79,178.44,3.68
997,07/17/2023 00:00:00,25.77,178.52,3.68
998,07/17/2023 01:00:00,25.74,178.43,3.68
999,07/17/2023 02:00:00,25.70,178.46,3.68
1000,07/17/2023 03:00:00,25.65,178.71,3.67
1001,07/17/2023 04:00:00,25.60,178.32,3.68
1002,07/17/2023 05:00:00,25.55,178.72,3.67
1003,07/17/2023 06:00:00,25.50,178.44,3.68
1004,07/17/2023 07:00:00,25.45,178.26,3.68
1005,07/17/2023 08:00:00,25.40,178.29,3.68
1006,07/17/2023 09:00:00,25.40,178.05,3.68
1007,07/17/2023 10:00:00,25.43,178.11,3.68
1008,07/17/2023 11:00:00,25.48,178.02,3.68
1009,07/17/2023 12:00:00,25.50,178.33,3.68
1010,07/17/2023 13:00:00,25.45,178.08,3.68
1011,07/17/2023 14:00:00,25.45,178.13,3.68
1012,07/17/2023 15:00:00,25.60,178.13,3.68
1013,07/17/2023 16:00:00,25.70,178.18,3.68
1014,07/17/2023 17:00:00,25.79,178.21,3.69
1015,07/17/2023 18:00:00,25.77,178.43,3.68
1016,07/17/2023 19:00:00,25.70,177.71,3.69
1017,07/17/2023 20:00:00,25.67,178.02,3.69
