#,Date-Time (EST),Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH)
1138,12/20/2022 07:51:04,12.44,161.68,3.60
1139,12/20/2022 08:06:04,12.44,161.69,3.60
1140,12/20/2022 08:21:04,12.46,161.58,3.61
1141,12/20/2022 08:36:04,12.46,161.46,3.61
1142,12/20/2022 08:51:04,12.49,161.35,3.61
1143,12/20/2022 09:06:04,12.51,161.30,3.61
1144,12/20/2022 09:21:04,12.53,160.86,3.62
1145,12/20/2022 09:36:04,12.56,161.44,3.61
1146,12/20/2022 09:51:04,12.58,161.47,3.61
1147,12/20/2022 10:06:04,12.63,161.36,3.61
1148,12/20/2022 10:21:04,12.65,161.36,3.61
1149,12/20/2022 10:36:04,12.70,161.32,3.61
1150,12/20/2022 10:51:04,12.73,161.21,3.62
1151,12/20/2022 11:06:04,12.75,161.07,3.62
1152,12/20/2022 11:21:04,12.80,160.91,3.62
1153,12/20/2022 11:36:04,12.82,160.85,3.62
1154,12/20/2022 11:51:04,12.85,160.83,3.62
1155,12/20/2022 12:06:04,12.90,160.75,3.63
1156,12/20/2022 12:21:04,12.94,160.71,3.63
1157,12/20/2022 12:36:04,12.97,160.58,3.63
1158,12/20/2022 12:51:04,13.02,160.43,3.63
1159,12/20/2022 13:06:04,13.04,160.30,3.64
1160,12/20/2022 13:21:04,13.06,160.16,3.64
1161,12/20/2022 13:36:04,13.11,160.07,3.64
1162,12/20/2022 13:51:04,13.14,159.80,3.65
1163,12/20/2022 14:06:04,13.16,159.61,3.65
1164,12/20/2022 14:21:04,13.21,159.44,3.65
1165,12/20/2022 14:36:04,13.23,159.30,3.66
1166,12/20/2022 14:51:04,13.26,159.30,3.66
1167,12/20/2022 15:06:04,13.28,159.19,3.66
1168,12/20/2022 15:21:04,13.33,159.02,3.66
1169,12/20/2022 15:36:04,13.35,158.88,3.67
1170,12/20/2022 15:51:04,13.38,158.82,3.67
1171,12/20/2022 16:06:04,13.40,158.77,3.67
1172,12/20/2022 16:21:04,13.43,158.69,3.67
1173,12/20/2022 16:36:04,13.45,158.68,3.67
1174,12/20/2022 16:51:04,13.47,158.65,3.67
1175,12/20/2022 17:06:04,13.50,158.57,3.67
1176,12/20/2022 17:21:04,13.52,158.60,3.67
1177,12/20/2022 17:36:04,13.55,158.63,3.67
1178,12/20/2022 17:51:04,13.57,158.63,3.67
1179,12/20/2022 18:06:04,13.59,158.58,3.67
1180,12/20/2022 18:21:04,13.59,158.57,3.67
1181,12/20/2022 18:36:04,13.62,158.49,3.68
1182,12/20/2022 18:51:04,13.64,158.61,3.67
1183,12/20/2022 19:06:04,13.64,158.82,3.67
1184,12/20/2022 19:21:04,13.67,158.74,3.67
1185,12/20/2022 19:36:04,13.67,158.83,3.67
1186,12/20/2022 19:51:04,13.69,158.83,3.67
1187,12/20/2022 20:06:04,13.69,158.68,3.67
1188,12/20/2022 20:21:04,13.71,158.47,3.68
1189,12/20/2022 20:36:04,13.71,158.38,3.68
1190,12/20/2022 20:51:04,13.71,158.29,3.68
1191,12/20/2022 21:06:04,13.74,158.24,3.68
1192,12/20/2022 21:21:04,13.74,158.08,3.68
1193,12/20/2022 21:36:04,13.71,158.54,3.68
1194,12/20/2022 21:51:04,13.71,160.32,3.64
1195,12/20/2022 22:06:04,13.71,162.15,3.61
1196,12/20/2022 22:21:04,13.71,162.80,3.60
1197,12/20/2022 22:36:04,13.69,162.97,3.60
1198,12/20/2022 22:51:04,13.69,163.35,3.59
1199,12/20/2022 23:06:04,13.67,163.36,3.59
1200,12/20/2022 23:21:04,13.64,163.19,3.59
1201,12/20/2022 23:36:04,13.62,163.11,3.59
1202,12/20/2022 23:51:04,13.62,162.94,3.60
1203,12/21/2022 00:06:04,13.62,162.71,3.60
1204,12/21/2022 00:21:04,13.59,162.49,3.60
1205,12/21/2022 00:36:04,13.57,162.16,3.61
1206,12/21/2022 00:51:04,13.55,162.02,3.61
1207,12/21/2022 01:06:04,13.55,161.24,3.63
1208,12/21/2022 01:21:04,13.52,161.50,3.62
1209,12/21/2022 01:36:04,13.52,161.27,3.62
1210,12/21/2022 01:51:04,13.50,161.21,3.63
1211,12/21/2022 02:06:04,13.50,160.99,3.63
1212,12/21/2022 02:21:04,13.47,160.90,3.63
1213,12/21/2022 02:36:04,13.47,160.93,3.63
1214,12/21/2022 02:51:04,13.45,160.88,3.63
1215,12/21/2022 03:06:04,13.45,160.91,3.63
1216,12/21/2022 03:21:04,13.43,160.90,3.63
1217,12/21/2022 03:36:04,13.40,161.07,3.63
1218,12/21/2022 03:51:04,13.40,161.16,3.62
1219,12/21/2022 04:06:04,13.38,161.19,3.62
1220,12/21/2022 04:21:04,13.35,161.32,3.62
1221,12/21/2022 04:36:04,13.35,161.40,3.62
1222,12/21/2022 04:51:04,13.33,161.38,3.62
1223,12/21/2022 05:06:04,13.33,161.41,3.62
1224,12/21/2022 05:21:04,13.31,161.57,3.62
1225,12/21/2022 05:36:04,13.28,161.60,3.62
1226,12/21/2022 05:51:04,13.28,161.74,3.61
1227,12/21/2022 06:06:04,13.26,161.82,3.61
1228,12/21/2022 06:21:04,13.26,161.85,3.61
1229,12/21/2022 06:36:04,13.23,161.88,3.61
1230,12/21/2022 06:51:04,13.23,161.93,3.61
1231,12/21/2022 07:06:04,13.23,161.85,3.61
1232,12/21/2022 07:21:04,13.21,161.93,3.61
1233,12/21/2022 07:36:04,13.21,161.96,3.61
1234,12/21/2022 07:51:04,13.18,161.85,3.61
1235,12/21/2022 08:06:04,13.18,161.96,3.61
1236,12/21/2022 08:21:04,13.18,161.96,3.61
1237,12/21/2022 08:36:04,13.18,161.93,3.61
1238,12/21/2022 08:51:04,13.16,161.77,3.61
1239,12/21/2022 09:06:04,13.16,161.74,3.61
1240,12/21/2022 09:21:04,13.16,161.82,3.61
1241,12/21/2022 09:36:04,13.16,161.79,3.61
1242,12/21/2022 09:51:04,13.16,161.82,3.61
1243,12/21/2022 10:06:04,13.16,161.86,3.61
1244,12/21/2022 10:21:04,13.16,161.77,3.61
1245,12/21/2022 10:36:04,13.18,161.79,3.61
1246,12/21/2022 10:51:04,13.18,161.66,3.61
1247,12/21/2022 11:06:04,13.21,161.65,3.61
1248,12/21/2022 11:21:04,13.21,161.69,3.61
1249,12/21/2022 11:36:04,13.23,161.65,3.61
1250,12/21/2022 11:51:04,13.26,161.63,3.61
1251,12/21/2022 12:06:04,13.28,161.61,3.62
1252,12/21/2022 12:21:04,13.28,161.57,3.62
1253,12/21/2022 12:36:04,13.31,161.55,3.62
1254,12/21/2022 12:51:04,13.33,161.57,3.62
1255,12/21/2022 13:06:04,13.35,161.65,3.62
1256,12/21/2022 13:21:04,13.38,161.69,3.62
1257,12/21/2022 13:36:04,13.40,161.75,3.61
1258,12/21/2022 13:51:04,13.43,161.75,3.61
1259,12/21/2022 14:06:04,13.45,161.82,3.61
1260,12/21/2022 14:21:04,13.45,161.91,3.61
1261,12/21/2022 14:36:04,13.47,162.08,3.61
1262,12/21/2022 14:51:04,13.50,162.16,3.61
1263,12/21/2022 15:06:04,13.52,162.15,3.61
1264,12/21/2022 15:21:04,13.52,162.15,3.61
1265,12/21/2022 15:36:04,13.55,162.15,3.61
1266,12/21/2022 15:51:04,13.55,162.24,3.61
1267,12/21/2022 16:06:04,13.55,161.85,3.61
1268,12/21/2022 16:21:04,13.55,162.41,3.60
1269,12/21/2022 16:36:04,13.55,162.54,3.60
1270,12/21/2022 16:51:04,13.55,162.57,3.60
1271,12/21/2022 17:06:04,13.55,162.50,3.60
1272,12/21/2022 17:21:04,13.55,162.58,3.60
1273,12/21/2022 17:36:04,13.55,162.63,3.60
1274,12/21/2022 17:51:04,13.55,162.77,3.60
1275,12/21/2022 18:06:04,13.55,162.77,3.60
1276,12/21/2022 18:21:04,13.52,162.69,3.60
1277,12/21/2022 18:36:04,13.52,162.69,3.60
1278,12/21/2022 18:51:04,13.52,162.68,3.60
1279,12/21/2022 19:06:04,13.52,162.57,3.60
1280,12/21/2022 19:21:04,13.52,162.55,3.60
1281,12/21/2022 19:36:04,13.52,162.44,3.60
1282,12/21/2022 19:51:04,13.52,162.40,3.60
1283,12/21/2022 20:06:04,13.52,162.25,3.61
1284,12/21/2022 20:21:04,13.52,162.29,3.61
1285,12/21/2022 20:36:04,13.52,162.25,3.61
1286,12/21/2022 20:51:04,13.52,162.33,3.61
1287,12/21/2022 21:06:04,13.50,162.27,3.61
1288,12/21/2022 21:21:04,13.50,162.16,3.61
1289,12/21/2022 21:36:04,13.50,162.16,3.61
1290,12/21/2022 21:51:04,13.50,161.97,3.61
1291,12/21/2022 22:06:04,13.50,161.91,3.61
1292,12/21/2022 22:21:04,13.50,161.86,3.61
1293,12/21/2022 22:36:04,13.50,161.91,3.61
1294,12/21/2022 22:51:04,13.47,161.85,3.61
1295,12/21/2022 23:06:04,13.47,161.80,3.61
1296,12/21/2022 23:21:04,13.47,161.85,3.61
1297,12/21/2022 23:36:04,13.45,161.82,3.61
1298,12/21/2022 23:51:04,13.45,161.74,3.62
1299,12/22/2022 00:06:04,13.45,161.71,3.62
1300,12/22/2022 00:21:04,13.43,161.66,3.62
1301,12/22/2022 00:36:04,13.43,161.57,3.62
1302,12/22/2022 00:51:04,13.43,161.74,3.61
1303,12/22/2022 01:06:04,13.43,161.72,3.62
1304,12/22/2022 01:21:04,13.40,161.63,3.62
1305,12/22/2022 01:36:04,13.40,161.57,3.62
1306,12/22/2022 01:51:04,13.38,161.58,3.62
1307,12/22/2022 02:06:04,13.38,161.68,3.62
1308,12/22/2022 02:21:04,13.38,161.71,3.61
1309,12/22/2022 02:36:04,13.35,161.65,3.62
1310,12/22/2022 02:51:04,13.35,161.60,3.62
1311,12/22/2022 03:06:04,13.35,161.49,3.62
1312,12/22/2022 03:21:04,13.33,161.54,3.62
1313,12/22/2022 03:36:04,13.33,161.74,3.61
1314,12/22/2022 03:51:04,13.31,161.69,3.61
1315,12/22/2022 04:06:04,13.31,161.60,3.62
1316,12/22/2022 04:21:04,13.28,161.54,3.62
1317,12/22/2022 04:36:04,13.28,161.55,3.62
1318,12/22/2022 04:51:04,13.26,161.60,3.62
1319,12/22/2022 05:06:04,13.26,161.57,3.62
1320,12/22/2022 05:21:04,13.23,161.49,3.62
1321,12/22/2022 05:36:04,13.23,161.50,3.62
1322,12/22/2022 05:51:04,13.23,161.43,3.62
1323,12/22/2022 06:06:04,13.21,161.52,3.62
1324,12/22/2022 06:21:04,13.18,161.50,3.62
1325,12/22/2022 06:36:04,13.18,161.47,3.62
1326,12/22/2022 06:51:04,13.16,161.44,3.62
1327,12/22/2022 07:06:04,13.16,161.38,3.62
1328,12/22/2022 07:21:04,13.16,161.30,3.62
1329,12/22/2022 07:36:04,13.14,161.27,3.62
1330,12/22/2022 07:51:04,13.14,161.05,3.62
1331,12/22/2022 08:06:04,13.11,161.19,3.62
1332,12/22/2022 08:21:04,13.11,161.22,3.62
1333,12/22/2022 08:36:04,13.11,161.29,3.62
1334,12/22/2022 08:51:04,13.11,161.32,3.62
1335,12/22/2022 09:06:04,13.09,161.33,3.62
1336,12/22/2022 09:21:04,13.09,161.25,3.62
1337,12/22/2022 09:36:04,13.09,161.21,3.62
1338,12/22/2022 09:51:04,13.11,161.33,3.62
1339,12/22/2022 10:06:04,13.14,161.33,3.62
1340,12/22/2022 10:21:04,13.16,161.15,3.62
1341,12/22/2022 10:36:04,13.18,161.02,3.62
1342,12/22/2022 10:51:04,13.21,160.96,3.63
1343,12/22/2022 11:06:04,13.23,160.86,3.63
1344,12/22/2022 11:21:04,13.26,160.82,3.63
1345,12/22/2022 11:36:04,13.28,160.90,3.63
1346,12/22/2022 11:51:04,13.31,161.04,3.63
1347,12/22/2022 12:06:04,13.33,161.08,3.63
1348,12/22/2022 12:21:04,13.35,161.05,3.63
1349,12/22/2022 12:36:04,13.38,161.05,3.63
1350,12/22/2022 12:51:04,13.43,160.88,3.63
1351,12/22/2022 13:06:04,13.45,160.82,3.63
1352,12/22/2022 13:21:04,13.47,160.83,3.63
1353,12/22/2022 13:36:04,13.50,160.88,3.63
1354,12/22/2022 13:51:04,13.55,160.85,3.63
1355,12/22/2022 14:06:04,13.57,160.77,3.63
1356,12/22/2022 14:21:04,13.59,160.65,3.64
1357,12/22/2022 14:36:04,13.62,160.57,3.64
1358,12/22/2022 14:51:04,13.67,160.55,3.64
1359,12/22/2022 15:06:04,13.69,160.54,3.64
1360,12/22/2022 15:21:04,13.71,160.43,3.64
1361,12/22/2022 15:36:04,13.71,160.22,3.65
1362,12/22/2022 15:51:04,13.74,160.11,3.65
1363,12/22/2022 16:06:04,13.76,160.07,3.65
1364,12/22/2022 16:21:04,13.79,160.10,3.65
1365,12/22/2022 16:36:04,13.79,159.99,3.65
1366,12/22/2022 16:51:04,13.81,160.00,3.65
1367,12/22/2022 17:06:04,13.81,160.07,3.65
1368,12/22/2022 17:21:04,13.83,160.10,3.65
1369,12/22/2022 17:36:04,13.83,160.08,3.65
1370,12/22/2022 17:51:04,13.86,160.02,3.65
1371,12/22/2022 18:06:04,13.86,160.00,3.65
1372,12/22/2022 18:21:04,13.86,160.24,3.65
1373,12/22/2022 18:36:04,13.83,160.74,3.64
1374,12/22/2022 18:51:04,13.83,161.80,3.62
1375,12/22/2022 19:06:04,13.81,162.44,3.61
1376,12/22/2022 19:21:04,13.81,162.61,3.60
1377,12/22/2022 19:36:04,13.79,162.69,3.60
1378,12/22/2022 19:51:04,13.79,162.75,3.60
1379,12/22/2022 20:06:04,13.79,162.65,3.60
1380,12/22/2022 20:21:04,13.76,162.52,3.60
1381,12/22/2022 20:36:04,13.76,162.44,3.61
1382,12/22/2022 20:51:04,13.74,162.33,3.61
1383,12/22/2022 21:06:04,13.74,162.36,3.61
1384,12/22/2022 21:21:04,13.74,162.41,3.61
1385,12/22/2022 21:36:04,13.74,162.21,3.61
1386,12/22/2022 21:51:04,13.74,162.04,3.61
1387,12/22/2022 22:06:04,13.76,161.82,3.62
1388,12/22/2022 22:21:04,13.76,161.58,3.62
1389,12/22/2022 22:36:04,13.79,161.35,3.63
1390,12/22/2022 22:51:04,13.79,161.05,3.63
1391,12/22/2022 23:06:04,13.79,160.75,3.64
1392,12/22/2022 23:21:04,13.81,160.46,3.64
1393,12/22/2022 23:36:04,13.81,160.19,3.65
1394,12/22/2022 23:51:04,13.83,159.82,3.65
1395,12/23/2022 00:06:04,13.83,159.52,3.66
1396,12/23/2022 00:21:04,13.86,159.30,3.66
1397,12/23/2022 00:36:04,13.86,159.07,3.67
1398,12/23/2022 00:51:04,13.88,158.74,3.67
1399,12/23/2022 01:06:04,13.91,158.30,3.68
1400,12/23/2022 01:21:04,13.91,158.22,3.68
1401,12/23/2022 01:36:04,13.93,158.07,3.69
1402,12/23/2022 01:51:04,13.93,157.86,3.69
1403,12/23/2022 02:06:04,13.95,157.68,3.69
1404,12/23/2022 02:21:04,13.95,157.47,3.70
1405,12/23/2022 02:36:04,13.98,157.27,3.70
1406,12/23/2022 02:51:04,14.00,157.15,3.70
1407,12/23/2022 03:06:04,14.00,157.00,3.71
1408,12/23/2022 03:21:04,14.03,156.85,3.71
1409,12/23/2022 03:36:04,14.03,156.69,3.71
1410,12/23/2022 03:51:04,14.05,156.55,3.72
1411,12/23/2022 04:06:04,14.07,156.38,3.72
1412,12/23/2022 04:21:04,14.07,156.25,3.72
1413,12/23/2022 04:36:04,14.10,156.18,3.72
1414,12/23/2022 04:51:04,14.12,156.00,3.73
1415,12/23/2022 05:06:04,14.12,155.86,3.73
1416,12/23/2022 05:21:04,14.15,155.69,3.73
1417,12/23/2022 05:36:04,14.15,155.54,3.74
1418,12/23/2022 05:51:04,14.17,155.40,3.74
1419,12/23/2022 06:06:04,14.17,155.27,3.74
1420,12/23/2022 06:21:04,14.19,155.16,3.74
1421,12/23/2022 06:36:04,14.19,155.05,3.74
1422,12/23/2022 06:51:04,14.22,154.88,3.75
1423,12/23/2022 07:06:04,14.22,154.77,3.75
1424,12/23/2022 07:21:04,14.24,154.69,3.75
1425,12/23/2022 07:36:04,14.24,154.63,3.75
1426,12/23/2022 07:51:04,14.24,154.50,3.75
1427,12/23/2022 08:06:04,14.27,154.40,3.76
1428,12/23/2022 08:21:04,14.27,154.25,3.76
1429,12/23/2022 08:36:04,14.29,154.11,3.76
1430,12/23/2022 08:51:04,14.29,154.08,3.76
1431,12/23/2022 09:06:04,14.31,154.13,3.76
1432,12/23/2022 09:21:04,14.31,154.13,3.76
1433,12/23/2022 09:36:04,14.31,154.29,3.76
1434,12/23/2022 09:51:04,14.31,154.41,3.76
1435,12/23/2022 10:06:04,14.34,155.91,3.73
1436,12/23/2022 10:21:04,14.34,157.40,3.70
1437,12/23/2022 10:36:04,14.34,158.27,3.69
1438,12/23/2022 10:51:04,14.34,159.32,3.67
1439,12/23/2022 11:06:04,14.34,159.85,3.66
1440,12/23/2022 11:21:04,14.34,160.19,3.65
1441,12/23/2022 11:36:04,14.36,161.05,3.64
1442,12/23/2022 11:51:04,14.36,161.47,3.63
1443,12/23/2022 12:06:04,14.36,161.43,3.63
1444,12/23/2022 12:21:04,14.36,161.38,3.63
1445,12/23/2022 12:36:04,14.36,161.25,3.63
1446,12/23/2022 12:51:04,14.36,161.77,3.63
1447,12/23/2022 13:06:04,14.36,162.24,3.62
1448,12/23/2022 13:21:04,14.31,162.46,3.61
1449,12/23/2022 13:36:04,14.27,162.82,3.61
1450,12/23/2022 13:51:04,14.19,163.19,3.60
1451,12/23/2022 14:06:04,14.15,163.46,3.59
1452,12/23/2022 14:21:04,14.10,163.61,3.59
1453,12/23/2022 14:36:04,14.03,163.80,3.58
1454,12/23/2022 14:51:04,13.95,164.04,3.58
1455,12/23/2022 15:06:04,13.93,164.19,3.58
1456,12/23/2022 15:21:04,13.88,164.08,3.58
1457,12/23/2022 15:36:04,13.81,164.01,3.58
1458,12/23/2022 15:51:04,13.71,164.21,3.57
1459,12/23/2022 16:06:04,13.64,164.36,3.57
1460,12/23/2022 16:21:04,13.57,164.38,3.57
1461,12/23/2022 16:36:04,13.47,164.41,3.57
1462,12/23/2022 16:51:04,13.38,164.44,3.57
1463,12/23/2022 17:06:04,13.33,164.51,3.56
1464,12/23/2022 17:21:04,13.23,164.41,3.56
1465,12/23/2022 17:36:04,13.14,164.33,3.56
1466,12/23/2022 17:51:04,13.04,164.22,3.57
1467,12/23/2022 18:06:04,12.97,164.29,3.56
1468,12/23/2022 18:21:04,12.90,164.21,3.56
1469,12/23/2022 18:36:04,12.80,164.16,3.56
1470,12/23/2022 18:51:04,12.73,164.07,3.56
1471,12/23/2022 19:06:04,12.63,163.43,3.57
1472,12/23/2022 19:21:04,12.53,163.75,3.57
1473,12/23/2022 19:36:04,12.46,163.72,3.57
1474,12/23/2022 19:51:04,12.36,163.58,3.57
1475,12/23/2022 20:06:04,12.29,163.50,3.57
1476,12/23/2022 20:21:04,12.19,163.44,3.57
1477,12/23/2022 20:36:04,12.12,163.38,3.57
1478,12/23/2022 20:51:04,12.03,163.38,3.57
1479,12/23/2022 21:06:04,11.93,163.30,3.57
1480,12/23/2022 21:21:04,11.86,163.21,3.57
1481,12/23/2022 21:36:04,11.76,163.11,3.57
1482,12/23/2022 21:51:04,11.66,162.97,3.57
1483,12/23/2022 22:06:04,11.59,163.08,3.57
1484,12/23/2022 22:21:04,11.49,163.00,3.57
1485,12/23/2022 22:36:04,11.42,162.96,3.57
1486,12/23/2022 22:51:04,11.32,162.91,3.57
1487,12/23/2022 23:06:04,11.25,162.80,3.57
1488,12/23/2022 23:21:04,11.15,162.77,3.57
1489,12/23/2022 23:36:04,11.08,162.72,3.57
1490,12/23/2022 23:51:04,11.00,162.66,3.57
1491,12/24/2022 00:06:04,10.91,162.63,3.57
1492,12/24/2022 00:21:04,10.83,162.54,3.57
1493,12/24/2022 00:36:04,10.76,162.58,3.57
1494,12/24/2022 00:51:04,10.69,162.57,3.57
1495,12/24/2022 01:06:04,10.61,162.52,3.57
1496,12/24/2022 01:21:04,10.52,162.46,3.57
1497,12/24/2022 01:36:04,10.44,162.38,3.57
1498,12/24/2022 01:51:04,10.37,162.30,3.57
1499,12/24/2022 02:06:04,10.30,162.25,3.57
1500,12/24/2022 02:21:04,10.22,162.19,3.57
1501,12/24/2022 02:36:04,10.15,162.11,3.57
1502,12/24/2022 02:51:04,10.08,162.05,3.57
1503,12/24/2022 03:06:04,10.03,162.00,3.57
1504,12/24/2022 03:21:04,9.95,161.94,3.57
1505,12/24/2022 03:36:04,9.88,161.90,3.57
1506,12/24/2022 03:51:04,9.80,161.83,3.57
1507,12/24/2022 04:06:04,9.76,161.80,3.57
1508,12/24/2022 04:21:04,9.68,161.74,3.57
1509,12/24/2022 04:36:04,9.61,161.66,3.57
1510,12/24/2022 04:51:04,9.53,161.57,3.57
1511,12/24/2022 05:06:04,9.46,161.54,3.57
1512,12/24/2022 05:21:04,9.39,161.46,3.57
1513,12/24/2022 05:36:04,9.34,161.38,3.57
1514,12/24/2022 05:51:04,9.26,161.33,3.57
1515,12/24/2022 06:06:04,9.21,161.25,3.57
1516,12/24/2022 06:21:04,9.14,161.19,3.57
1517,12/24/2022 06:36:04,9.06,161.11,3.57
1518,12/24/2022 06:51:04,9.01,161.07,3.57
1519,12/24/2022 07:06:04,8.94,160.97,3.58
1520,12/24/2022 07:21:04,8.89,160.94,3.58
1521,12/24/2022 07:36:04,8.82,160.86,3.58
1522,12/24/2022 07:51:04,8.77,160.83,3.58
1523,12/24/2022 08:06:04,8.69,160.80,3.58
1524,12/24/2022 08:21:04,8.64,160.79,3.57
1525,12/24/2022 08:36:04,8.59,160.71,3.58
1526,12/24/2022 08:51:04,8.54,160.66,3.58
1527,12/24/2022 09:06:04,8.52,160.61,3.58
1528,12/24/2022 09:21:04,8.47,160.60,3.58
1529,12/24/2022 09:36:04,8.42,160.55,3.58
1530,12/24/2022 09:51:04,8.39,160.49,3.58
1531,12/24/2022 10:06:04,8.37,160.44,3.58
1532,12/24/2022 10:21:04,8.34,160.38,3.58
1533,12/24/2022 10:36:04,8.37,160.15,3.58
1534,12/24/2022 10:51:04,8.37,160.05,3.59
1535,12/24/2022 11:06:04,8.37,160.02,3.59
1536,12/24/2022 11:21:04,8.39,160.08,3.58
1537,12/24/2022 11:36:04,8.44,159.91,3.59
1538,12/24/2022 11:51:04,8.49,159.91,3.59
1539,12/24/2022 12:06:04,8.52,159.85,3.59
1540,12/24/2022 12:21:04,8.54,159.96,3.59
1541,12/24/2022 12:36:04,8.59,159.93,3.59
1542,12/24/2022 12:51:04,8.64,159.93,3.59
1543,12/24/2022 13:06:04,8.69,159.97,3.59
1544,12/24/2022 13:21:04,8.69,160.08,3.59
1545,12/24/2022 13:36:04,8.72,160.18,3.59
1546,12/24/2022 13:51:04,8.72,160.29,3.58
1547,12/24/2022 14:06:04,8.72,160.35,3.58
1548,12/24/2022 14:21:04,8.72,160.43,3.58
1549,12/24/2022 14:36:04,8.74,160.47,3.58
1550,12/24/2022 14:51:04,8.74,160.57,3.58
1551,12/24/2022 15:06:04,8.77,160.60,3.58
1552,12/24/2022 15:21:04,8.79,160.54,3.58
1553,12/24/2022 15:36:04,8.79,160.66,3.58
1554,12/24/2022 15:51:04,8.79,160.66,3.58
1555,12/24/2022 16:06:04,8.77,160.82,3.58
1556,12/24/2022 16:21:04,8.77,160.96,3.57
1557,12/24/2022 16:36:04,8.74,161.07,3.57
1558,12/24/2022 16:51:04,8.74,161.07,3.57
1559,12/24/2022 17:06:04,8.72,161.10,3.57
1560,12/24/2022 17:21:04,8.72,161.18,3.57
1561,12/24/2022 17:36:04,8.69,161.25,3.57
1562,12/24/2022 17:51:04,8.67,161.25,3.57
1563,12/24/2022 18:06:04,8.64,161.29,3.57
1564,12/24/2022 18:21:04,8.62,161.32,3.56
1565,12/24/2022 18:36:04,8.59,161.36,3.56
1566,12/24/2022 18:51:04,8.54,161.36,3.56
1567,12/24/2022 19:06:04,8.49,161.40,3.56
1568,12/24/2022 19:21:04,8.47,161.40,3.56
1569,12/24/2022 19:36:04,8.42,161.35,3.56
1570,12/24/2022 19:51:04,8.39,161.30,3.56
1571,12/24/2022 20:06:04,8.34,161.29,3.56
1572,12/24/2022 20:21:04,8.29,161.25,3.56
1573,12/24/2022 20:36:04,8.22,161.24,3.56
1574,12/24/2022 20:51:04,8.19,161.21,3.56
1575,12/24/2022 21:06:04,8.14,161.18,3.56
1576,12/24/2022 21:21:04,8.12,161.10,3.56
1577,12/24/2022 21:36:04,8.07,161.08,3.56
1578,12/24/2022 21:51:04,8.02,161.02,3.56
1579,12/24/2022 22:06:04,7.97,160.96,3.56
1580,12/24/2022 22:21:04,7.95,160.93,3.56
1581,12/24/2022 22:36:04,7.90,160.88,3.56
1582,12/24/2022 22:51:04,7.84,160.85,3.56
1583,12/24/2022 23:06:04,7.79,160.79,3.56
1584,12/24/2022 23:21:04,7.74,160.79,3.56
1585,12/24/2022 23:36:04,7.72,160.72,3.56
1586,12/24/2022 23:51:04,7.67,160.65,3.57
1587,12/25/2022 00:06:04,7.62,160.60,3.57
1588,12/25/2022 00:21:04,7.59,160.52,3.57
1589,12/25/2022 00:36:04,7.54,160.47,3.57
1590,12/25/2022 00:51:04,7.52,160.43,3.57
1591,12/25/2022 01:06:04,7.47,160.36,3.57
1592,12/25/2022 01:21:04,7.42,160.30,3.57
1593,12/25/2022 01:36:04,7.39,160.22,3.57
1594,12/25/2022 01:51:04,7.34,160.16,3.57
1595,12/25/2022 02:06:04,7.32,160.11,3.57
1596,12/25/2022 02:21:04,7.27,160.11,3.57
1597,12/25/2022 02:36:04,7.22,160.08,3.57
1598,12/25/2022 02:51:04,7.19,160.02,3.57
1599,12/25/2022 03:06:04,7.14,159.97,3.57
1600,12/25/2022 03:21:04,7.09,159.93,3.57
1601,12/25/2022 03:36:04,7.07,159.88,3.57
1602,12/25/2022 03:51:04,7.02,159.83,3.57
1603,12/25/2022 04:06:04,6.99,159.79,3.57
1604,12/25/2022 04:21:04,6.94,159.69,3.57
1605,12/25/2022 04:36:04,6.89,159.58,3.58
1606,12/25/2022 04:51:04,6.86,159.50,3.58
1607,12/25/2022 05:06:04,6.81,159.54,3.58
1608,12/25/2022 05:21:04,6.76,159.49,3.58
1609,12/25/2022 05:36:04,6.71,159.43,3.58
1610,12/25/2022 05:51:04,6.66,159.38,3.58
1611,12/25/2022 06:06:04,6.64,159.32,3.58
1612,12/25/2022 06:21:04,6.59,159.29,3.58
1613,12/25/2022 06:36:04,6.53,159.25,3.58
1614,12/25/2022 06:51:04,6.48,159.21,3.58
1615,12/25/2022 07:06:04,6.46,159.08,3.58
1616,12/25/2022 07:21:04,6.41,159.02,3.58
1617,12/25/2022 07:36:04,6.38,158.96,3.58
1618,12/25/2022 07:51:04,6.36,158.90,3.58
1619,12/25/2022 08:06:04,6.31,158.83,3.58
1620,12/25/2022 08:21:04,6.28,158.72,3.58
1621,12/25/2022 08:36:04,6.26,158.58,3.59
1622,12/25/2022 08:51:04,6.26,158.46,3.59
1623,12/25/2022 09:06:04,6.26,158.40,3.59
1624,12/25/2022 09:21:04,6.26,158.35,3.59
1625,12/25/2022 09:36:04,6.26,157.85,3.60
1626,12/25/2022 09:51:04,6.26,158.35,3.59
1627,12/25/2022 10:06:04,6.28,158.10,3.60
1628,12/25/2022 10:21:04,6.31,157.82,3.60
1629,12/25/2022 10:36:04,6.36,157.83,3.60
1630,12/25/2022 10:51:04,6.41,157.79,3.60
1631,12/25/2022 11:06:04,6.46,157.75,3.60
1632,12/25/2022 11:21:04,6.51,157.72,3.61
1633,12/25/2022 11:36:04,6.59,157.79,3.61
1634,12/25/2022 11:51:04,6.66,157.93,3.60
