[Header]	
System	TOCL-Saline	
S/W Version	1.00	
User		
Date/Time	12/3/2024 12:07:21 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Excluded	Inj. Vol.	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_06_07_09_58_06.cal		1.00		6/7/2024 10:05:45 AM	1	1	IC	18.74	18.73	5.000	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_06_07_09_58_06.cal		1.00		6/7/2024 10:08:12 AM	1	2	IC	18.73	18.73	5.000	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_06_07_09_58_06.cal		1.00		6/7/2024 10:14:16 AM	2	1	IC	37.52	37.49	10.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_06_07_09_58_06.cal		1.00		6/7/2024 10:16:59 AM	2	2	IC	37.46	37.49	10.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_06_07_09_58_06.cal		1.00		6/7/2024 10:23:02 AM	3	1	IC	94.53	95.15	25.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_06_07_09_58_06.cal		1.00		6/7/2024 10:26:06 AM	3	2	IC	100.1	95.15	25.00	 	 	 	1	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_06_07_09_58_06.cal		1.00		6/7/2024 10:28:38 AM	3	3	IC	95.76	95.15	25.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_06_07_09_58_06.cal		1.00		6/7/2024 10:36:23 AM	4	1	IC	193.5	195.2	50.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_06_07_09_58_06.cal		1.00		6/7/2024 10:39:32 AM	4	2	IC	196.8	195.2	50.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_06_07_09_58_06.cal		1.00		6/7/2024 10:44:38 AM	5	1	IC	383.6	384.2	100.0	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_06_07_09_58_06.cal		1.00		6/7/2024 10:47:45 AM	5	2	IC	384.7	384.2	100.0	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_06_07_10_47_45.cal		1.00		6/7/2024 10:56:01 AM	1	1	TC	18.20	18.21	5.000	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_06_07_10_47_45.cal		1.00		6/7/2024 10:58:55 AM	1	2	TC	18.22	18.21	5.000	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_06_07_10_47_45.cal		1.00		6/7/2024 11:07:42 AM	2	1	TC	35.21	34.17	10.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_06_07_10_47_45.cal		1.00		6/7/2024 11:11:54 AM	2	2	TC	38.47	34.17	10.00	 	 	 	1	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_06_07_10_47_45.cal		1.00		6/7/2024 11:14:58 AM	2	3	TC	33.14	34.17	10.00	 	 	 	0	50	
