[Header]	
System	TOCL-Saline	
S/W Version	1.00	
User		
Date/Time	9/2/2024 11:40:21 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Excluded	Inj. Vol.	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_08_31_15_22_43.cal		1.00		8/31/2024 3:30:38 PM	1	1	TC	11.19	11.22	5.000	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_08_31_15_22_43.cal		1.00		8/31/2024 3:34:00 PM	1	2	TC	11.24	11.22	5.000	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_08_31_15_22_43.cal		1.00		8/31/2024 3:40:30 PM	2	1	TC	18.86	18.59	10.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_08_31_15_22_43.cal		1.00		8/31/2024 3:43:39 PM	2	2	TC	17.38	18.59	10.00	 	 	 	1	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_08_31_15_22_43.cal		1.00		8/31/2024 3:46:36 PM	2	3	TC	18.32	18.59	10.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_08_31_15_22_43.cal		1.00		8/31/2024 3:53:47 PM	3	1	TC	45.46	44.14	25.00	 	 	 	1	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_08_31_15_22_43.cal		1.00		8/31/2024 3:57:00 PM	3	2	TC	43.87	44.14	25.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_08_31_15_22_43.cal		1.00		8/31/2024 4:00:23 PM	3	3	TC	44.41	44.14	25.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_08_31_15_22_43.cal		1.00		8/31/2024 4:07:35 PM	4	1	TC	88.07	88.17	50.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_08_31_15_22_43.cal		1.00		8/31/2024 4:11:23 PM	4	2	TC	88.27	88.17	50.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_08_31_15_22_43.cal		1.00		8/31/2024 4:17:43 PM	5	1	TC	172.1	172.4	100.0	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_08_31_15_22_43.cal		1.00		8/31/2024 4:21:03 PM	5	2	TC	172.7	172.4	100.0	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_08_31_16_21_03.cal		1.00		8/31/2024 4:29:06 PM	1	1	IC	10.27	10.19	5.000	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_08_31_16_21_03.cal		1.00		8/31/2024 4:31:22 PM	1	2	IC	10.11	10.19	5.000	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_08_31_16_21_03.cal		1.00		8/31/2024 4:37:23 PM	2	1	IC	20.88	20.87	10.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_08_31_16_21_03.cal		1.00		8/31/2024 4:39:44 PM	2	2	IC	20.85	20.87	10.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_08_31_16_21_03.cal		1.00		8/31/2024 4:45:45 PM	3	1	IC	52.00	51.89	25.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_08_31_16_21_03.cal		1.00		8/31/2024 4:48:09 PM	3	2	IC	51.78	51.89	25.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_08_31_16_21_03.cal		1.00		8/31/2024 4:54:12 PM	4	1	IC	105.0	104.8	50.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_08_31_16_21_03.cal		1.00		8/31/2024 4:56:39 PM	4	2	IC	104.7	104.8	50.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_08_31_16_21_03.cal		1.00		8/31/2024 5:01:12 PM	5	1	IC	209.9	211.4	100.0	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_08_31_16_21_03.cal		1.00		8/31/2024 5:04:26 PM	5	2	IC	212.8	211.4	100.0	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_08_31_17_04_26.cal		1.00		8/31/2024 5:14:41 PM	1	1	NPOC	4.394	4.154	2.000	 	 	 	1	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_08_31_17_04_26.cal		1.00		8/31/2024 5:17:26 PM	1	2	NPOC	4.079	4.154	2.000	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_08_31_17_04_26.cal		1.00		8/31/2024 5:20:12 PM	1	3	NPOC	4.229	4.154	2.000	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_08_31_17_04_26.cal		1.00		8/31/2024 5:29:51 PM	2	1	NPOC	17.56	17.40	10.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_08_31_17_04_26.cal		1.00		8/31/2024 5:32:46 PM	2	2	NPOC	17.24	17.40	10.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_08_31_17_04_26.cal		1.00		8/31/2024 5:44:18 PM	3	1	NPOC	89.12	88.45	25.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_08_31_17_04_26.cal		1.00		8/31/2024 5:47:43 PM	3	2	NPOC	87.77	88.45	25.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_08_31_17_04_26.cal		1.00		8/31/2024 5:58:18 PM	4	1	NPOC	180.0	178.4	50.00	 	 	 	0	50	
