[Header]	
System	Suspended Solids Saline	
S/W Version	1.00	
User		
Date/Time	2/25/2025 10:40:17 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Excluded	Inj. Vol.	
Unknown	NPOC	9_02202025_1	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		2/21/2025 11:15:35 AM	1	1	NPOC	252.9	253.4	73.67	73.83	NPOC:73.83mg/L	NPOC:73.83mg/L	0	50	
Unknown	NPOC	9_02202025_1	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		2/21/2025 11:19:08 AM	1	2	NPOC	254.0	253.4	73.99	73.83	NPOC:73.83mg/L	NPOC:73.83mg/L	0	50	
Unknown	NPOC	9.3_02202025_1	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		2/21/2025 11:27:59 AM	1	1	NPOC	200.2	198.1	58.35	57.74	NPOC:57.74mg/L	NPOC:57.74mg/L	0	50	
Unknown	NPOC	9.3_02202025_1	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		2/21/2025 11:31:29 AM	1	2	NPOC	196.0	198.1	57.13	57.74	NPOC:57.74mg/L	NPOC:57.74mg/L	0	50	
Unknown	NPOC	9_02202025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		2/21/2025 11:40:30 AM	1	1	NPOC	252.9	251.7	73.67	73.32	NPOC:73.32mg/L	NPOC:73.32mg/L	0	50	
Unknown	NPOC	9_02202025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		2/21/2025 11:43:54 AM	1	2	NPOC	250.5	251.7	72.97	73.32	NPOC:73.32mg/L	NPOC:73.32mg/L	0	50	
Unknown	NPOC	5.5_02202025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		2/21/2025 11:52:45 AM	1	1	NPOC	119.3	120.0	34.85	35.03	NPOC:35.03mg/L	NPOC:35.03mg/L	0	50	
Unknown	NPOC	5.5_02202025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		2/21/2025 11:56:03 AM	1	2	NPOC	120.6	120.0	35.22	35.03	NPOC:35.03mg/L	NPOC:35.03mg/L	0	50	
Unknown	NPOC	5.2_02202025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		2/21/2025 12:05:08 PM	1	1	NPOC	201.9	196.8	58.85	57.35	NPOC:57.35mg/L	NPOC:57.35mg/L	1	50	
Unknown	NPOC	5.2_02202025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		2/21/2025 12:08:33 PM	1	2	NPOC	195.8	196.8	57.07	57.35	NPOC:57.35mg/L	NPOC:57.35mg/L	0	50	
Unknown	NPOC	5.2_02202025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		2/21/2025 12:11:49 PM	1	3	NPOC	197.7	196.8	57.63	57.35	NPOC:57.35mg/L	NPOC:57.35mg/L	0	50	
Unknown	NPOC	9.2_02202025_1	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		2/21/2025 12:20:53 PM	1	1	NPOC	175.2	176.8	51.09	51.54	NPOC:51.54mg/L	NPOC:51.54mg/L	0	50	
Unknown	NPOC	9.2_02202025_1	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		2/21/2025 12:24:16 PM	1	2	NPOC	178.3	176.8	51.99	51.54	NPOC:51.54mg/L	NPOC:51.54mg/L	0	50	
Unknown	NPOC	5.3_02202025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		2/21/2025 12:33:26 PM	1	1	NPOC	139.3	139.4	40.66	40.70	NPOC:40.70mg/L	NPOC:40.70mg/L	0	50	
Unknown	NPOC	5.3_02202025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		2/21/2025 12:36:42 PM	1	2	NPOC	139.6	139.4	40.74	40.70	NPOC:40.70mg/L	NPOC:40.70mg/L	0	50	
Unknown	NPOC	9.2_02202025_2	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		2/21/2025 12:46:06 PM	1	1	NPOC	174.9	174.1	51.00	50.75	NPOC:50.75mg/L	NPOC:50.75mg/L	0	50	
