[Header]	
System	TOCL-Saline	
S/W Version	1.00	
User		
Date/Time	1/2/2025 11:59:12 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Excluded	Inj. Vol.	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_12_11_11_57_39.cal		1.00		12/11/2024 12:08:40 PM	1	1	NPOC	5.738	6.036	2.000	 	 	 	1	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_12_11_11_57_39.cal		1.00		12/11/2024 12:11:39 PM	1	2	NPOC	6.116	6.036	2.000	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_12_11_11_57_39.cal		1.00		12/11/2024 12:14:47 PM	1	3	NPOC	5.955	6.036	2.000	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_12_11_11_57_39.cal		1.00		12/11/2024 12:24:44 PM	2	1	NPOC	34.06	34.03	10.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_12_11_11_57_39.cal		1.00		12/11/2024 12:27:56 PM	2	2	NPOC	34.00	34.03	10.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_12_11_11_57_39.cal		1.00		12/11/2024 12:37:37 PM	3	1	NPOC	84.66	84.92	25.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_12_11_11_57_39.cal		1.00		12/11/2024 12:41:07 PM	3	2	NPOC	85.17	84.92	25.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_12_11_11_57_39.cal		1.00		12/11/2024 12:51:14 PM	4	1	NPOC	170.6	170.9	50.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_12_11_11_57_39.cal		1.00		12/11/2024 12:54:42 PM	4	2	NPOC	171.3	170.9	50.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_12_11_11_57_39.cal		1.00		12/11/2024 1:05:01 PM	5	1	NPOC	257.3	257.9	75.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_12_11_11_57_39.cal		1.00		12/11/2024 1:08:22 PM	5	2	NPOC	258.4	257.9	75.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_12_11_11_57_39.cal		1.00		12/11/2024 1:18:11 PM	6	1	NPOC	341.2	342.4	100.0	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_12_11_11_57_39.cal		1.00		12/11/2024 1:21:39 PM	6	2	NPOC	343.7	342.4	100.0	 	 	 	0	50	
Unknown	IC	9GW5_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 1:28:05 PM	1	1	IC	31.77	31.86	8.653	8.678	IC:8.678mg/L	IC:8.678mg/L	0	50	
Unknown	IC	9GW5_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 1:30:34 PM	1	2	IC	31.95	31.86	8.703	8.678	IC:8.678mg/L	IC:8.678mg/L	0	50	
Unknown	IC	9GW4_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 1:36:41 PM	1	1	IC	87.87	86.74	24.15	23.83	IC:23.83mg/L	IC:23.83mg/L	0	50	
Unknown	IC	9GW4_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 1:39:12 PM	1	2	IC	85.61	86.74	23.52	23.83	IC:23.83mg/L	IC:23.83mg/L	0	50	
Unknown	IC	6GW3_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 1:44:45 PM	1	1	IC	21.52	20.84	5.822	5.635	IC:5.635mg/L	IC:5.635mg/L	1	50	
Unknown	IC	6GW3_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 1:47:07 PM	1	2	IC	20.85	20.84	5.637	5.635	IC:5.635mg/L	IC:5.635mg/L	0	50	
Unknown	IC	6GW3_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 1:49:24 PM	1	3	IC	20.84	20.84	5.634	5.635	IC:5.635mg/L	IC:5.635mg/L	0	50	
Unknown	IC	6GW2_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 1:54:59 PM	1	1	IC	62.34	62.89	17.10	17.25	IC:17.25mg/L	IC:17.25mg/L	0	50	
Unknown	IC	6GW2_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 1:57:26 PM	1	2	IC	63.43	62.89	17.40	17.25	IC:17.25mg/L	IC:17.25mg/L	0	50	
Unknown	IC	6GW1_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 2:03:01 PM	1	1	IC	16.49	16.33	4.433	4.388	IC:4.388mg/L	IC:4.388mg/L	0	50	
Unknown	IC	6GW1_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 2:05:17 PM	1	2	IC	16.17	16.33	4.344	4.388	IC:4.388mg/L	IC:4.388mg/L	0	50	
Unknown	IC	9GW2_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 2:10:52 PM	1	1	IC	56.46	55.83	15.47	15.30	IC:15.30mg/L	IC:15.30mg/L	0	50	
Unknown	IC	9GW2_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 2:13:15 PM	1	2	IC	55.20	55.83	15.12	15.30	IC:15.30mg/L	IC:15.30mg/L	0	50	
Unknown	IC	6GW4_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 2:18:54 PM	1	1	IC	35.04	34.81	9.556	9.494	IC:9.494mg/L	IC:9.494mg/L	0	50	
Unknown	IC	6GW4_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 2:21:20 PM	1	2	IC	33.97	34.81	9.260	9.494	IC:9.494mg/L	IC:9.494mg/L	1	50	
Unknown	IC	6GW4_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 2:23:42 PM	1	3	IC	34.59	34.81	9.432	9.494	IC:9.494mg/L	IC:9.494mg/L	0	50	
Unknown	IC	5GW3_12092024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/11/2024 2:29:46 PM	1	1	IC	107.1	105.4	29.46	28.99	IC:28.99mg/L	IC:28.99mg/L	0	50	
