[Header]	
System	TOCL-Saline	
S/W Version	1.00	
User		
Date/Time	12/3/2024 12:06:43 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Excluded	Inj. Vol.	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_05_09_17_29_39.cal		1.00		5/9/2024 5:37:14 PM	1	1	IC	17.65	17.72	5.000	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_05_09_17_29_39.cal		1.00		5/9/2024 5:39:40 PM	1	2	IC	18.34	17.72	5.000	 	 	 	1	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_05_09_17_29_39.cal		1.00		5/9/2024 5:42:09 PM	1	3	IC	17.78	17.72	5.000	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_05_09_17_29_39.cal		1.00		5/9/2024 5:48:43 PM	2	1	IC	36.31	36.40	10.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_05_09_17_29_39.cal		1.00		5/9/2024 5:51:07 PM	2	2	IC	36.49	36.40	10.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_05_09_17_29_39.cal		1.00		5/9/2024 5:57:09 PM	3	1	IC	90.85	91.94	25.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_05_09_17_29_39.cal		1.00		5/9/2024 6:00:09 PM	3	2	IC	93.03	91.94	25.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_05_09_17_29_39.cal		1.00		5/9/2024 6:06:48 PM	4	1	IC	187.4	188.3	50.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_05_09_17_29_39.cal		1.00		5/9/2024 6:09:54 PM	4	2	IC	189.2	188.3	50.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_05_09_17_29_39.cal		1.00		5/9/2024 6:15:06 PM	5	1	IC	378.3	376.0	100.0	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_05_09_17_29_39.cal		1.00		5/9/2024 6:18:09 PM	5	2	IC	363.3	376.0	100.0	 	 	 	1	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_05_09_17_29_39.cal		1.00		5/9/2024 6:21:17 PM	5	3	IC	373.7	376.0	100.0	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_05_09_18_21_17.cal		1.00		5/9/2024 6:29:34 PM	1	1	TC	23.98	21.29	5.000	 	 	 	1	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_05_09_18_21_17.cal		1.00		5/9/2024 6:32:40 PM	1	2	TC	21.09	21.29	5.000	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_05_09_18_21_17.cal		1.00		5/9/2024 6:35:42 PM	1	3	TC	21.49	21.29	5.000	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_05_09_18_21_17.cal		1.00		5/9/2024 6:42:31 PM	2	1	TC	41.06	41.37	10.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_05_09_18_21_17.cal		1.00		5/9/2024 6:45:32 PM	2	2	TC	41.68	41.37	10.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_05_09_18_21_17.cal		1.00		5/9/2024 6:53:09 PM	3	1	TC	106.2	105.1	25.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_05_09_18_21_17.cal		1.00		5/9/2024 6:56:25 PM	3	2	TC	104.0	105.1	25.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_05_09_18_21_17.cal		1.00		5/9/2024 7:04:08 PM	4	1	TC	212.6	212.5	50.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_05_09_18_21_17.cal		1.00		5/9/2024 7:07:41 PM	4	2	TC	212.4	212.5	50.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_05_09_18_21_17.cal		1.00		5/9/2024 7:14:55 PM	5	1	TC	431.7	417.4	100.0	 	 	 	1	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_05_09_18_21_17.cal		1.00		5/9/2024 7:18:38 PM	5	2	TC	419.5	417.4	100.0	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_05_09_18_21_17.cal		1.00		5/9/2024 7:22:14 PM	5	3	TC	415.2	417.4	100.0	 	 	 	0	50	
Unknown	TOC	5GW3_05082024	Untitled	C:\TOC-L\Methods\TOC_Saline.met	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_05_09_18_21_17.cal	1.00		5/9/2024 7:30:12 PM	1	1	TC	334.8	338.5	79.94	80.83	TOC:49.53mg/L TC:80.83mg/L IC:31.30mg/L	TOC:49.53mg/L TC:80.83mg/L IC:31.30mg/L	0	50	
Unknown	TOC	5GW3_05082024	Untitled	C:\TOC-L\Methods\TOC_Saline.met	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_05_09_18_21_17.cal	1.00		5/9/2024 7:33:57 PM	1	2	TC	342.2	338.5	81.71	80.83	TOC:49.53mg/L TC:80.83mg/L IC:31.30mg/L	TOC:49.53mg/L TC:80.83mg/L IC:31.30mg/L	0	50	
Unknown	TOC	5GW3_05082024	Untitled	C:\TOC-L\Methods\TOC_Saline.met	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_05_09_17_29_39.cal	1.00		5/9/2024 7:38:18 PM	1	1	IC	116.3	116.8	31.18	31.30	TOC:49.53mg/L TC:80.83mg/L IC:31.30mg/L	TOC:49.53mg/L TC:80.83mg/L IC:31.30mg/L	0	50	
Unknown	TOC	5GW3_05082024	Untitled	C:\TOC-L\Methods\TOC_Saline.met	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_05_09_17_29_39.cal	1.00		5/9/2024 7:40:37 PM	1	2	IC	117.2	116.8	31.41	31.30	TOC:49.53mg/L TC:80.83mg/L IC:31.30mg/L	TOC:49.53mg/L TC:80.83mg/L IC:31.30mg/L	0	50	
