[Header]	
System	Suspended Solids Saline	
S/W Version	1.00	
User		
Date/Time	1/13/2025 9:22:28 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Excluded	Inj. Vol.	
Unknown	NPOC	6GW3_01102025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		1/10/2025 3:56:22 PM	1	1	NPOC	151.4	149.4	44.17	43.59	NPOC:43.59mg/L	NPOC:43.59mg/L	0	50	
Unknown	NPOC	6GW3_01102025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		1/10/2025 3:59:56 PM	1	2	NPOC	147.4	149.4	43.01	43.59	NPOC:43.59mg/L	NPOC:43.59mg/L	0	50	
Unknown	NPOC	9GW5_01102025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		1/10/2025 4:08:57 PM	1	1	NPOC	94.48	94.17	27.63	27.54	NPOC:27.54mg/L	NPOC:27.54mg/L	0	50	
Unknown	NPOC	9GW5_01102025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		1/10/2025 4:12:38 PM	1	2	NPOC	91.84	94.17	26.87	27.54	NPOC:27.54mg/L	NPOC:27.54mg/L	1	50	
Unknown	NPOC	9GW5_01102025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		1/10/2025 4:16:08 PM	1	3	NPOC	93.86	94.17	27.45	27.54	NPOC:27.54mg/L	NPOC:27.54mg/L	0	50	
Unknown	NPOC	9GW1_01102025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		1/10/2025 4:24:58 PM	1	1	NPOC	303.3	306.4	88.31	89.20	NPOC:89.20mg/L	NPOC:89.20mg/L	0	50	
Unknown	NPOC	9GW1_01102025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		1/10/2025 4:28:19 PM	1	2	NPOC	309.4	306.4	90.08	89.20	NPOC:89.20mg/L	NPOC:89.20mg/L	0	50	
Unknown	NPOC	6GW2_01102025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		1/10/2025 4:37:17 PM	1	1	NPOC	96.62	96.28	28.26	28.16	NPOC:28.16mg/L	NPOC:28.16mg/L	0	50	
Unknown	NPOC	6GW2_01102025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		1/10/2025 4:40:41 PM	1	2	NPOC	95.94	96.28	28.06	28.16	NPOC:28.16mg/L	NPOC:28.16mg/L	0	50	
Unknown	NPOC	9GW4_01102025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		1/10/2025 4:49:34 PM	1	1	NPOC	211.7	210.5	61.69	61.35	NPOC:61.35mg/L	NPOC:61.35mg/L	0	50	
