[Header]	
System	Suspended Solids Saline	
S/W Version	1.00	
User		
Date/Time	3/31/2025 11:03:27 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Excluded	Inj. Vol.	
Unknown	NPOC	9.1_03132025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		3/14/2025 10:01:36 AM	1	1	NPOC	143.4	141.7	41.85	41.35	NPOC:41.35mg/L	NPOC:41.35mg/L	0	50	
Unknown	NPOC	9.1_03132025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		3/14/2025 10:05:28 AM	1	2	NPOC	140.0	141.7	40.86	41.35	NPOC:41.35mg/L	NPOC:41.35mg/L	0	50	
Unknown	NPOC	3.3_03132025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		3/14/2025 10:14:48 AM	1	1	NPOC	154.2	153.5	44.99	44.78	NPOC:44.78mg/L	NPOC:44.78mg/L	0	50	
Unknown	NPOC	3.3_03132025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		3/14/2025 10:18:37 AM	1	2	NPOC	152.8	153.5	44.58	44.78	NPOC:44.78mg/L	NPOC:44.78mg/L	0	50	
Unknown	NPOC	6.1_03132025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		3/14/2025 10:27:55 AM	1	1	NPOC	187.0	185.0	54.52	53.94	NPOC:53.94mg/L	NPOC:53.94mg/L	0	50	
Unknown	NPOC	6.1_03132025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		3/14/2025 10:31:37 AM	1	2	NPOC	183.0	185.0	53.35	53.94	NPOC:53.94mg/L	NPOC:53.94mg/L	0	50	
Unknown	NPOC	5.3_03112025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		3/14/2025 10:41:05 AM	1	1	NPOC	164.6	164.8	48.01	48.05	NPOC:48.05mg/L	NPOC:48.05mg/L	0	50	
Unknown	NPOC	5.3_03112025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		3/14/2025 10:44:53 AM	1	2	NPOC	164.9	164.8	48.10	48.05	NPOC:48.05mg/L	NPOC:48.05mg/L	0	50	
Unknown	NPOC	5.1_03112025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		3/14/2025 10:54:20 AM	1	1	NPOC	211.3	210.9	61.58	61.46	NPOC:61.46mg/L	NPOC:61.46mg/L	0	50	
Unknown	NPOC	5.1_03112025	Untitled	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\NPOC_SS.Saline_100mgL_usethisone.2024_12_30_10_07_32.cal	1.00		3/14/2025 10:58:04 AM	1	2	NPOC	210.5	210.9	61.35	61.46	NPOC:61.46mg/L	NPOC:61.46mg/L	0	50	
