[Header]	
System	TOCL-Saline	
S/W Version	1.00	
User		
Date/Time	12/3/2024 12:08:46 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Excluded	Inj. Vol.	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_07_15_16_03_34.cal		1.00		7/15/2024 4:10:56 PM	1	1	IC	0.000	0.3259	5.000	 	 	 	1	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_07_15_16_03_34.cal		1.00		7/15/2024 4:13:18 PM	1	2	IC	0.3813	0.3259	5.000	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_07_15_16_03_34.cal		1.00		7/15/2024 4:15:33 PM	1	3	IC	0.2705	0.3259	5.000	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_07_15_16_03_34.cal		1.00		7/15/2024 4:21:28 PM	2	1	IC	0.5429	0.5304	10.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_07_15_16_03_34.cal		1.00		7/15/2024 4:23:37 PM	2	2	IC	0.5178	0.5304	10.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_07_15_16_03_34.cal		1.00		7/15/2024 4:29:20 PM	3	1	IC	0.4395	0.4950	25.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_07_15_16_03_34.cal		1.00		7/15/2024 4:31:30 PM	3	2	IC	0.5506	0.4950	25.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_07_15_16_03_34.cal		1.00		7/15/2024 4:37:13 PM	4	1	IC	0.3086	0.3773	50.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_07_15_16_03_34.cal		1.00		7/15/2024 4:39:23 PM	4	2	IC	0.4460	0.3773	50.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_07_15_16_03_34.cal		1.00		7/15/2024 4:43:33 PM	5	1	IC	0.9232	1.130	100.0	 	 	 	1	50	
