[Header]	
System	Suspended Solids Saline	
S/W Version	1.00	
User		
Date/Time	3/14/2025 9:52:54 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Excluded	Inj. Vol.	
Unknown	IC	9.1_03132025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2024_12_30_11_07_15.cal	1.00		3/13/2025 12:39:20 PM	1	1	IC	36.90	37.27	9.951	10.05	IC:10.05mg/L	IC:10.05mg/L	0	50	
Unknown	IC	9.1_03132025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2024_12_30_11_07_15.cal	1.00		3/13/2025 12:41:47 PM	1	2	IC	37.65	37.27	10.15	10.05	IC:10.05mg/L	IC:10.05mg/L	0	50	
Unknown	IC	3.3_03132025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2024_12_30_11_07_15.cal	1.00		3/13/2025 1:03:16 PM	1	1	IC	15.51	15.60	4.192	4.217	IC:4.217mg/L	IC:4.217mg/L	0	50	
Unknown	IC	3.3_03132025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2024_12_30_11_07_15.cal	1.00		3/13/2025 1:05:36 PM	1	2	IC	15.99	15.60	4.322	4.217	IC:4.217mg/L	IC:4.217mg/L	1	50	
Unknown	IC	3.3_03132025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2024_12_30_11_07_15.cal	1.00		3/13/2025 1:07:58 PM	1	3	IC	15.69	15.60	4.241	4.217	IC:4.217mg/L	IC:4.217mg/L	0	50	
Unknown	IC	6.1_03132025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2024_12_30_11_07_15.cal	1.00		3/13/2025 1:13:31 PM	1	1	IC	11.43	10.98	3.094	2.973	IC:2.973mg/L	IC:2.973mg/L	1	50	
Unknown	IC	6.1_03132025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2024_12_30_11_07_15.cal	1.00		3/13/2025 1:15:50 PM	1	2	IC	11.06	10.98	2.994	2.973	IC:2.973mg/L	IC:2.973mg/L	0	50	
Unknown	IC	6.1_03132025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2024_12_30_11_07_15.cal	1.00		3/13/2025 1:18:08 PM	1	3	IC	10.90	10.98	2.951	2.973	IC:2.973mg/L	IC:2.973mg/L	0	50	
Unknown	IC	5.3_03112025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2024_12_30_11_07_15.cal	1.00		3/13/2025 1:23:32 PM	1	1	IC	9.644	9.133	2.613	2.475	IC:2.475mg/L	IC:2.475mg/L	1	50	
Unknown	IC	5.3_03112025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2024_12_30_11_07_15.cal	1.00		3/13/2025 1:25:44 PM	1	2	IC	9.180	9.133	2.488	2.475	IC:2.475mg/L	IC:2.475mg/L	0	50	
