[Header]	
System	TOCL-Saline	
S/W Version	1.00	
User		
Date/Time	11/18/2024 8:11:47 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Excluded	Inj. Vol.	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_11_15_10_09_32.cal		1.00		11/15/2024 10:20:18 AM	1	1	NPOC	6.630	6.630	2.000	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_11_15_10_09_32.cal		1.00		11/15/2024 10:23:02 AM	1	2	NPOC	6.631	6.630	2.000	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_11_15_10_09_32.cal		1.00		11/15/2024 10:32:37 AM	2	1	NPOC	33.31	33.18	10.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_11_15_10_09_32.cal		1.00		11/15/2024 10:35:51 AM	2	2	NPOC	33.05	33.18	10.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_11_15_10_09_32.cal		1.00		11/15/2024 10:45:40 AM	3	1	NPOC	81.16	80.83	25.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_11_15_10_09_32.cal		1.00		11/15/2024 10:48:47 AM	3	2	NPOC	80.50	80.83	25.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_11_15_10_09_32.cal		1.00		11/15/2024 10:58:37 AM	4	1	NPOC	166.9	165.8	50.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_11_15_10_09_32.cal		1.00		11/15/2024 11:01:54 AM	4	2	NPOC	164.7	165.8	50.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_11_15_10_09_32.cal		1.00		11/15/2024 11:11:58 AM	5	1	NPOC	243.8	241.8	75.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_11_15_10_09_32.cal		1.00		11/15/2024 11:15:19 AM	5	2	NPOC	239.7	241.8	75.00	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_11_15_10_09_32.cal		1.00		11/15/2024 11:24:49 AM	6	1	NPOC	333.2	334.2	100.0	 	 	 	0	50	
Standard	NPOC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\NPOC_Saline_100mgL.2024_11_15_10_09_32.cal		1.00		11/15/2024 11:28:09 AM	6	2	NPOC	335.2	334.2	100.0	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_15_11_28_09.cal		1.00		11/15/2024 11:35:39 AM	1	1	TC	10.62	9.588	5.000	 	 	 	1	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_15_11_28_09.cal		1.00		11/15/2024 11:38:25 AM	1	2	TC	9.754	9.588	5.000	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_15_11_28_09.cal		1.00		11/15/2024 11:41:13 AM	1	3	TC	9.421	9.588	5.000	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_15_11_28_09.cal		1.00		11/15/2024 11:47:41 AM	2	1	TC	15.65	15.60	10.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_15_11_28_09.cal		1.00		11/15/2024 11:50:25 AM	2	2	TC	15.54	15.60	10.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_15_11_28_09.cal		1.00		11/15/2024 11:57:06 AM	3	1	TC	36.08	36.06	25.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_15_11_28_09.cal		1.00		11/15/2024 12:00:03 PM	3	2	TC	36.03	36.06	25.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_15_11_28_09.cal		1.00		11/15/2024 12:06:48 PM	4	1	TC	71.82	73.96	50.00	 	 	 	1	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_15_11_28_09.cal		1.00		11/15/2024 12:10:02 PM	4	2	TC	74.23	73.96	50.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_15_11_28_09.cal		1.00		11/15/2024 12:13:08 PM	4	3	TC	73.69	73.96	50.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_15_11_28_09.cal		1.00		11/15/2024 12:19:35 PM	5	1	TC	196.4	194.9	100.0	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_15_11_28_09.cal		1.00		11/15/2024 12:22:46 PM	5	2	TC	193.5	194.9	100.0	 	 	 	0	50	
