[Header]	
System	TOCL-Saline	
S/W Version	1.00	
User		
Date/Time	11/19/2024 3:21:58 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Excluded	Inj. Vol.	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_19_10_38_13.cal		1.00		11/19/2024 10:46:53 AM	1	1	TC	18.89	17.94	5.000	 	 	 	1	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_19_10_38_13.cal		1.00		11/19/2024 10:49:57 AM	1	2	TC	18.24	17.94	5.000	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_19_10_38_13.cal		1.00		11/19/2024 10:53:27 AM	1	3	TC	17.63	17.94	5.000	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_19_10_38_13.cal		1.00		11/19/2024 11:00:17 AM	2	1	TC	33.86	33.68	10.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_19_10_38_13.cal		1.00		11/19/2024 11:03:23 AM	2	2	TC	33.50	33.68	10.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_19_10_38_13.cal		1.00		11/19/2024 11:10:31 AM	3	1	TC	84.30	83.61	25.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_19_10_38_13.cal		1.00		11/19/2024 11:14:04 AM	3	2	TC	82.91	83.61	25.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_19_10_38_13.cal		1.00		11/19/2024 11:21:06 AM	4	1	TC	168.8	167.0	50.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_19_10_38_13.cal		1.00		11/19/2024 11:24:24 AM	4	2	TC	165.2	167.0	50.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_19_10_38_13.cal		1.00		11/19/2024 11:30:50 AM	5	1	TC	331.5	329.6	100.0	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_11_19_10_38_13.cal		1.00		11/19/2024 11:34:10 AM	5	2	TC	327.6	329.6	100.0	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_11_19_11_34_10.cal		1.00		11/19/2024 11:41:57 AM	1	1	IC	13.18	13.20	5.000	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_11_19_11_34_10.cal		1.00		11/19/2024 11:44:20 AM	1	2	IC	13.83	13.20	5.000	 	 	 	1	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_11_19_11_34_10.cal		1.00		11/19/2024 11:46:40 AM	1	3	IC	13.21	13.20	5.000	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_11_19_11_34_10.cal		1.00		11/19/2024 11:52:52 AM	2	1	IC	27.22	27.23	10.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_11_19_11_34_10.cal		1.00		11/19/2024 11:55:18 AM	2	2	IC	27.25	27.23	10.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_11_19_11_34_10.cal		1.00		11/19/2024 12:01:53 PM	3	1	IC	68.99	68.77	25.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_11_19_11_34_10.cal		1.00		11/19/2024 12:04:21 PM	3	2	IC	68.55	68.77	25.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_11_19_11_34_10.cal		1.00		11/19/2024 12:10:29 PM	4	1	IC	134.9	136.6	50.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_11_19_11_34_10.cal		1.00		11/19/2024 12:13:00 PM	4	2	IC	138.2	136.6	50.00	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_11_19_11_34_10.cal		1.00		11/19/2024 12:17:35 PM	5	1	IC	267.3	265.8	100.0	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_11_19_11_34_10.cal		1.00		11/19/2024 12:20:24 PM	5	2	IC	264.3	265.8	100.0	 	 	 	0	50	
