Date,pH,Temp_pH,ID
2023-10-06T00:00:00Z,4.14628188880901,74.43,5
2023-10-06T00:00:00Z,4.27715768150334,74.25,5a
2023-10-06T00:00:00Z,3.53672050344357,74.89,15
2023-10-06T00:00:00Z,3.4789724360332,74.82,3
2023-10-06T00:00:00Z,3.62339063479556,73.51,6
2023-10-06T00:00:00Z,4.27715768150334,74.25,6a
2023-10-06T00:00:00Z,3.33414922783161,75.16,9
2023-10-06T00:00:00Z,7.37399534348155,73.81,13
2023-10-06T01:00:00Z,4.14537319025724,74.16,5
2023-10-06T01:00:00Z,4.235249055143051,73.81,5a
2023-10-06T01:00:00Z,3.53648760315271,74.73,15
2023-10-06T01:00:00Z,3.48174607504421,74.64,3
2023-10-06T01:00:00Z,3.62849021745156,73.29,6
2023-10-06T01:00:00Z,4.23524905514305,73.81,6a
2023-10-06T01:00:00Z,3.32876373269612,74.73,9
2023-10-06T01:00:00Z,7.37143595239751,73.44,13
2023-10-06T02:00:00Z,4.14341545880119,73.94,5
2023-10-06T02:00:00Z,4.224513218415248,73.38,5a
2023-10-06T02:00:00Z,3.53368623739681,74.55,15
2023-10-06T02:00:00Z,3.48459403808853,74.52,3
2023-10-06T02:00:00Z,3.62599796838759,73.08,6
2023-10-06T02:00:00Z,4.22451321841525,73.38,6a
2023-10-06T02:00:00Z,3.32709696217598,74.37,9
2023-10-06T02:00:00Z,7.36857781931331,73.08,13
2023-10-06T03:00:00Z,4.14760918511893,73.72,5
2023-10-06T03:00:00Z,4.229312630120908,73.04,5a
2023-10-06T03:00:00Z,3.53279044246316,74.37,15
2023-10-06T03:00:00Z,3.48279721899089,74.37,3
2023-10-06T03:00:00Z,3.6336417794725002,72.95,6
2023-10-06T03:00:00Z,4.22931263012091,73.04,6a
2023-10-06T03:00:00Z,3.3512527829028,74.08,9
2023-10-06T03:00:00Z,7.36929283733872,72.86,13
2023-10-06T04:00:00Z,4.15418067033638,73.65,5
2023-10-06T04:00:00Z,4.25196680195984,72.86,5a
2023-10-06T04:00:00Z,3.52788385863587,74.25,15
2023-10-06T04:00:00Z,3.48567314487695,74.34,3
2023-10-06T04:00:00Z,3.62750446709069,72.91,6
2023-10-06T04:00:00Z,4.25196680195984,72.86,6a
2023-10-06T04:00:00Z,3.35056102820836,73.9,9
2023-10-06T04:00:00Z,7.36470701124528,72.95,13
2023-10-06T05:00:00Z,4.158709068493,73.6,5
2023-10-06T05:00:00Z,4.267143420679954,72.82,5a
2023-10-06T05:00:00Z,3.53902048965962,74.16,15
2023-10-06T05:00:00Z,3.48458715321504,74.3,3
2023-10-06T05:00:00Z,3.64016826248938,72.91,6
2023-10-06T05:00:00Z,4.26714342067995,72.82,6a
2023-10-06T05:00:00Z,3.34636347074843,73.72,9
2023-10-06T05:00:00Z,7.36721420971701,73,13
2023-10-06T06:00:00Z,4.15610880733011,73.56,5
2023-10-06T06:00:00Z,4.271532676982703,72.82,5a
2023-10-06T06:00:00Z,3.52928384083818,74.08,15
2023-10-06T06:00:00Z,3.47213419363174,74.3,3
2023-10-06T06:00:00Z,3.6423651377786,72.95,6
2023-10-06T06:00:00Z,4.2715326769827,72.82,6a
2023-10-06T06:00:00Z,3.34476857289877,73.69,9
2023-10-06T06:00:00Z,7.36179428415498,73.08,13
2023-10-06T07:00:00Z,4.15798204159401,73.56,5
2023-10-06T07:00:00Z,4.2493958436207215,72.73,5a
2023-10-06T07:00:00Z,3.52589283204196,73.94,15
2023-10-06T07:00:00Z,3.48621297111277,74.25,3
2023-10-06T07:00:00Z,3.64039534719335,72.95,6
2023-10-06T07:00:00Z,4.24939584362072,72.73,6a
2023-10-06T07:00:00Z,3.34550022250511,73.6,9
2023-10-06T07:00:00Z,7.36405546254109,73.08,13
2023-10-06T08:00:00Z,4.16212837775668,73.44,5
2023-10-06T08:00:00Z,4.230437883103168,72.52,5a
2023-10-06T08:00:00Z,3.52947539331817,73.78,15
2023-10-06T08:00:00Z,3.48448819415366,74.16,3
2023-10-06T08:00:00Z,3.63650429878264,72.82,6
2023-10-06T08:00:00Z,4.23043788310317,72.52,6a
2023-10-06T08:00:00Z,3.34164636135658,73.51,9
2023-10-06T08:00:00Z,7.3624452979584,72.95,13
2023-10-06T09:00:00Z,4.17015842199639,73.44,5
2023-10-06T09:00:00Z,4.265112640706645,72.48,5a
2023-10-06T09:00:00Z,3.523201048927,73.78,15
2023-10-06T09:00:00Z,3.48479091302547,74.03,3
2023-10-06T09:00:00Z,3.64157067306674,72.82,6
2023-10-06T09:00:00Z,4.26511264070665,72.48,6a
2023-10-06T09:00:00Z,3.34309572010541,73.56,9
2023-10-06T09:00:00Z,7.36480480188115,73.22,13
2023-10-06T10:00:00Z,4.1732168689753,73.51,5
2023-10-06T10:00:00Z,4.267406656023085,72.61,5a
2023-10-06T10:00:00Z,3.52943680049348,73.81,15
2023-10-06T10:00:00Z,3.47966664516233,73.94,3
2023-10-06T10:00:00Z,3.64292793508867,72.95,6
2023-10-06T10:00:00Z,4.26740665602308,72.61,6a
2023-10-06T10:00:00Z,3.43045727591663,73.6,9
2023-10-06T10:00:00Z,7.35652594864441,73.35,13
2023-10-06T11:00:00Z,4.18454494409507,73.78,5
2023-10-06T11:00:00Z,4.259825632137697,72.79,5a
2023-10-06T11:00:00Z,3.53088101989268,74.12,15
2023-10-06T11:00:00Z,3.48136592161998,73.94,3
2023-10-06T11:00:00Z,3.64823385686085,73.35,6
2023-10-06T11:00:00Z,4.2598256321377,72.79,6a
2023-10-06T11:00:00Z,3.34832780566758,73.81,9
2023-10-06T11:00:00Z,7.35208342182946,74.08,13
2023-10-06T12:00:00Z,4.1898848414317,74.03,5
2023-10-06T12:00:00Z,4.255189819011807,73.17,5a
2023-10-06T12:00:00Z,3.53808379469614,74.52,15
2023-10-06T12:00:00Z,3.49637831651673,74.16,3
2023-10-06T12:00:00Z,3.66741303788989,73.94,6
2023-10-06T12:00:00Z,4.25518981901181,73.17,6a
2023-10-06T12:00:00Z,3.3561311295642,74.25,9
2023-10-06T12:00:00Z,7.35784798646473,75.16,13
2023-10-06T13:00:00Z,4.19108893861003,74.46,5
2023-10-06T13:00:00Z,4.245277416530523,73.69,5a
2023-10-06T13:00:00Z,3.54663426114841,75.04,15
2023-10-06T13:00:00Z,3.49018030284459,74.46,3
2023-10-06T13:00:00Z,3.6616892785052,74.37,6
2023-10-06T13:00:00Z,4.24527741653052,73.69,6a
2023-10-06T13:00:00Z,3.35638536114184,74.68,9
2023-10-06T13:00:00Z,7.35580562690708,76.12,13
2023-10-06T14:00:00Z,4.19810156791705,74.98,5
2023-10-06T14:00:00Z,4.254638215400961,74.34,5a
2023-10-06T14:00:00Z,3.55284535299419,75.33,15
2023-10-06T14:00:00Z,3.49815223293534,74.86,3
2023-10-06T14:00:00Z,3.66674308247376,74.82,6
2023-10-06T14:00:00Z,4.25463821540096,74.34,6a
2023-10-06T14:00:00Z,3.36382962689244,75.42,9
2023-10-06T14:00:00Z,7.35250966682779,76.86,13
2023-10-06T15:00:00Z,4.18696091004715,75.2,5
2023-10-06T15:00:00Z,4.246285235708045,74.73,5a
2023-10-06T15:00:00Z,3.55450840184936,75.54,15
2023-10-06T15:00:00Z,3.48765645670267,75.33,3
2023-10-06T15:00:00Z,3.65284343335444,75.11,6
2023-10-06T15:00:00Z,4.24628523570805,74.73,6a
2023-10-06T15:00:00Z,3.36136497260485,75.69,9
2023-10-06T15:00:00Z,7.35775811667781,76.98,13
2023-10-06T16:00:00Z,4.18710714586328,75.38,5
2023-10-06T16:00:00Z,4.232636610602084,74.89,5a
2023-10-06T16:00:00Z,3.55485598658251,75.6,15
2023-10-06T16:00:00Z,3.4936631494126,75.6,3
2023-10-06T16:00:00Z,3.642473735221,75.11,6
2023-10-06T16:00:00Z,4.23263661060208,74.89,6a
2023-10-06T16:00:00Z,3.36307686864221,75.94,9
2023-10-06T16:00:00Z,7.3314382268954,76.89,13
2023-10-06T17:00:00Z,4.18836309869385,75.42,5
2023-10-06T17:00:00Z,4.234387623379538,75.07,5a
2023-10-06T17:00:00Z,3.55404037336598,75.6,15
2023-10-06T17:00:00Z,3.48521933691828,75.69,3
2023-10-06T17:00:00Z,3.64280381825867,74.98,6
2023-10-06T17:00:00Z,4.23438762337954,75.07,6a
2023-10-06T17:00:00Z,3.36195695123392,76.21,9
2023-10-06T17:00:00Z,7.34479010257251,76.64,13
2023-10-06T18:00:00Z,4.18649635471282,75.42,5
2023-10-06T18:00:00Z,4.230396231310349,75.2,5a
2023-10-06T18:00:00Z,3.55505219885251,75.54,15
2023-10-06T18:00:00Z,3.48860680622961,75.69,3
2023-10-06T18:00:00Z,3.63113061622198,74.82,6
2023-10-06T18:00:00Z,4.23039623131035,75.2,6a
2023-10-06T18:00:00Z,3.37559508343491,76.28,9
2023-10-06T18:00:00Z,7.31975698160104,76.24,13
2023-10-06T19:00:00Z,4.18308911912646,75.33,5
2023-10-06T19:00:00Z,4.232308000873093,75.2,5a
2023-10-06T19:00:00Z,3.55342513546307,75.42,15
2023-10-06T19:00:00Z,3.480675667102,75.6,3
2023-10-06T19:00:00Z,3.62993566863126,74.59,6
2023-10-06T19:00:00Z,4.23230800087309,75.2,6a
2023-10-06T19:00:00Z,3.36142016848473,76.21,9
2023-10-06T19:00:00Z,7.3166617867884,75.78,13
2023-10-06T20:00:00Z,4.18189198740667,75.2,5
2023-10-06T20:00:00Z,4.23258111081063,75.2,5a
2023-10-06T20:00:00Z,3.54305494221568,75.2,15
2023-10-06T20:00:00Z,3.47130131068149,75.42,3
2023-10-06T20:00:00Z,3.62166225852782,74.3,6
2023-10-06T20:00:00Z,4.23258111081063,75.2,6a
2023-10-06T20:00:00Z,3.36127153578877,76.03,9
2023-10-06T20:00:00Z,7.3217129274925,75.33,13
2023-10-06T21:00:00Z,4.18183881518853,75.04,5
2023-10-06T21:00:00Z,4.248509411327047,75.16,5a
2023-10-06T21:00:00Z,3.54764639461547,74.98,15
2023-10-06T21:00:00Z,3.46733343111941,75.2,3
2023-10-06T21:00:00Z,3.62893974316965,74.03,6
2023-10-06T21:00:00Z,4.24850941132705,75.16,6a
2023-10-06T21:00:00Z,3.36063350948512,75.78,9
2023-10-06T21:00:00Z,7.33151674516248,74.95,13
2023-10-06T22:00:00Z,4.18123392062048,74.82,5
2023-10-06T22:00:00Z,4.239468267310884,74.89,5a
2023-10-06T22:00:00Z,3.54006569654798,74.82,15
2023-10-06T22:00:00Z,3.46110106768554,74.98,3
2023-10-06T22:00:00Z,3.62364169433203,73.81,6
2023-10-06T22:00:00Z,4.23946826731088,74.89,6a
2023-10-06T22:00:00Z,3.35791627731966,75.42,9
2023-10-06T22:00:00Z,7.33176247859892,74.55,13
2023-10-06T23:00:00Z,4.17866391408182,74.59,5
2023-10-06T23:00:00Z,4.245528118251719,74.43,5a
2023-10-06T23:00:00Z,3.54053428568835,74.64,15
2023-10-06T23:00:00Z,3.47946500279327,74.77,3
2023-10-06T23:00:00Z,3.62227414784849,73.6,6
2023-10-06T23:00:00Z,4.24552811825172,74.43,6a
2023-10-06T23:00:00Z,3.35529446993201,75.11,9
2023-10-06T23:00:00Z,7.31307785029625,74.21,13
2023-10-07T00:00:00Z,4.18206521108667,74.37,5
2023-10-07T00:00:00Z,4.260454332633568,74.03,5a
2023-10-07T00:00:00Z,3.54407705039993,74.52,15
2023-10-07T00:00:00Z,3.47153517481339,74.55,3
2023-10-07T00:00:00Z,3.62883859826924,73.44,6
2023-10-07T00:00:00Z,4.26045433263357,74.03,6a
2023-10-07T00:00:00Z,3.3483872652591,74.77,9
2023-10-07T00:00:00Z,7.25935552973421,73.9,13
2023-10-07T01:00:00Z,4.18014104827561,74.21,5
2023-10-07T01:00:00Z,4.238156428831468,73.69,5a
2023-10-07T01:00:00Z,3.54427474758969,74.34,15
2023-10-07T01:00:00Z,3.48166528437987,74.37,3
2023-10-07T01:00:00Z,3.62539681847781,73.29,6
2023-10-07T01:00:00Z,4.23815642883147,73.69,6a
2023-10-07T01:00:00Z,3.34208758555146,74.52,9
2023-10-07T01:00:00Z,7.27327594200606,73.72,13
2023-10-07T02:00:00Z,4.18614165806062,74.03,5
2023-10-07T02:00:00Z,4.258772033609183,73.44,5a
2023-10-07T02:00:00Z,3.54805318553759,74.25,15
2023-10-07T02:00:00Z,3.4802689120317,74.25,3
2023-10-07T02:00:00Z,3.62206729002863,73.17,6
2023-10-07T02:00:00Z,4.25877203360918,73.44,6a
2023-10-07T02:00:00Z,3.33783591180203,74.21,9
2023-10-07T02:00:00Z,7.28887089397435,73.6,13
2023-10-07T03:00:00Z,4.18822927090825,73.87,5
2023-10-07T03:00:00Z,4.26213281036806,73.13,5a
2023-10-07T03:00:00Z,3.55709324254887,74.08,15
2023-10-07T03:00:00Z,3.48788537197168,74.16,3
2023-10-07T03:00:00Z,3.62008999421285,73.08,6
2023-10-07T03:00:00Z,4.26213281036806,73.13,6a
2023-10-07T03:00:00Z,3.32961608417981,73.99,9
2023-10-07T03:00:00Z,7.29915740625367,73.38,13
2023-10-07T04:00:00Z,4.19316629112028,73.69,5
2023-10-07T04:00:00Z,4.25553283162756,72.86,5a
2023-10-07T04:00:00Z,3.54661915423633,73.94,15
2023-10-07T04:00:00Z,3.48479091302547,74.03,3
2023-10-07T04:00:00Z,3.62294863058115,72.95,6
2023-10-07T04:00:00Z,4.25553283162756,72.86,6a
2023-10-07T04:00:00Z,3.3278603344415,73.78,9
2023-10-07T04:00:00Z,7.31450717766126,73.22,13
2023-10-07T05:00:00Z,4.19783901268247,73.51,5
2023-10-07T05:00:00Z,4.25478242345261,72.61,5a
