[Header]	
System	TOCL-Saline	
S/W Version	1.00	
User		
Date/Time	9/17/2024 9:35:52 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Excluded	Inj. Vol.	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_09_16_14_31_22.cal		1.00		9/16/2024 2:39:52 PM	1	1	TC	16.74	18.51	5.000	 	 	 	1	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_09_16_14_31_22.cal		1.00		9/16/2024 2:45:00 PM	1	2	TC	19.02	18.51	5.000	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_09_16_14_31_22.cal		1.00		9/16/2024 2:48:11 PM	1	3	TC	18.00	18.51	5.000	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_09_16_14_31_22.cal		1.00		9/16/2024 2:55:23 PM	2	1	TC	37.35	35.77	10.00	 	 	 	1	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_09_16_14_31_22.cal		1.00		9/16/2024 2:58:38 PM	2	2	TC	35.59	35.77	10.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_09_16_14_31_22.cal		1.00		9/16/2024 3:01:49 PM	2	3	TC	35.94	35.77	10.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_09_16_14_31_22.cal		1.00		9/16/2024 3:09:05 PM	3	1	TC	88.22	87.74	25.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_09_16_14_31_22.cal		1.00		9/16/2024 3:12:25 PM	3	2	TC	87.26	87.74	25.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_09_16_14_31_22.cal		1.00		9/16/2024 3:19:33 PM	4	1	TC	178.2	177.8	50.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_09_16_14_31_22.cal		1.00		9/16/2024 3:23:00 PM	4	2	TC	177.4	177.8	50.00	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_09_16_14_31_22.cal		1.00		9/16/2024 3:29:47 PM	5	1	TC	355.9	353.3	100.0	 	 	 	0	50	
Standard	TC	Untitled	Untitled	C:\TOC-L\CalCurves\TC_Saline_100mgL.2024_09_16_14_31_22.cal		1.00		9/16/2024 3:33:25 PM	5	2	TC	350.6	353.3	100.0	 	 	 	0	50	
Standard	IC	Untitled	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_09_16_15_33_25.cal		1.00		9/16/2024 3:41:11 PM	1	1	IC	17.19	17.18	5.000	 	 	 	0	50	
