Date,ID,CO2_flux,O2_flux,o2.co2
2023-12-08T16:00:00Z,13,NA,NA,NA
2023-12-08T17:00:00Z,13,NA,NA,NA
2023-12-08T18:00:00Z,13,NA,NA,NA
2023-12-08T19:00:00Z,13,NA,NA,NA
2023-12-08T20:00:00Z,13,NA,NA,NA
2023-12-08T21:00:00Z,13,NA,NA,NA
2023-12-08T22:00:00Z,13,NA,NA,NA
2023-12-08T23:00:00Z,13,NA,NA,NA
2023-12-09T00:00:00Z,13,6.121566803360597,-3.536357260797968,-0.5776882576624975
2023-12-09T01:00:00Z,13,5.892485414774939,-3.4772040770843105,-0.5901082195919396
2023-12-09T02:00:00Z,13,5.706189116594227,-3.4814871261585325,-0.6101247356197824
2023-12-09T03:00:00Z,13,5.835936058634161,-3.478152080935825,-0.5959887233154246
2023-12-09T04:00:00Z,13,6.2020631541586395,-3.5819146958450765,-0.5775359919454082
2023-12-09T05:00:00Z,13,6.04256764208917,-3.5095201219852594,-0.5807994762921463
2023-12-09T06:00:00Z,13,6.328044027890559,-3.611874844848002,-0.5707727109559971
2023-12-09T07:00:00Z,13,6.040147363759329,-3.367252686778524,-0.5574785653379786
2023-12-09T08:00:00Z,13,6.645325642988773,-3.6350566267352633,-0.5470095555919778
2023-12-09T09:00:00Z,13,6.2968863162838575,-3.2985701681912247,-0.5238414674346374
2023-12-09T10:00:00Z,13,6.003490001885938,-3.019695493941368,-0.5029900096431842
2023-12-09T11:00:00Z,13,6.267614926064298,-2.8096777654667373,-0.44828500133001203
2023-12-09T12:00:00Z,13,6.441964233845299,-2.587872993750718,-0.4017211055215655
2023-12-09T13:00:00Z,13,6.685506548721351,-2.458670003674543,-0.36776121386714977
2023-12-09T14:00:00Z,13,6.158590564708032,-2.2478139325365167,-0.3649883701341789
2023-12-09T15:00:00Z,13,6.221568010081128,-2.411061419067764,-0.38753275945243976
2023-12-09T16:00:00Z,13,6.383183583633763,-2.6980531452178926,-0.4226814268879242
2023-12-09T17:00:00Z,13,6.792243057341165,-3.1320200278417305,-0.4611171893291706
2023-12-09T18:00:00Z,13,7.3974445161169,-3.4333698548766183,-0.46412917966417927
2023-12-09T19:00:00Z,13,7.518065565031353,-3.6963094745710294,-0.49165698843644157
2023-12-09T20:00:00Z,13,7.915418702667728,-3.9489266462976116,-0.4988904307698476
2023-12-09T21:00:00Z,13,8.243158163397847,-3.9942720602454926,-0.4845560379978255
2023-12-09T22:00:00Z,13,8.07177224090102,-3.8667153332449993,-0.47904167980009477
2023-12-09T23:00:00Z,13,8.604013683255106,-4.000328579891097,-0.4649374962846033
2023-12-10T00:00:00Z,13,2.8786729864222766,-1.318946506792829,-0.4581786514181541
2023-12-10T01:00:00Z,13,2.9252688764301484,-1.341283258197601,-0.4585162304240682
2023-12-10T02:00:00Z,13,2.9808589927258113,-1.358143004676162,-0.4556213520969753
2023-12-10T03:00:00Z,13,2.9758879109447376,-1.3355403346972148,-0.4487871770255045
2023-12-10T04:00:00Z,13,3.069664434012376,-1.397543714563796,-0.45527572951583456
2023-12-10T05:00:00Z,13,3.10425734787501,-1.3684288031714331,-0.440823246857474
2023-12-10T06:00:00Z,13,2.956149481444063,-1.3182010332367908,-0.44591826005796453
2023-12-10T07:00:00Z,13,3.0995296906833807,-1.358066115109263,-0.43815231684708855
2023-12-10T08:00:00Z,13,3.0938182951275643,-1.3482143263168442,-0.43577682905299864
2023-12-10T09:00:00Z,13,3.1668898363300637,-1.3280470156311301,-0.4193537142959578
2023-12-10T10:00:00Z,13,2.9699717020056426,-1.1379393557512705,-0.3831482148408391
2023-12-10T11:00:00Z,13,3.0815190189670814,-1.030792218051734,-0.3345078228325371
2023-12-10T12:00:00Z,13,3.0510866320380394,-0.9442741578051517,-0.30948782243341394
2023-12-10T13:00:00Z,13,2.987047950195841,-0.9420242339391999,-0.3153696390703864
2023-12-10T14:00:00Z,13,2.9088063081077,-0.9519328656973225,-0.32725893884512186
2023-12-10T15:00:00Z,13,3.1294626000331522,-1.0833250000615113,-0.3461696586660071
2023-12-10T16:00:00Z,13,3.9300592056230688,-1.1505105367616861,-0.2927463624760546
2023-12-10T17:00:00Z,13,3.52138155284697,-1.474351882649949,-0.4186856381575475
2023-12-10T18:00:00Z,13,3.8210897923623026,-1.935933758640871,-0.5066444035181973
2023-12-10T19:00:00Z,13,4.084936641575121,-2.160208815939234,-0.5288230896786379
2023-12-10T20:00:00Z,13,4.809537189936903,-2.5505020996748784,-0.5303009414318176
2023-12-10T21:00:00Z,13,4.410421428296178,-2.320067723456986,-0.526042184670155
2023-12-10T22:00:00Z,13,4.32144939537162,-2.193656595389418,-0.5076205677055663
2023-12-10T23:00:00Z,13,4.23862159055567,-2.119079732601981,-0.4999454863636874
2023-12-11T00:00:00Z,13,4.9427488925378995,-2.493072710993568,-0.504389918483898
2023-12-11T01:00:00Z,13,4.831779690411944,-2.3423935477457682,-0.48478898000957127
2023-12-11T02:00:00Z,13,4.761925748005771,-2.2849898037810847,-0.47984574407486447
2023-12-11T03:00:00Z,13,4.685008650651867,-2.2545166568493613,-0.48121931568593157
2023-12-11T04:00:00Z,13,4.615347780665652,-2.1706426649038497,-0.4703096642027672
2023-12-11T05:00:00Z,13,4.370501171427906,-2.068369495326277,-0.4732568220890125
2023-12-11T06:00:00Z,13,4.2258422949928045,-2.0137116235618167,-0.4765231362154383
2023-12-11T07:00:00Z,13,4.059527785326998,-1.8860763613086085,-0.4646048656510633
2023-12-11T08:00:00Z,13,4.147722921176184,-1.8542844985297124,-0.44706084127815526
2023-12-11T09:00:00Z,13,3.9069389596841755,-1.6848559812057375,-0.43124707055621264
2023-12-11T10:00:00Z,13,3.7672357442224467,-1.6041932397062209,-0.42582767541597655
2023-12-11T11:00:00Z,13,3.6642814929406926,-1.4737032032283472,-0.40218067472912883
2023-12-11T12:00:00Z,13,3.7030340730783724,-1.3441486132681228,-0.36298575350421164
2023-12-11T13:00:00Z,13,3.5812620516598668,-1.2649132133364458,-0.3532031990650267
2023-12-11T14:00:00Z,13,3.440640004248782,-1.2041999920164024,-0.34999302180099
2023-12-11T15:00:00Z,13,3.6032248346562605,-1.2797319115566768,-0.3551629360588486
2023-12-11T16:00:00Z,13,3.6417045815750013,-1.3616446519586405,-0.37390310538856025
2023-12-11T17:00:00Z,13,3.6849377194771,-1.4114426250861132,-0.3830302524858954
2023-12-11T18:00:00Z,13,3.810275090985027,-1.4876290494014166,-0.3904256290893781
2023-12-11T19:00:00Z,13,3.7816840300133268,-1.485261434042053,-0.39275133042694177
2023-12-11T20:00:00Z,13,3.75413113729022,-1.4655374472142566,-0.39037992910181085
2023-12-11T21:00:00Z,13,3.6985503895531266,-1.4137114048763206,-0.3822339176098479
2023-12-11T22:00:00Z,13,3.6275908820729614,-1.3893444957925913,-0.38299371151761746
2023-12-11T23:00:00Z,13,3.811208190631499,-1.4414283444025466,-0.378207715848687
2023-12-12T00:00:00Z,13,5.800437203490084,-2.17783522349324,-0.37546052945506436
