"Plot Title: Bradford_cond"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20342062, SEN S/N: 20342062)","Full Range, μS/cm (LGR S/N: 20342062, SEN S/N: 20342062)","Temp, °F (LGR S/N: 20342062, SEN S/N: 20342062)","Coupler Detached (LGR S/N: 20342062)","Coupler Attached (LGR S/N: 20342062)","Host Connected (LGR S/N: 20342062)","Stopped (LGR S/N: 20342062)","End Of File (LGR S/N: 20342062)"
1,04/13/21 10:00:00 AM,1.0,5.7,80.44,Logged,,,,
2,04/13/21 10:00:05 AM,1.0,5.7,80.42,,,,,
3,04/13/21 10:00:10 AM,1.1,5.7,80.51,,,,,
4,04/13/21 10:00:15 AM,1.1,5.7,80.71,,,,,
5,04/13/21 10:00:20 AM,1.1,5.7,80.62,,,,,
6,04/13/21 10:00:25 AM,1.1,5.7,80.56,,,,,
7,04/13/21 10:00:30 AM,2.3,15.1,80.55,,,,,
8,04/13/21 10:00:35 AM,1.0,5.7,80.58,,,,,
9,04/13/21 10:00:40 AM,1.1,5.7,80.87,,,,,
10,04/13/21 10:00:45 AM,1.0,5.7,80.74,,,,,
11,04/13/21 10:00:50 AM,2.3,5.7,80.91,,,,,
12,04/13/21 10:00:55 AM,1.1,5.7,81.28,,,,,
13,04/13/21 10:01:00 AM,1.1,5.7,81.70,,,,,
14,04/13/21 10:01:05 AM,1.0,5.7,81.77,,,,,
15,04/13/21 10:01:10 AM,1.1,5.7,81.28,,,,,
16,04/13/21 10:01:15 AM,1.1,5.7,82.00,,,,,
17,04/13/21 10:01:20 AM,1.0,5.7,82.53,,,,,
18,04/13/21 10:01:25 AM,1.1,5.7,82.02,,,,,
19,04/13/21 10:01:30 AM,1.0,5.7,81.77,,,,,
20,04/13/21 10:01:35 AM,1.1,5.7,81.57,,,,,
21,04/13/21 10:01:40 AM,1.1,5.7,81.41,,,,,
22,04/13/21 10:01:45 AM,1.1,5.7,81.27,,,,,
23,04/13/21 10:01:50 AM,1.1,5.7,81.21,,,,,
24,04/13/21 10:01:55 AM,0.4,5.7,81.12,,,,,
25,04/13/21 10:02:00 AM,1.1,5.7,81.14,,,,,
26,04/13/21 10:02:05 AM,2.3,5.7,81.16,,,,,
27,04/13/21 10:02:10 AM,1.1,5.7,82.31,,,,,
28,04/13/21 10:02:15 AM,0.6,5.7,82.31,,,,,
29,04/13/21 10:02:20 AM,1.1,5.7,82.04,,,,,
30,04/13/21 10:02:25 AM,1.1,5.7,81.77,,,,,
31,04/13/21 10:02:30 AM,1.1,5.7,81.59,,,,,
32,04/13/21 10:02:35 AM,1.1,5.7,83.07,,,,,
33,04/13/21 10:02:40 AM,1.1,5.6,83.98,,,,,
34,04/13/21 10:02:45 AM,1.1,5.7,83.23,,,,,
35,04/13/21 10:02:50 AM,1.1,5.7,82.96,,,,,
36,04/13/21 10:02:55 AM,1.1,5.7,82.80,,,,,
37,04/13/21 10:03:00 AM,1.1,5.7,82.65,,,,,
38,04/13/21 10:03:05 AM,1.1,5.7,82.51,,,,,
39,04/13/21 10:03:10 AM,1.1,5.7,82.33,,,,,
40,04/13/21 10:03:15 AM,1.1,3.9,82.29,,,,,
41,04/13/21 10:03:20 AM,1.1,5.7,82.81,,,,,
42,04/13/21 10:03:25 AM,2.3,5.7,82.67,,,,,
43,04/13/21 10:03:30 AM,1.1,3.9,82.78,,,,,
44,04/13/21 10:03:35 AM,1.0,5.7,82.53,,,,,
45,04/13/21 10:03:40 AM,121.6,121.2,65.46,,,,,
46,04/13/21 10:03:45 AM,121.6,121.3,65.01,,,,,
47,04/13/21 10:03:50 AM,35.8,37.0,69.48,,,,,
48,04/13/21 10:03:55 AM,121.8,121.6,64.98,,,,,
49,04/13/21 10:04:00 AM,121.8,121.6,64.65,,,,,
50,04/13/21 10:04:05 AM,121.7,121.6,64.53,,,,,
51,04/13/21 10:04:10 AM,121.7,121.7,64.45,,,,,
52,04/13/21 10:04:15 AM,121.8,121.7,64.40,,,,,
53,04/13/21 10:04:20 AM,121.8,121.7,64.42,,,,,
54,04/13/21 10:04:25 AM,121.8,121.7,64.40,,,,,
55,04/13/21 10:04:30 AM,121.8,121.7,64.38,,,,,
56,04/13/21 10:04:35 AM,121.8,121.7,64.36,,,,,
57,04/13/21 10:04:40 AM,121.8,121.7,64.38,,,,,
