"Plot Title: Bradford_15"
"#","Date Time, GMT-04:00","Abs Pres, psi (LGR S/N: 10776683, SEN S/N: 10776683)","Temp, °F (LGR S/N: 10776683, SEN S/N: 10776683)","Coupler Detached (LGR S/N: 10776683)","Coupler Attached (LGR S/N: 10776683)","Stopped (LGR S/N: 10776683)","End Of File (LGR S/N: 10776683)"
1,03/30/21 01:18:45 PM,14.7540,79.678,,,,
2,03/30/21 01:19:15 PM,,,Logged,,,
3,03/30/21 01:33:45 PM,14.7574,91.987,,,,
4,03/30/21 01:48:45 PM,16.0583,73.407,,,,
5,03/30/21 02:03:45 PM,15.9249,67.221,,,,
6,03/30/21 02:18:45 PM,15.9202,66.708,,,,
7,03/30/21 02:33:45 PM,15.9096,66.708,,,,
8,03/30/21 02:48:45 PM,15.9096,66.708,,,,
9,03/30/21 03:03:45 PM,15.8851,66.708,,,,
10,03/30/21 03:18:45 PM,15.8790,66.708,,,,
11,03/30/21 03:33:45 PM,15.8729,66.708,,,,
12,03/30/21 03:48:45 PM,15.8647,66.537,,,,
13,03/30/21 04:03:45 PM,15.8602,66.537,,,,
14,03/30/21 04:18:45 PM,15.8555,66.537,,,,
15,03/30/21 04:33:45 PM,15.8541,66.537,,,,
16,03/30/21 04:48:45 PM,15.8541,66.537,,,,
17,03/30/21 05:03:45 PM,15.8499,66.708,,,,
18,03/30/21 05:18:45 PM,15.8515,66.708,,,,
19,03/30/21 05:33:45 PM,15.8454,66.708,,,,
20,03/30/21 05:48:45 PM,15.8545,66.708,,,,
21,03/30/21 06:03:45 PM,15.8576,66.708,,,,
22,03/30/21 06:18:45 PM,15.8622,66.708,,,,
23,03/30/21 06:33:45 PM,15.8561,66.708,,,,
24,03/30/21 06:48:45 PM,15.8576,66.708,,,,
25,03/30/21 07:03:45 PM,15.8592,66.708,,,,
26,03/30/21 07:18:45 PM,15.8657,66.879,,,,
27,03/30/21 07:33:45 PM,15.8703,66.879,,,,
28,03/30/21 07:48:45 PM,15.8780,66.879,,,,
29,03/30/21 08:03:45 PM,15.8780,66.879,,,,
30,03/30/21 08:18:45 PM,15.8795,66.879,,,,
31,03/30/21 08:33:45 PM,15.8876,67.050,,,,
32,03/30/21 08:48:45 PM,15.8908,67.050,,,,
33,03/30/21 09:03:45 PM,15.8876,67.050,,,,
34,03/30/21 09:18:45 PM,15.8908,67.050,,,,
35,03/30/21 09:33:45 PM,15.8969,67.050,,,,
36,03/30/21 09:48:45 PM,15.9003,67.221,,,,
37,03/30/21 10:03:45 PM,15.9064,67.221,,,,
38,03/30/21 10:18:45 PM,15.9096,67.221,,,,
39,03/30/21 10:33:45 PM,15.9172,67.221,,,,
40,03/30/21 10:48:45 PM,15.9177,67.392,,,,
41,03/30/21 11:03:45 PM,15.9238,67.392,,,,
42,03/30/21 11:18:45 PM,15.9269,67.392,,,,
43,03/30/21 11:33:45 PM,15.9222,67.392,,,,
44,03/30/21 11:48:45 PM,15.9222,67.392,,,,
45,03/31/21 12:03:45 AM,15.9192,67.392,,,,
46,03/31/21 12:18:45 AM,15.9228,67.564,,,,
47,03/31/21 12:33:45 AM,15.9228,67.564,,,,
48,03/31/21 12:48:45 AM,15.9212,67.564,,,,
49,03/31/21 01:03:45 AM,15.9198,67.564,,,,
50,03/31/21 01:18:45 AM,15.9228,67.564,,,,
51,03/31/21 01:33:45 AM,15.9182,67.564,,,,
52,03/31/21 01:48:45 AM,15.9167,67.564,,,,
53,03/31/21 02:03:45 AM,15.9151,67.564,,,,
54,03/31/21 02:18:45 AM,15.9172,67.735,,,,
55,03/31/21 02:33:45 AM,15.9157,67.735,,,,
56,03/31/21 02:48:45 AM,15.9127,67.735,,,,
57,03/31/21 03:03:45 AM,15.9080,67.735,,,,
58,03/31/21 03:18:45 AM,15.9111,67.735,,,,
59,03/31/21 03:33:45 AM,15.9141,67.735,,,,
60,03/31/21 03:48:45 AM,15.9034,67.735,,,,
61,03/31/21 04:03:45 AM,15.9096,67.735,,,,
62,03/31/21 04:18:45 AM,15.9096,67.735,,,,
63,03/31/21 04:33:45 AM,15.9096,67.735,,,,
64,03/31/21 04:48:45 AM,15.9127,67.735,,,,
65,03/31/21 05:03:45 AM,15.9111,67.735,,,,
66,03/31/21 05:18:45 AM,15.9111,67.735,,,,
67,03/31/21 05:33:45 AM,15.9127,67.735,,,,
68,03/31/21 05:48:45 AM,15.9141,67.735,,,,
69,03/31/21 06:03:45 AM,15.9096,67.735,,,,
70,03/31/21 06:18:45 AM,15.9141,67.735,,,,
71,03/31/21 06:33:45 AM,15.9157,67.735,,,,
72,03/31/21 06:48:45 AM,15.9234,67.735,,,,
73,03/31/21 07:03:45 AM,15.9188,67.735,,,,
74,03/31/21 07:18:45 AM,15.9202,67.735,,,,
75,03/31/21 07:33:45 AM,15.9234,67.735,,,,
76,03/31/21 07:48:45 AM,15.9309,67.735,,,,
77,03/31/21 08:03:45 AM,15.9295,67.735,,,,
