#,Date,DO,Temp
1,10/12/2022 8:00,8.42,78.55
2,10/12/2022 8:15,8.43,78.51
3,10/12/2022 8:30,8.43,78.48
4,10/12/2022 8:45,8.42,78.48
5,10/12/2022 9:00,8.43,78.37
6,10/12/2022 9:15,8.42,78.22
7,10/12/2022 9:30,8.44,77.9
8,10/12/2022 9:45,8.4,77.65
9,10/12/2022 10:00,8.43,77.72
10,10/12/2022 10:15,8.42,77.83
11,10/12/2022 10:30,8.43,78.08
12,10/12/2022 10:45,8.4,78.44
13,10/12/2022 11:00,8.37,78.91
14,10/12/2022 11:15,8.33,79.59
15,10/12/2022 11:30,8.27,80.24
16,10/12/2022 11:45,8.22,80.78
17,10/12/2022 12:00,8.18,81.43
18,10/12/2022 12:15,8.12,82.04
19,10/12/2022 12:30,8.06,82.65
20,10/12/2022 12:45,8.03,83.01
21,10/12/2022 13:00,8,83.41
22,10/12/2022 13:15,0.2,74.52
23,10/12/2022 13:30,0.11,69.94
24,10/12/2022 13:45,0.1,69.33
25,10/12/2022 14:00,0.04,69.22
26,10/12/2022 14:15,0.02,69.19
27,10/12/2022 14:30,0.01,69.19
28,10/12/2022 14:45,0,69.19
29,10/12/2022 15:00,0,69.19
30,10/12/2022 15:15,0,69.19
31,10/12/2022 15:30,0,69.19
32,10/12/2022 15:45,0,69.22
33,10/12/2022 16:00,0,69.22
34,10/12/2022 16:15,0,69.22
35,10/12/2022 16:30,0,69.22
36,10/12/2022 16:45,-0.01,69.22
37,10/12/2022 17:00,-0.01,69.22
38,10/12/2022 17:15,-0.01,69.22
39,10/12/2022 17:30,-0.01,69.22
40,10/12/2022 17:45,-0.01,69.22
41,10/12/2022 18:00,-0.01,69.26
42,10/12/2022 18:15,-0.01,69.22
43,10/12/2022 18:30,-0.01,69.26
44,10/12/2022 18:45,-0.01,69.26
45,10/12/2022 19:00,-0.01,69.26
46,10/12/2022 19:15,-0.01,69.26
47,10/12/2022 19:30,-0.01,69.26
48,10/12/2022 19:45,-0.01,69.26
49,10/12/2022 20:00,-0.01,69.26
50,10/12/2022 20:15,-0.01,69.26
51,10/12/2022 20:30,-0.01,69.26
52,10/12/2022 20:45,0,69.26
53,10/12/2022 21:00,0,69.26
54,10/12/2022 21:15,0,69.26
55,10/12/2022 21:30,-0.01,69.3
56,10/12/2022 21:45,-0.01,69.3
57,10/12/2022 22:00,-0.01,69.3
58,10/12/2022 22:15,-0.01,69.3
59,10/12/2022 22:30,-0.01,69.3
60,10/12/2022 22:45,-0.01,69.3
61,10/12/2022 23:00,-0.01,69.3
62,10/12/2022 23:15,-0.01,69.3
63,10/12/2022 23:30,-0.01,69.3
64,10/12/2022 23:45,-0.01,69.33
65,10/13/2022 0:00,-0.01,69.33
66,10/13/2022 0:15,-0.01,69.33
67,10/13/2022 0:30,-0.01,69.33
68,10/13/2022 0:45,-0.01,69.37
69,10/13/2022 1:00,-0.02,69.37
70,10/13/2022 1:15,-0.01,69.37
71,10/13/2022 1:30,-0.01,69.37
72,10/13/2022 1:45,-0.01,69.37
73,10/13/2022 2:00,-0.01,69.37
74,10/13/2022 2:15,-0.01,69.4
75,10/13/2022 2:30,-0.01,69.4
76,10/13/2022 2:45,0,69.4
77,10/13/2022 3:00,0.04,69.44
78,10/13/2022 3:15,0,69.44
79,10/13/2022 3:30,-0.01,69.44
80,10/13/2022 3:45,-0.01,69.44
81,10/13/2022 4:00,-0.01,69.44
82,10/13/2022 4:15,-0.01,69.44
83,10/13/2022 4:30,-0.01,69.48
84,10/13/2022 4:45,-0.01,69.48
85,10/13/2022 5:00,-0.01,69.48
86,10/13/2022 5:15,-0.01,69.48
87,10/13/2022 5:30,0,69.48
88,10/13/2022 5:45,0,69.48
89,10/13/2022 6:00,0,69.48
90,10/13/2022 6:15,0,69.48
91,10/13/2022 6:30,0,69.48
92,10/13/2022 6:45,0,69.48
93,10/13/2022 7:00,0,69.48
94,10/13/2022 7:15,0,69.48
95,10/13/2022 7:30,0,69.44
96,10/13/2022 7:45,0,69.44
97,10/13/2022 8:00,0,69.44
98,10/13/2022 8:15,0,69.44
99,10/13/2022 8:30,0,69.44
100,10/13/2022 8:45,0.02,69.44
101,10/13/2022 9:00,0,69.44
102,10/13/2022 9:15,-0.01,69.4
103,10/13/2022 9:30,-0.01,69.4
104,10/13/2022 9:45,-0.02,69.44
105,10/13/2022 10:00,-0.01,69.44
106,10/13/2022 10:15,-0.02,69.44
107,10/13/2022 10:30,-0.02,69.44
108,10/13/2022 10:45,-0.02,69.44
109,10/13/2022 11:00,-0.02,69.44
110,10/13/2022 11:15,-0.02,69.44
111,10/13/2022 11:30,-0.02,69.44
112,10/13/2022 11:45,-0.01,69.44
113,10/13/2022 12:00,-0.02,69.44
114,10/13/2022 12:15,-0.02,69.44
115,10/13/2022 12:30,-0.01,69.44
116,10/13/2022 12:45,-0.01,69.48
117,10/13/2022 13:00,-0.02,69.48
118,10/13/2022 13:15,-0.02,69.48
119,10/13/2022 13:30,-0.02,69.51
120,10/13/2022 13:45,-0.02,69.51
121,10/13/2022 14:00,-0.01,69.55
122,10/13/2022 14:15,-0.01,69.55
123,10/13/2022 14:30,-0.02,69.55
124,10/13/2022 14:45,-0.02,69.58
125,10/13/2022 15:00,-0.02,69.58
126,10/13/2022 15:15,-0.02,69.58
127,10/13/2022 15:30,-0.02,69.58
128,10/13/2022 15:45,-0.01,69.58
129,10/13/2022 16:00,-0.01,69.62
130,10/13/2022 16:15,0,69.62
