Date,pH
2022-12-08T13:57:30Z,3.73531067113855
2022-12-08T14:12:30Z,3.88960517884381
2022-12-08T14:27:30Z,3.83690225582913
2022-12-08T14:42:30Z,3.83374811455795
2022-12-08T14:57:30Z,3.81806385045062
2022-12-08T15:12:30Z,3.81861629025726
2022-12-08T15:27:30Z,3.81669240878882
2022-12-08T15:42:30Z,3.81863626885731
2022-12-08T15:57:30Z,3.8129514162003
2022-12-08T16:12:30Z,3.81792574932918
2022-12-08T16:27:30Z,3.81621811685311
2022-12-08T16:42:30Z,3.81822194795436
2022-12-08T16:57:30Z,3.81690859011276
2022-12-08T17:12:30Z,3.81531802611618
2022-12-08T17:27:30Z,3.81616692239214
2022-12-08T17:42:30Z,3.81325054542107
2022-12-08T17:57:30Z,3.81465299124456
2022-12-08T18:12:30Z,3.81145731623643
2022-12-08T18:27:30Z,3.81175193062137
2022-12-08T18:42:30Z,3.81409563847021
2022-12-08T18:57:30Z,3.81383692235123
2022-12-08T19:12:30Z,3.81224159307291
2022-12-08T19:27:30Z,3.81092284444295
2022-12-08T19:42:30Z,3.81398287718286
2022-12-08T19:57:30Z,3.8140513010336
2022-12-08T20:12:30Z,3.8123955098429
2022-12-08T20:27:30Z,3.81135328703093
2022-12-08T20:42:30Z,3.81302780533345
2022-12-08T20:57:30Z,3.81231315562744
2022-12-08T21:12:30Z,3.81704312930422
2022-12-08T21:27:30Z,3.8139976030592
2022-12-08T21:42:30Z,3.81239919338288
2022-12-08T21:57:30Z,3.81296390987503
2022-12-08T22:12:30Z,3.81336024120606
2022-12-08T22:27:30Z,3.81197961541667
2022-12-08T22:42:30Z,3.81282253346656
2022-12-08T22:57:30Z,3.81344696684767
2022-12-08T23:12:30Z,3.81123119978838
2022-12-08T23:27:30Z,3.81290897497152
2022-12-08T23:42:30Z,3.81330572074636
2022-12-08T23:57:30Z,3.81548141355915
2022-12-09T00:12:30Z,3.81576921458304
2022-12-09T00:27:30Z,3.81338334267101
2022-12-09T00:42:30Z,3.81339250692983
2022-12-09T00:57:30Z,3.81178154400673
2022-12-09T01:12:30Z,3.81262573189798
2022-12-09T01:27:30Z,3.81508161066738
2022-12-09T01:42:30Z,3.81102308999139
2022-12-09T01:57:30Z,3.81292233860144
2022-12-09T02:12:30Z,3.81471243623577
2022-12-09T02:27:30Z,3.8104834317328
2022-12-09T02:42:30Z,3.80993482039972
2022-12-09T02:57:30Z,3.81528856583399
2022-12-09T03:12:30Z,3.82008568543279
2022-12-09T03:27:30Z,3.80978303205554
2022-12-09T03:42:30Z,3.81179344383966
2022-12-09T03:57:30Z,3.81034914477072
2022-12-09T04:12:30Z,3.81431151646943
2022-12-09T04:27:30Z,3.81454018013343
2022-12-09T04:42:30Z,3.81181125657093
2022-12-09T04:57:30Z,3.81214945692219
2022-12-09T05:12:30Z,3.82827482009465
2022-12-09T05:27:30Z,3.8127162499756
2022-12-09T05:42:30Z,3.81294484332362
2022-12-09T05:57:30Z,3.81495699614238
2022-12-09T06:12:30Z,3.81306372202662
2022-12-09T06:27:30Z,3.8169195064584
2022-12-09T06:42:30Z,3.81592277696986
2022-12-09T06:57:30Z,3.81587273702967
2022-12-09T07:12:30Z,3.81392849365329
2022-12-09T07:27:30Z,3.81342975100389
2022-12-09T07:42:30Z,3.81511409294219
2022-12-09T07:57:30Z,3.81656977935567
2022-12-09T08:12:30Z,3.81517373101977
2022-12-09T08:27:30Z,3.81824503735874
2022-12-09T08:42:30Z,3.81852424702592
2022-12-09T08:57:30Z,3.82102662461954
2022-12-09T09:12:30Z,3.82146481661449
2022-12-09T09:27:30Z,3.81927133070736
2022-12-09T09:42:30Z,3.82505981333781
2022-12-09T09:57:30Z,3.8252560466388
2022-12-09T10:12:30Z,3.82796085390925
2022-12-09T10:27:30Z,3.83193525047994
2022-12-09T10:42:30Z,3.83712776947483
2022-12-09T10:57:30Z,3.83474015742612
2022-12-09T11:12:30Z,3.8384256365374
2022-12-09T11:27:30Z,3.83781604217868
2022-12-09T11:42:30Z,3.83732896871891
2022-12-09T11:57:30Z,3.84077607854444
2022-12-09T12:12:30Z,3.84178324305331
2022-12-09T12:27:30Z,3.84211259877328
2022-12-09T12:42:30Z,3.84610394454719
2022-12-09T12:57:30Z,3.84815213899821
2022-12-09T13:12:30Z,3.8449875228584798
2022-12-09T13:27:30Z,3.84932191726697
2022-12-09T13:42:30Z,3.84552899374307
2022-12-09T13:57:30Z,3.846942692581
2022-12-09T14:12:30Z,3.8446097971993
2022-12-09T14:27:30Z,3.84680551279954
2022-12-09T14:42:30Z,3.84823307821939
2022-12-09T14:57:30Z,3.84850931696316
2022-12-09T15:12:30Z,3.84327497221514
2022-12-09T15:27:30Z,3.84239928414892
2022-12-09T15:42:30Z,3.841354837548
2022-12-09T15:57:30Z,3.8405395682179
2022-12-09T16:12:30Z,3.84557552302387
2022-12-09T16:27:30Z,3.84039841433192
2022-12-09T16:42:30Z,3.84019639097287
2022-12-09T16:57:30Z,3.83967051100973
2022-12-09T17:12:30Z,3.83925225395483
2022-12-09T17:27:30Z,3.83706487895518
2022-12-09T17:42:30Z,3.83276908415027
2022-12-09T17:57:30Z,3.83473284599875
2022-12-09T18:12:30Z,3.83509602306492
2022-12-09T18:27:30Z,3.83606156174542
2022-12-09T18:42:30Z,3.83353158494748
2022-12-09T18:57:30Z,3.83172374954018
2022-12-09T19:12:30Z,3.83674222637808
2022-12-09T19:27:30Z,3.83098847454777
2022-12-09T19:42:30Z,3.83223176170051
2022-12-09T19:57:30Z,3.83508120514337
2022-12-09T20:12:30Z,3.83487703279041
2022-12-09T20:27:30Z,3.82956376520954
2022-12-09T20:42:30Z,3.82991390023993
2022-12-09T20:57:30Z,3.82804071997442
2022-12-09T21:12:30Z,3.83117067944956
2022-12-09T21:27:30Z,3.828124337113
2022-12-09T21:42:30Z,3.83014313929705
2022-12-09T21:57:30Z,3.83216291215908
2022-12-09T22:12:30Z,3.82744536365289
2022-12-09T22:27:30Z,3.82779553054261
2022-12-09T22:42:30Z,3.82947724728527
2022-12-09T22:57:30Z,3.82458722631577
2022-12-09T23:12:30Z,3.82738264089313
2022-12-09T23:27:30Z,3.82355555664037
2022-12-09T23:42:30Z,3.82551630597105
2022-12-09T23:57:30Z,3.82413458911734
2022-12-10T00:12:30Z,3.82693204146465
2022-12-10T00:27:30Z,3.82287249859118
2022-12-10T00:42:30Z,3.82427695384263
2022-12-10T00:57:30Z,3.82651822416505
2022-12-10T01:12:30Z,3.82234728610438
2022-12-10T01:27:30Z,3.82637150108277
2022-12-10T01:42:30Z,3.82359380327438
2022-12-10T01:57:30Z,3.8255574629045
2022-12-10T02:12:30Z,3.82445271427113
2022-12-10T02:27:30Z,3.8212246537209
2022-12-10T02:42:30Z,3.82033793683389
2022-12-10T02:57:30Z,3.82648903192197
2022-12-10T03:12:30Z,3.82018913996214
2022-12-10T03:27:30Z,3.82041871090897
2022-12-10T03:42:30Z,3.82221410026372
2022-12-10T03:57:30Z,3.82439874064657
2022-12-10T04:12:30Z,3.82049955183157
2022-12-10T04:27:30Z,3.82474946417799
2022-12-10T04:42:30Z,3.82034028402402
2022-12-10T04:57:30Z,3.82342400115013
2022-12-10T05:12:30Z,3.81974219497741
2022-12-10T05:27:30Z,3.82259661025663
2022-12-10T05:42:30Z,3.81874437631505
2022-12-10T05:57:30Z,3.82148944480898
2022-12-10T06:12:30Z,3.81903401154112
2022-12-10T06:27:30Z,3.82021209865322
2022-12-10T06:42:30Z,3.81848507698109
2022-12-10T06:57:30Z,3.82134078480407
2022-12-10T07:12:30Z,3.82073200127373
2022-12-10T07:27:30Z,3.81849516259932
2022-12-10T07:42:30Z,3.82045239643943
2022-12-10T07:57:30Z,3.82324844478244
2022-12-10T08:12:30Z,3.81737674326212
2022-12-10T08:27:30Z,3.82295798231407
2022-12-10T08:42:30Z,3.82378565347364
2022-12-10T08:57:30Z,3.8226568181529
2022-12-10T09:12:30Z,3.83012942485669
2022-12-10T09:27:30Z,3.82915803616918
2022-12-10T09:42:30Z,3.82913421437872
2022-12-10T09:57:30Z,3.83100349059391
2022-12-10T10:12:30Z,3.83253145419536
2022-12-10T10:27:30Z,3.83935562411253
2022-12-10T10:42:30Z,3.83702421281164
2022-12-10T10:57:30Z,3.83998701291347
2022-12-10T11:12:30Z,3.84065845175243
2022-12-10T11:27:30Z,3.84155991977803
2022-12-10T11:42:30Z,3.84450029336352
2022-12-10T11:57:30Z,3.84738966619482
2022-12-10T12:12:30Z,3.84412136558244
2022-12-10T12:27:30Z,3.84899595226512
2022-12-10T12:42:30Z,3.85293978208379
2022-12-10T12:57:30Z,3.85166025808017
2022-12-10T13:12:30Z,3.85521346524794
2022-12-10T13:27:30Z,3.85762716343329
2022-12-10T13:42:30Z,3.85678001722545
2022-12-10T13:57:30Z,3.85290448017049
2022-12-10T14:12:30Z,3.84953640130208
2022-12-10T14:27:30Z,3.85541219233232
2022-12-10T14:42:30Z,3.85021317412486
2022-12-10T14:57:30Z,3.85078246281639
2022-12-10T15:12:30Z,3.84692018613396
2022-12-10T15:27:30Z,3.85142921670433
2022-12-10T15:42:30Z,3.8481196625199
2022-12-10T15:57:30Z,3.84542453969358
2022-12-10T16:12:30Z,3.84682521151029
2022-12-10T16:27:30Z,3.84406746339291
2022-12-10T16:42:30Z,3.83781203540631
2022-12-10T16:57:30Z,3.8378253483687
2022-12-10T17:12:30Z,3.84338652372928
2022-12-10T17:27:30Z,3.84173615355765
2022-12-10T17:42:30Z,3.83791280996582
2022-12-10T17:57:30Z,3.83825111870857
2022-12-10T18:12:30Z,3.83965214532091
2022-12-10T18:27:30Z,3.83693765972218
2022-12-10T18:42:30Z,3.83806120483914
2022-12-10T18:57:30Z,3.84051229162497
2022-12-10T19:12:30Z,3.84257800193521
2022-12-10T19:27:30Z,3.83787113469952
2022-12-10T19:42:30Z,3.83927324919055
2022-12-10T19:57:30Z,3.83511980488774
2022-12-10T20:12:30Z,3.83990347642323
2022-12-10T20:27:30Z,3.83435979935203
2022-12-10T20:42:30Z,3.83497625114746
2022-12-10T20:57:30Z,3.83776846027467
2022-12-10T21:12:30Z,3.83755143055436
2022-12-10T21:27:30Z,3.84167356019296
2022-12-10T21:42:30Z,3.83561871483939
2022-12-10T21:57:30Z,3.83957180484085
2022-12-10T22:12:30Z,3.83924633422242
2022-12-10T22:27:30Z,3.84014159264007
2022-12-10T22:42:30Z,3.83536656227752
2022-12-10T22:57:30Z,3.83403677390178
2022-12-10T23:12:30Z,3.83848664202147
2022-12-10T23:27:30Z,3.83298493873295
2022-12-10T23:42:30Z,3.83710928757508
2022-12-10T23:57:30Z,3.83355383025588
2022-12-11T00:12:30Z,3.83667474995359
2022-12-11T00:27:30Z,3.83556193903896
2022-12-11T00:42:30Z,3.83579230557876
2022-12-11T00:57:30Z,3.8355749089663
2022-12-11T01:12:30Z,3.83441392045468
2022-12-11T01:27:30Z,3.83302252449411
2022-12-11T01:42:30Z,3.83391809346262
2022-12-11T01:57:30Z,3.83397883320188
2022-12-11T02:12:30Z,3.83676200759795
2022-12-11T02:27:30Z,3.83532251605992
2022-12-11T02:42:30Z,3.83315644065673
2022-12-11T02:57:30Z,3.83594009329432
2022-12-11T03:12:30Z,3.83878483061492
2022-12-11T03:27:30Z,3.83655775543074
2022-12-11T03:42:30Z,3.83957250614756
2022-12-11T03:57:30Z,3.83657090498444
2022-12-11T04:12:30Z,3.83485233892595
2022-12-11T04:27:30Z,3.83234619027346
2022-12-11T04:42:30Z,3.83909038003837
2022-12-11T04:57:30Z,3.83330303070068
2022-12-11T05:12:30Z,3.83553102477161
2022-12-11T05:27:30Z,3.8379898576014
2022-12-11T05:42:30Z,3.83777238037437
2022-12-11T05:57:30Z,3.83616204170588
2022-12-11T06:12:30Z,3.84029310193987
2022-12-11T06:27:30Z,3.8408502920372
2022-12-11T06:42:30Z,3.83645374601047
2022-12-11T06:57:30Z,3.83334082973504
2022-12-11T07:12:30Z,3.83835640316404
2022-12-11T07:27:30Z,3.83925350993755
2022-12-11T07:42:30Z,3.83563090210794
2022-12-11T07:57:30Z,3.83758153709312
2022-12-11T08:12:30Z,3.83590956424868
2022-12-11T08:27:30Z,3.83368026712277
2022-12-11T08:42:30Z,3.83897484779681
2022-12-11T08:57:30Z,3.83786019923386
2022-12-11T09:12:30Z,3.83724183129093
2022-12-11T09:27:30Z,3.8375682028686
2022-12-11T09:42:30Z,3.83917872174521
2022-12-11T09:57:30Z,3.84034053627798
2022-12-11T10:12:30Z,3.83888656895649
2022-12-11T10:27:30Z,3.84383894536805
2022-12-11T10:42:30Z,3.84360750327873
2022-12-11T10:57:30Z,3.83853341982075
2022-12-11T11:12:30Z,3.84376308969038
2022-12-11T11:27:30Z,3.84186111764308
2022-12-11T11:42:30Z,3.84402711581717
2022-12-11T11:57:30Z,3.84407413417735
2022-12-11T12:12:30Z,3.84262085962454
2022-12-11T12:27:30Z,3.8447862845522
2022-12-11T12:42:30Z,3.84059725301172
2022-12-11T12:57:30Z,3.84137090025753
2022-12-11T13:12:30Z,3.84587017796183
2022-12-11T13:27:30Z,3.84251700725539
2022-12-11T13:42:30Z,3.84162115521727
2022-12-11T13:57:30Z,3.84411037303672
2022-12-11T14:12:30Z,3.84710826150337
2022-12-11T14:27:30Z,3.8439875897372
2022-12-11T14:42:30Z,3.84649046867711
2022-12-11T14:57:30Z,3.84625911105083
2022-12-11T15:12:30Z,3.84292228282678
2022-12-11T15:27:30Z,3.84652233724703
2022-12-11T15:42:30Z,3.8445761881733
2022-12-11T15:57:30Z,3.8440201455808
2022-12-11T16:12:30Z,3.84541025206204
2022-12-11T16:27:30Z,3.84318608169206
2022-12-11T16:42:30Z,3.84374212428455
2022-12-11T16:57:30Z,3.84397318299392
2022-12-11T17:12:30Z,3.8418100067521
2022-12-11T17:27:30Z,3.8439875897372
2022-12-11T17:42:30Z,3.84071157608131
2022-12-11T17:57:30Z,3.84327596546394
2022-12-11T18:12:30Z,3.84434156490488
2022-12-11T18:27:30Z,3.84196060179808
2022-12-11T18:42:30Z,3.83634876837382
2022-12-11T18:57:30Z,3.83775327076005
2022-12-11T19:12:30Z,3.83203061112464
2022-12-11T19:27:30Z,3.83705355434936
2022-12-11T19:42:30Z,3.8314985261214
2022-12-11T19:57:30Z,3.8362446437329
2022-12-11T20:12:30Z,3.83497402625388
2022-12-11T20:27:30Z,3.8354831057014
2022-12-11T20:42:30Z,3.82975501669533
2022-12-11T20:57:30Z,3.83332822572326
2022-12-11T21:12:30Z,3.83561790336688
2022-12-11T21:27:30Z,3.83923988815579
2022-12-11T21:42:30Z,3.83835640316404
2022-12-11T21:57:30Z,3.83869618565608
2022-12-11T22:12:30Z,3.83401975122475
2022-12-11T22:27:30Z,3.83787358598927
2022-12-11T22:42:30Z,3.83759487590584
2022-12-11T22:57:30Z,3.83904960489486
2022-12-11T23:12:30Z,3.8370985000389
2022-12-11T23:27:30Z,3.83437206824719
2022-12-11T23:42:30Z,3.83460276386221
2022-12-11T23:57:30Z,3.83577884095415
2022-12-12T00:12:30Z,3.83377911984756
2022-12-12T00:27:30Z,3.83501627302351
2022-12-12T00:42:30Z,3.83329488358698
2022-12-12T00:57:30Z,3.83777054232468
2022-12-12T01:12:30Z,3.83393897596123
2022-12-12T01:27:30Z,3.83796742240839
2022-12-12T01:42:30Z,3.83435262123061
2022-12-12T01:57:30Z,3.83185314354485
2022-12-12T02:12:30Z,3.83135560206086
2022-12-12T02:27:30Z,3.82913421437872
2022-12-12T02:42:30Z,3.83114942563037
2022-12-12T02:57:30Z,3.82976529742961
2022-12-12T03:12:30Z,3.83530276698942
2022-12-12T03:27:30Z,3.83374881890308
2022-12-12T03:42:30Z,3.83118620954557
2022-12-12T03:57:30Z,3.83096760282001
2022-12-12T04:12:30Z,3.82952194989566
2022-12-12T04:27:30Z,3.8317573224484
2022-12-12T04:42:30Z,3.83315443029387
2022-12-12T04:57:30Z,3.8323770399665
2022-12-12T05:12:30Z,3.82986207232682
2022-12-12T05:27:30Z,3.83439414366643
2022-12-12T05:42:30Z,3.83187900248496
