sample,eem_location,abs_location,dilution
B1S5S6a_02082024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/02132024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/02132024/B1S5S6a_02082024.csv,11
B2S10S15_02082024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/02132024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/02132024/B2S10S15_02082024.csv,11
B2S6S7_02082024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/02132024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/02132024/B2S6S7_02082024.csv,11
B2S7S9_02082024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/02132024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/02132024/B2S7S9_02082024.csv,11
B2S8S13_02082024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/02132024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/02132024/B2S8S13_02082024.csv,11
B2S9S14_02082024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/02132024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/02132024/B2S9S14_02082024.csv,11
B2S9S14_02082024_blank,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/02132024,NA,1
B1S10S15_03042024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03082024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03082024/B1S10S15_03042024.csv,6
B1S1S3_03042024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03082024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03082024/B1S1S3_03042024.csv,6
B1S2S5_03042024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03082024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03082024/B1S2S5_03042024.csv,6
B1S3S5a_03042024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03082024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03082024/B1S3S5a_03042024.csv,6
B1S4S6_03042024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03082024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03082024/B1S4S6_03042024.csv,6
B1S5S6a_03042024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03082024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03082024/B1S5S6a_03042024.csv,6
B1S6S7_03042024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03082024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03082024/B1S6S7_03042024.csv,6
B1S7S9_03042024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03082024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03082024/B1S7S9_03042024.csv,6
B1S8S13_03042024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03082024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03082024/B1S8S13_03042024.csv,6
B1S9S14_03042024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03082024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03082024/B1S9S14_03042024.csv,6
B1S9S14_03042024_blank,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03082024,NA,1
B1S1S3_03252024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03272024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03272024/B1S1S3_03252024.csv,6
B1S2S5_03252024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03272024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03272024/B1S2S5_03252024.csv,6
B1S3S5a_03252024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03272024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03272024/B1S3S5a_03252024.csv,6
B1S4S6_03252024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03272024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03272024/B1S4S6_03252024.csv,6
B1S5S6a_03252024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03272024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03272024/B1S5S6a_03252024.csv,6
B1S6S7_03252024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03272024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03272024/B1S6S7_03252024.csv,6
B1S7S9_03252024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03272024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03272024/B1S7S9_03252024.csv,6
B1S8S13_03252024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03272024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03272024/B1S8S13_03252024.csv,6
B1S9S15_03252024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03272024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/03272024/B1S9S15_03252024.csv,6
B1S9S15_03252024_blank,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/03272024,NA,1
B2S226A_04182024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/04232024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/04232024/B2S226A_04182024.csv,6
B2S22S6a_04182024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/04232024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/04232024/B2S22S6a_04182024.csv,6
B2S233(1)_04182024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/04232024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/04232024/B2S233(1)_04182024.csv,6
B2S23S3_04182024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/04232024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/04232024/B2S23S3_04182024.csv,6
B2S2513_04182024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/04232024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/04232024/B2S2513_04182024.csv,6
B2S25S13_04182024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/04232024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/04232024/B2S25S13_04182024.csv,6
B2S2715_04182024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/04232024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/04232024/B2S2715_04182024.csv,6
B2S27S15_04182024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/04232024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/04232024/B2S27S15_04182024.csv,6
B2S286_04182024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/04232024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/04232024/B2S286_04182024.csv,6
B2S28S6_04182024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/04232024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/04232024/B2S28S6_04182024.csv,6
B2S295A_04182024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/04232024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/04232024/B2S295A_04182024.csv,6
B2S29S5a_04182024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/04232024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/04232024/B2S29S5a_04182024.csv,6
B2S345_04182024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/04232024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/04232024/B2S345_04182024.csv,6
B2S34S5_04182024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/04232024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/04232024/B2S34S5_04182024.csv,6
B2S357_04182024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/04232024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/04232024/B2S357_04182024.csv,6
B2S35S7_04182024,\\ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/eem/04232024,//ad.ufl.edu/ifas/SFRC/Groups/Hydrology/Bradford_Forest_Project/Howley_Bradford_Streams/01_Raw_data/Aqualog_processing/projects/Bradford Streams/abs/04232024/B2S35S7_04182024.csv,6
