Date,record,V,CDOM,CO2
3/13/2023 12:00,0,13.02,46.13121,
3/13/2023 13:00,1,13.05,46.79053,
3/13/2023 14:00,2,13.04,47.23322,
3/13/2023 15:00,3,13.05,47.12254,
3/13/2023 16:00,4,13.05,47.3992,
3/13/2023 17:00,5,13.02,47.32998,
3/13/2023 18:00,6,13.03,47.01185,
3/13/2023 19:00,7,13.03,46.72133,
3/13/2023 20:00,8,13.02,46.79331,
3/13/2023 21:00,9,13.02,47.03385,
3/13/2023 22:00,10,13.01,47.57386,
3/13/2023 23:00,11,13.01,48.19013,
3/14/2023 0:00,12,13,48.48096,
3/14/2023 1:00,13,13,48.34258,
3/14/2023 2:00,14,12.99,48.42559,
3/14/2023 3:00,15,12.98,48.14877,
3/14/2023 4:00,16,12.98,48.43934,
3/14/2023 5:00,17,12.97,49.22918,
3/14/2023 6:00,18,12.96,48.45935,
3/14/2023 7:00,19,12.96,48.7965,
3/14/2023 8:00,20,12.93,48.64938,
3/14/2023 9:00,21,12.94,48.64415,
3/14/2023 10:00,22,12.98,49.13605,
3/14/2023 11:00,23,12.98,48.50757,
3/14/2023 12:00,24,13,48.50855,
3/14/2023 13:00,25,13.05,48.78543,
3/14/2023 14:00,26,13.03,47.95509,
3/14/2023 15:00,27,13.06,48.83006,
3/14/2023 16:00,28,13.01,47.99717,
3/14/2023 17:00,29,12.96,48.10991,
3/14/2023 18:00,30,12.98,47.08042,
3/14/2023 19:00,31,12.98,47.95509,
3/14/2023 20:00,32,12.96,46.97248,
3/14/2023 21:00,33,12.96,47.18005,
3/14/2023 22:00,34,12.95,47.9959,
3/14/2023 23:00,35,12.95,48.06788,
3/15/2023 0:00,36,12.94,47.14637,
3/15/2023 1:00,37,12.93,51.47202,
3/15/2023 2:00,38,12.92,51.70851,
3/15/2023 3:00,39,12.92,51.91442,
3/15/2023 4:00,40,12.92,51.43018,
3/15/2023 5:00,41,12.91,51.86485,
3/15/2023 6:00,42,12.91,52.32118,
3/15/2023 7:00,43,12.91,52.32118,
3/15/2023 8:00,44,12.87,51.62621,
3/15/2023 9:00,45,12.89,52.11269,
3/15/2023 10:00,46,12.93,51.7652,
3/15/2023 11:00,47,12.94,53.2187,
3/15/2023 12:00,48,12.96,52.0248,
3/15/2023 13:00,49,12.99,52.23639,
3/15/2023 14:00,50,12.99,52.51164,
3/15/2023 15:00,51,13.01,52.05746,
3/15/2023 16:00,52,12.97,51.7434,
3/15/2023 17:00,53,12.93,50.86634,
3/15/2023 18:00,54,12.94,51.54661,
3/15/2023 19:00,55,12.94,51.22105,
3/15/2023 20:00,56,12.94,51.67776,
3/15/2023 21:00,57,12.93,46.18364,
3/15/2023 22:00,58,12.93,50.86504,
3/15/2023 23:00,59,12.92,51.76917,
3/16/2023 0:00,60,12.91,52.01134,
3/16/2023 1:00,61,12.9,51.01569,
3/16/2023 2:00,62,12.89,51.89454,
3/16/2023 3:00,63,12.88,49.67962,
3/16/2023 4:00,64,12.88,51.60358,
3/16/2023 5:00,65,12.86,52.05213,
3/16/2023 6:00,66,12.85,51.19643,
3/16/2023 7:00,67,12.85,51.59834,
3/16/2023 8:00,68,12.82,50.58756,
3/16/2023 9:00,69,12.83,51.0275,
3/16/2023 10:00,70,12.87,51.98574,
3/16/2023 11:00,71,12.91,51.19352,
3/16/2023 12:00,72,12.92,51.89671,
3/16/2023 13:00,73,12.95,51.53827,
3/16/2023 14:00,74,12.98,51.42501,
3/16/2023 15:00,75,12.99,50.16258,
3/16/2023 16:00,76,12.95,51.26248,
3/16/2023 17:00,77,12.92,50.2325,
3/16/2023 18:00,78,12.93,49.07302,
3/16/2023 19:00,79,12.93,50.71944,
3/16/2023 20:00,80,12.93,50.15554,
3/16/2023 21:00,81,12.92,49.0308,
3/16/2023 22:00,82,12.91,50.86127,
3/16/2023 23:00,83,12.91,49.90638,
3/17/2023 0:00,84,12.9,50.50146,
3/17/2023 1:00,85,12.9,50.12779,
3/17/2023 2:00,86,12.89,50.57059,
3/17/2023 3:00,87,12.89,49.98935,
3/17/2023 4:00,88,12.88,51.11031,
3/17/2023 5:00,89,12.88,50.77817,
3/17/2023 6:00,90,12.88,51.01344,
3/17/2023 7:00,91,12.87,50.30883,
3/17/2023 8:00,92,12.85,51.01301,
3/17/2023 9:00,93,12.86,50.54288,
3/17/2023 10:00,94,12.89,50.24841,
3/17/2023 11:00,95,12.91,49.47473,
3/17/2023 12:00,96,12.92,50.36802,
3/17/2023 13:00,97,12.93,48.84232,
3/17/2023 14:00,98,12.98,48.1775,
3/17/2023 15:00,99,12.96,48.73858,
3/17/2023 16:00,100,12.94,49.69271,
3/17/2023 17:00,101,12.91,49.63902,
3/17/2023 18:00,102,12.9,48.84297,
3/17/2023 19:00,103,12.91,49.02137,
3/17/2023 20:00,104,12.91,49.13814,
3/17/2023 21:00,105,12.9,49.22527,
3/17/2023 22:00,106,12.9,49.36352,
3/17/2023 23:00,107,12.89,48.96209,
3/18/2023 0:00,108,12.89,48.74091,
3/18/2023 1:00,109,12.89,48.49195,
3/18/2023 2:00,110,12.89,48.90678,
3/18/2023 3:00,111,12.88,47.77271,
3/18/2023 4:00,112,12.88,48.69943,
3/18/2023 5:00,113,12.88,48.81021,
3/18/2023 6:00,114,12.87,48.74091,
3/18/2023 7:00,115,12.87,48.93459,
3/18/2023 8:00,116,12.87,48.53332,
3/18/2023 9:00,117,12.87,48.42274,
3/18/2023 10:00,118,12.86,48.21544,
3/18/2023 11:00,119,12.85,47.70348,
3/18/2023 12:00,120,12.85,47.49594,
3/18/2023 13:00,121,12.86,47.44058,
3/18/2023 14:00,122,12.84,47.85574,
3/18/2023 15:00,123,12.84,48.2298,
3/18/2023 16:00,124,12.84,48.31895,
3/18/2023 17:00,125,12.84,48.42441,
3/18/2023 18:00,126,12.83,48.67469,
3/18/2023 19:00,127,12.82,47.74752,
3/18/2023 20:00,128,12.82,48.72998,
3/18/2023 21:00,129,12.82,48.5224,
3/18/2023 22:00,130,12.81,48.05169,
3/18/2023 23:00,131,12.8,47.72257,
3/19/2023 0:00,132,12.8,48.39148,
3/19/2023 1:00,133,12.79,48.36755,
3/19/2023 2:00,134,12.79,48.3678,
3/19/2023 3:00,135,12.78,49.76649,
3/19/2023 4:00,136,12.78,49.92087,
3/19/2023 5:00,137,12.78,49.46575,
3/19/2023 6:00,138,12.78,50.02018,
3/19/2023 7:00,139,12.77,50.49056,
3/19/2023 8:00,140,12.75,49.85311,
3/19/2023 9:00,141,12.76,49.78323,
3/19/2023 10:00,142,12.77,49.86076,
3/19/2023 11:00,143,12.8,51.11372,
3/19/2023 12:00,144,12.82,51.27639,
3/19/2023 13:00,145,12.83,50.03093,
3/19/2023 14:00,146,12.85,50.04477,
3/19/2023 15:00,147,12.88,50.3343,
3/19/2023 16:00,148,12.8,50.38967,
3/19/2023 17:00,149,12.78,49.93406,
3/19/2023 18:00,150,12.79,50.34923,
3/19/2023 19:00,151,12.79,50.80592,
3/19/2023 20:00,152,12.78,50.83353,
3/19/2023 21:00,153,12.78,50.97185,
3/19/2023 22:00,154,12.78,49.93396,
3/19/2023 23:00,155,12.77,51.04109,
3/20/2023 0:00,156,12.76,50.94785,
3/20/2023 1:00,157,12.76,50.78577,
3/20/2023 2:00,158,12.76,50.35741,
3/20/2023 3:00,159,12.75,51.09915,
3/20/2023 4:00,160,12.75,51.20907,
3/20/2023 5:00,161,12.74,51.13309,
3/20/2023 6:00,162,12.73,51.244,
3/20/2023 7:00,163,12.73,51.14659,
3/20/2023 8:00,164,12.7,51.31287,
3/20/2023 9:00,165,12.71,51.38228,
3/20/2023 10:00,166,12.72,51.32724,
3/20/2023 11:00,167,12.75,51.23698,
3/20/2023 12:00,168,12.76,51.00458,
3/20/2023 13:00,169,12.79,50.7641,
3/20/2023 14:00,170,12.8,50.88895,
3/20/2023 15:00,171,12.95,50.97999,
3/20/2023 16:00,172,12.81,51.07265,
3/20/2023 17:00,173,12.75,50.86674,
3/20/2023 18:00,174,12.76,51.16563,
3/20/2023 19:00,175,12.76,51.0135,
3/20/2023 20:00,176,12.75,50.95808,
3/20/2023 21:00,177,12.74,51.27933,
3/20/2023 22:00,178,12.73,51.16029,
3/20/2023 23:00,179,12.73,51.25161,
3/21/2023 0:00,180,12.72,51.28315,
3/21/2023 1:00,181,12.71,51.02276,
3/21/2023 2:00,182,12.7,51.45258,
3/21/2023 3:00,183,12.7,50.73124,
3/21/2023 4:00,184,12.69,50.44205,
3/21/2023 5:00,185,12.69,50.66423,
3/21/2023 6:00,186,12.69,51.32815,
3/21/2023 7:00,187,12.68,51.2202,
3/21/2023 8:00,188,12.67,51.89429,
3/21/2023 9:00,189,12.67,51.24342,
3/21/2023 10:00,190,12.69,50.91062,
3/21/2023 11:00,191,12.73,50.88887,
3/21/2023 12:00,192,12.72,50.56324,
3/21/2023 13:00,193,12.78,50.05574,
3/21/2023 14:00,194,12.76,50.04156,
3/21/2023 15:00,195,12.78,50.27661,
3/21/2023 16:00,196,12.74,50.1384,
3/21/2023 17:00,197,12.74,50.04107,
3/21/2023 18:00,198,12.74,49.95847,
3/21/2023 19:00,199,12.74,50.09689,
3/21/2023 20:00,200,12.73,50.65115,
3/21/2023 21:00,201,12.73,50.61169,
3/21/2023 22:00,202,12.73,51.1155,
3/21/2023 23:00,203,12.72,50.88291,
3/22/2023 0:00,204,12.72,51.31652,
3/22/2023 1:00,205,12.72,51.13704,
3/22/2023 2:00,206,12.72,51.0826,
3/22/2023 3:00,207,12.71,49.2408,
3/22/2023 4:00,208,12.71,49.76677,
3/22/2023 5:00,209,12.71,50.8301,
3/22/2023 6:00,210,12.71,48.89467,
3/22/2023 7:00,211,12.71,50.62312,
3/22/2023 8:00,212,12.7,48.83336,
3/22/2023 9:00,213,12.7,50.22719,
3/22/2023 10:00,214,12.71,50.0416,
3/22/2023 11:00,215,12.72,48.93475,
3/22/2023 12:00,216,12.74,49.47956,
3/22/2023 13:00,217,12.75,48.97432,
3/22/2023 14:00,218,12.75,48.48953,
3/22/2023 15:00,219,12.83,48.14379,
3/22/2023 16:00,220,12.79,47.47997,
3/22/2023 17:00,221,12.74,47.95018,
3/22/2023 18:00,222,12.73,47.88103,
3/22/2023 19:00,223,12.73,47.8308,
3/22/2023 20:00,224,12.73,47.90119,
3/22/2023 21:00,225,12.73,47.97311,
3/22/2023 22:00,226,12.72,48.03402,
3/22/2023 23:00,227,12.71,47.93866,
3/23/2023 0:00,228,12.71,47.2054,
3/23/2023 1:00,229,12.71,47.98025,
3/23/2023 2:00,230,12.7,48.31227,
3/23/2023 3:00,231,12.69,48.21649,
3/23/2023 4:00,232,12.69,48.18846,
3/23/2023 5:00,233,12.69,48.05751,
3/23/2023 6:00,234,12.69,47.86483,
