"Plot Title: Bradford_7DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20342020, SEN S/N: 20342020)","Temp, °F (LGR S/N: 20342020, SEN S/N: 20342020)"
1,09/28/23 01:00:00 PM,0.86,74.08
2,09/28/23 02:00:00 PM,0.88,74.19
3,09/28/23 03:00:00 PM,0.93,74.41
4,09/28/23 04:00:00 PM,0.94,74.48
5,09/28/23 05:00:00 PM,0.95,74.48
6,09/28/23 06:00:00 PM,0.95,74.41
7,09/28/23 07:00:00 PM,0.94,74.26
8,09/28/23 08:00:00 PM,0.99,74.16
9,09/28/23 09:00:00 PM,0.92,73.98
10,09/28/23 10:00:00 PM,0.94,73.83
11,09/28/23 11:00:00 PM,0.93,73.65
12,09/29/23 12:00:00 AM,0.92,73.47
13,09/29/23 01:00:00 AM,0.94,73.26
14,09/29/23 02:00:00 AM,0.94,73.08
15,09/29/23 03:00:00 AM,0.95,72.90
16,09/29/23 04:00:00 AM,0.96,72.72
17,09/29/23 05:00:00 AM,0.93,72.57
18,09/29/23 06:00:00 AM,0.92,72.43
19,09/29/23 07:00:00 AM,0.92,72.32
20,09/29/23 08:00:00 AM,0.90,72.25
21,09/29/23 09:00:00 AM,0.91,72.32
22,09/29/23 10:00:00 AM,0.92,72.64
23,09/29/23 11:00:00 AM,0.93,73.22
24,09/29/23 12:00:00 PM,0.93,73.69
25,09/29/23 01:00:00 PM,0.94,73.94
26,09/29/23 02:00:00 PM,0.94,74.30
27,09/29/23 03:00:00 PM,0.96,74.73
28,09/29/23 04:00:00 PM,0.97,74.98
29,09/29/23 05:00:00 PM,0.98,75.13
30,09/29/23 06:00:00 PM,0.97,75.16
31,09/29/23 07:00:00 PM,0.94,75.06
32,09/29/23 08:00:00 PM,0.95,74.98
33,09/29/23 09:00:00 PM,0.94,74.84
34,09/29/23 10:00:00 PM,0.93,74.70
35,09/29/23 11:00:00 PM,0.91,74.52
36,09/30/23 12:00:00 AM,0.91,74.37
37,09/30/23 01:00:00 AM,0.90,74.23
38,09/30/23 02:00:00 AM,0.90,74.05
39,09/30/23 03:00:00 AM,0.87,73.90
40,09/30/23 04:00:00 AM,0.84,73.72
41,09/30/23 05:00:00 AM,0.90,73.58
42,09/30/23 06:00:00 AM,0.89,73.47
43,09/30/23 07:00:00 AM,0.89,73.36
44,09/30/23 08:00:00 AM,0.87,73.33
45,09/30/23 09:00:00 AM,0.87,73.36
46,09/30/23 10:00:00 AM,0.88,73.58
47,09/30/23 11:00:00 AM,0.87,73.83
48,09/30/23 12:00:00 PM,0.87,74.19
49,09/30/23 01:00:00 PM,0.86,74.59
50,09/30/23 02:00:00 PM,0.86,75.09
51,09/30/23 03:00:00 PM,0.77,75.52
52,09/30/23 04:00:00 PM,0.78,75.78
53,09/30/23 05:00:00 PM,0.69,75.85
54,09/30/23 06:00:00 PM,0.77,75.85
55,09/30/23 07:00:00 PM,0.71,75.70
56,09/30/23 08:00:00 PM,0.71,75.49
57,09/30/23 09:00:00 PM,0.61,75.24
58,09/30/23 10:00:00 PM,0.68,74.98
59,09/30/23 11:00:00 PM,0.68,74.73
60,10/01/23 12:00:00 AM,0.67,74.52
61,10/01/23 01:00:00 AM,0.67,74.34
62,10/01/23 02:00:00 AM,0.67,74.19
63,10/01/23 03:00:00 AM,0.67,74.01
64,10/01/23 04:00:00 AM,0.67,73.80
65,10/01/23 05:00:00 AM,0.66,73.62
66,10/01/23 06:00:00 AM,0.67,73.47
67,10/01/23 07:00:00 AM,0.66,73.33
68,10/01/23 08:00:00 AM,0.63,73.36
69,10/01/23 09:00:00 AM,0.64,73.65
70,10/01/23 10:00:00 AM,0.64,74.05
71,10/01/23 11:00:00 AM,0.69,74.44
72,10/01/23 12:00:00 PM,0.71,74.80
73,10/01/23 01:00:00 PM,0.69,74.95
74,10/01/23 02:00:00 PM,0.67,75.16
75,10/01/23 03:00:00 PM,0.68,75.45
76,10/01/23 04:00:00 PM,0.68,75.70
77,10/01/23 05:00:00 PM,0.63,75.74
78,10/01/23 06:00:00 PM,0.66,75.63
79,10/01/23 07:00:00 PM,0.61,75.42
80,10/01/23 08:00:00 PM,0.58,75.13
81,10/01/23 09:00:00 PM,0.55,74.84
82,10/01/23 10:00:00 PM,0.54,74.44
83,10/01/23 11:00:00 PM,0.53,74.08
84,10/02/23 12:00:00 AM,0.53,73.76
85,10/02/23 01:00:00 AM,0.51,73.40
86,10/02/23 02:00:00 AM,0.49,73.11
87,10/02/23 03:00:00 AM,0.49,72.82
88,10/02/23 04:00:00 AM,0.50,72.61
89,10/02/23 05:00:00 AM,0.49,72.43
90,10/02/23 06:00:00 AM,0.49,72.25
91,10/02/23 07:00:00 AM,0.48,72.07
92,10/02/23 08:00:00 AM,0.48,72.07
93,10/02/23 09:00:00 AM,0.50,72.46
94,10/02/23 10:00:00 AM,0.47,72.93
95,10/02/23 11:00:00 AM,0.54,73.47
96,10/02/23 12:00:00 PM,0.53,73.98
97,10/02/23 01:00:00 PM,0.52,74.37
98,10/02/23 02:00:00 PM,0.47,74.62
99,10/02/23 03:00:00 PM,0.44,74.95
100,10/02/23 04:00:00 PM,0.41,75.16
101,10/02/23 05:00:00 PM,0.43,75.31
102,10/02/23 06:00:00 PM,0.40,75.34
103,10/02/23 07:00:00 PM,0.32,75.31
104,10/02/23 08:00:00 PM,0.40,75.13
105,10/02/23 09:00:00 PM,0.44,74.98
106,10/02/23 10:00:00 PM,0.43,74.73
107,10/02/23 11:00:00 PM,0.42,74.44
108,10/03/23 12:00:00 AM,0.40,74.08
109,10/03/23 01:00:00 AM,0.39,73.69
110,10/03/23 02:00:00 AM,0.36,73.26
111,10/03/23 03:00:00 AM,0.37,72.86
112,10/03/23 04:00:00 AM,0.35,72.43
113,10/03/23 05:00:00 AM,0.37,72.03
114,10/03/23 06:00:00 AM,0.35,71.67
115,10/03/23 07:00:00 AM,0.32,71.35
116,10/03/23 08:00:00 AM,0.37,71.24
117,10/03/23 09:00:00 AM,0.34,71.49
118,10/03/23 10:00:00 AM,0.31,71.92
119,10/03/23 11:00:00 AM,0.34,72.50
120,10/03/23 12:00:00 PM,0.45,73.00
