"Plot Title: Bradford_DO_13"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21446089, SEN S/N: 21446089)","Temp, °F (LGR S/N: 21446089, SEN S/N: 21446089)"
1,09/29/23 12:00:00 PM,7.07,78.22
2,09/29/23 01:00:00 PM,7.10,79.41
3,09/29/23 02:00:00 PM,7.15,80.24
4,09/29/23 03:00:00 PM,7.16,79.23
5,09/29/23 04:00:00 PM,7.05,79.02
6,09/29/23 05:00:00 PM,6.91,77.29
7,09/29/23 06:00:00 PM,6.73,75.74
8,09/29/23 07:00:00 PM,6.58,74.66
9,09/29/23 08:00:00 PM,6.46,73.83
10,09/29/23 09:00:00 PM,6.39,73.18
11,09/29/23 10:00:00 PM,6.37,72.75
12,09/29/23 11:00:00 PM,6.34,72.36
13,09/30/23 12:00:00 AM,6.34,72.07
14,09/30/23 01:00:00 AM,6.37,71.78
15,09/30/23 02:00:00 AM,6.37,71.64
16,09/30/23 03:00:00 AM,6.36,71.71
17,09/30/23 04:00:00 AM,6.31,71.82
18,09/30/23 05:00:00 AM,6.36,71.60
19,09/30/23 06:00:00 AM,6.41,71.46
20,09/30/23 07:00:00 AM,6.37,71.82
21,09/30/23 08:00:00 AM,6.44,72.61
22,09/30/23 09:00:00 AM,6.57,74.66
23,09/30/23 10:00:00 AM,6.73,76.06
24,09/30/23 11:00:00 AM,6.84,78.26
25,09/30/23 12:00:00 PM,6.95,79.27
26,09/30/23 01:00:00 PM,7.09,80.28
27,09/30/23 02:00:00 PM,7.24,79.84
28,09/30/23 03:00:00 PM,7.19,79.30
29,09/30/23 04:00:00 PM,7.09,78.80
30,09/30/23 05:00:00 PM,6.97,77.18
31,09/30/23 06:00:00 PM,6.82,75.49
32,09/30/23 07:00:00 PM,6.66,74.05
33,09/30/23 08:00:00 PM,6.52,73.51
34,09/30/23 09:00:00 PM,6.42,72.90
35,09/30/23 10:00:00 PM,6.36,72.61
36,09/30/23 11:00:00 PM,6.34,72.21
37,10/01/23 12:00:00 AM,6.31,72.03
38,10/01/23 01:00:00 AM,6.28,72.25
39,10/01/23 02:00:00 AM,6.17,72.75
40,10/01/23 03:00:00 AM,6.19,72.07
41,10/01/23 04:00:00 AM,6.25,71.28
42,10/01/23 05:00:00 AM,6.27,70.99
43,10/01/23 06:00:00 AM,6.27,71.35
44,10/01/23 07:00:00 AM,6.26,71.56
45,10/01/23 08:00:00 AM,6.25,72.36
46,10/01/23 09:00:00 AM,6.34,74.73
47,10/01/23 10:00:00 AM,6.60,77.00
48,10/01/23 11:00:00 AM,6.94,78.58
49,10/01/23 12:00:00 PM,7.11,80.17
50,10/01/23 01:00:00 PM,7.37,79.95
51,10/01/23 02:00:00 PM,7.48,78.55
52,10/01/23 03:00:00 PM,7.26,78.04
53,10/01/23 04:00:00 PM,7.17,77.00
54,10/01/23 05:00:00 PM,7.01,76.03
55,10/01/23 06:00:00 PM,6.88,74.52
56,10/01/23 07:00:00 PM,6.75,73.29
57,10/01/23 08:00:00 PM,6.67,72.50
