Date,FDOM
2023-01-29T07:00:00Z,1.530219
2023-01-29T08:00:00Z,1.527609
2023-01-29T09:00:00Z,1.847828
2023-01-29T10:00:00Z,1.717483
2023-01-29T11:00:00Z,1.526323
2023-01-29T12:00:00Z,1.43681
2023-01-29T13:00:00Z,1.575014
2023-01-29T14:00:00Z,1.555811
2023-01-29T15:00:00Z,1.639349
2023-01-29T16:00:00Z,2.383955
2023-01-29T17:00:00Z,1.468424
2023-01-29T18:00:00Z,1.618436
2023-01-29T19:00:00Z,1.584916
2023-01-29T20:00:00Z,1.563254
2023-01-29T21:00:00Z,1.554133
2023-01-29T22:00:00Z,1.563261
2023-01-29T23:00:00Z,1.537779
2023-01-30T00:00:00Z,1.416847
2023-01-30T01:00:00Z,1.331297
2023-01-30T02:00:00Z,1.344032
2023-01-30T03:00:00Z,1.287643
2023-01-30T04:00:00Z,1.308602
2023-01-30T05:00:00Z,1.334942
2023-01-30T06:00:00Z,1.365124
2023-01-30T07:00:00Z,1.344337
2023-01-30T08:00:00Z,1.372676
2023-01-30T09:00:00Z,1.351773
2023-01-30T10:00:00Z,1.34046
2023-01-30T11:00:00Z,1.381389
2023-01-30T12:00:00Z,1.354792
2023-01-30T13:00:00Z,1.373006
2023-01-30T14:00:00Z,1.404637
2023-01-30T15:00:00Z,1.412569
2023-01-30T16:00:00Z,1.383636
2023-01-30T17:00:00Z,1.381897
2023-01-30T18:00:00Z,1.370135
2023-01-30T19:00:00Z,1.350324
2023-01-30T20:00:00Z,1.333886
2023-01-30T21:00:00Z,1.368655
2023-01-30T22:00:00Z,1.385035
2023-01-30T23:00:00Z,1.375941
2023-01-31T00:00:00Z,1.345013
2023-01-31T01:00:00Z,1.390459
2023-01-31T02:00:00Z,1.324116
2023-01-31T03:00:00Z,1.295135
2023-01-31T04:00:00Z,1.376994
2023-01-31T05:00:00Z,1.340629
2023-01-31T06:00:00Z,1.323315
2023-01-31T07:00:00Z,1.340611
2023-01-31T08:00:00Z,1.319711
2023-01-31T09:00:00Z,1.34063
2023-01-31T10:00:00Z,1.322371
2023-01-31T11:00:00Z,1.366861
2023-01-31T12:00:00Z,1.425048
2023-01-31T13:00:00Z,1.406618
2023-01-31T14:00:00Z,1.445643
2023-01-31T15:00:00Z,1.438263
2023-01-31T16:00:00Z,1.460079
2023-01-31T17:00:00Z,1.441897
2023-01-31T18:00:00Z,1.405653
2023-01-31T19:00:00Z,1.391202
2023-01-31T20:00:00Z,1.435776
2023-01-31T21:00:00Z,1.385939
2023-01-31T22:00:00Z,1.401403
2023-01-31T23:00:00Z,1.375083
2023-02-01T00:00:00Z,1.345941
2023-02-01T01:00:00Z,1.370535
2023-02-01T02:00:00Z,1.38426
2023-02-01T03:00:00Z,1.376235
2023-02-01T04:00:00Z,1.32272
2023-02-01T05:00:00Z,1.349992
2023-02-01T06:00:00Z,1.332693
2023-02-01T07:00:00Z,1.335422
2023-02-01T08:00:00Z,1.3336
2023-02-01T09:00:00Z,1.326326
2023-02-01T10:00:00Z,1.325439
2023-02-01T11:00:00Z,1.364188
2023-02-01T12:00:00Z,1.375941
2023-02-01T13:00:00Z,1.347764
2023-02-01T14:00:00Z,1.323051
2023-02-01T15:00:00Z,1.335583
2023-02-01T16:00:00Z,1.372057
2023-02-01T17:00:00Z,1.365734
2023-02-01T18:00:00Z,1.359346
2023-02-01T19:00:00Z,1.341385
2023-02-01T20:00:00Z,1.326936
2023-02-01T21:00:00Z,1.326007
2023-02-01T22:00:00Z,1.312363
2023-02-01T23:00:00Z,1.300604
2023-02-02T00:00:00Z,1.335463
2023-02-02T01:00:00Z,1.337246
2023-02-02T02:00:00Z,1.334512
2023-02-02T03:00:00Z,1.309044
2023-02-02T04:00:00Z,1.369072
2023-02-02T05:00:00Z,1.287226
2023-02-02T06:00:00Z,1.30816
2023-02-02T07:00:00Z,1.322704
2023-02-02T08:00:00Z,1.329203
2023-02-02T09:00:00Z,1.344605
2023-02-02T10:00:00Z,1.329957
2023-02-02T11:00:00Z,1.288851
2023-02-02T12:00:00Z,1.346034
2023-02-02T13:00:00Z,1.368769
2023-02-02T14:00:00Z,1.379466
2023-02-02T15:00:00Z,1.371927
2023-02-02T16:00:00Z,1.378331
2023-02-02T17:00:00Z,1.382127
2023-02-02T18:00:00Z,1.338608
2023-02-02T19:00:00Z,1.350345
2023-02-02T20:00:00Z,1.332371
2023-02-02T21:00:00Z,1.375134
2023-02-02T22:00:00Z,1.317843
2023-02-02T23:00:00Z,1.340562
2023-02-03T00:00:00Z,1.332393
2023-02-03T01:00:00Z,1.375132
2023-02-03T02:00:00Z,1.375116
2023-02-03T03:00:00Z,1.349655
2023-02-03T04:00:00Z,1.299645
2023-02-03T05:00:00Z,1.271464
2023-02-03T06:00:00Z,1.295108
2023-02-03T07:00:00Z,1.427867
2023-02-03T08:00:00Z,1.518762
2023-02-03T09:00:00Z,1.465472
2023-02-03T10:00:00Z,1.571038
2023-02-03T11:00:00Z,1.469382
2023-02-03T12:00:00Z,1.70229
2023-02-03T13:00:00Z,1.533298
2023-02-03T14:00:00Z,1.542395
2023-02-03T15:00:00Z,1.546013
2023-02-03T16:00:00Z,1.519347
2023-02-03T17:00:00Z,1.59584
2023-02-03T18:00:00Z,1.604037
2023-02-03T19:00:00Z,1.554201
2023-02-03T20:00:00Z,1.582469
2023-02-03T21:00:00Z,1.567727
2023-02-03T22:00:00Z,1.548585
2023-02-03T23:00:00Z,1.576192
2023-02-04T00:00:00Z,1.621834
2023-02-04T01:00:00Z,1.660195
2023-02-04T02:00:00Z,2.741345
2023-02-04T03:00:00Z,1.676577
2023-02-04T04:00:00Z,1.690228
2023-02-04T05:00:00Z,1.668386
2023-02-04T06:00:00Z,1.680217
2023-02-04T07:00:00Z,1.666566
2023-02-04T08:00:00Z,1.698431
2023-02-04T09:00:00Z,1.685678
2023-02-04T10:00:00Z,1.671076
2023-02-04T11:00:00Z,1.677884
2023-02-04T12:00:00Z,1.692289
2023-02-04T13:00:00Z,1.685622
2023-02-04T14:00:00Z,1.653706
2023-02-04T15:00:00Z,1.657052
2023-02-04T16:00:00Z,1.590639
2023-02-04T17:00:00Z,1.627898
2023-02-04T18:00:00Z,1.604656
2023-02-04T19:00:00Z,1.535526
2023-02-04T20:00:00Z,1.522999
2023-02-04T21:00:00Z,1.573108
2023-02-04T22:00:00Z,1.547661
2023-02-04T23:00:00Z,1.56611
2023-02-05T00:00:00Z,1.524237
2023-02-05T01:00:00Z,1.532395
2023-02-05T02:00:00Z,1.516014
2023-02-05T03:00:00Z,1.567869
2023-02-05T04:00:00Z,1.534252
2023-02-05T05:00:00Z,1.53334
2023-02-05T06:00:00Z,1.520631
2023-02-05T07:00:00Z,1.546914
2023-02-05T08:00:00Z,1.552338
2023-02-05T09:00:00Z,1.536744
2023-02-05T10:00:00Z,1.513973
2023-02-05T11:00:00Z,1.523865
2023-02-05T12:00:00Z,1.587373
2023-02-05T13:00:00Z,1.529823
2023-02-05T14:00:00Z,1.516061
2023-02-05T15:00:00Z,1.529479
2023-02-05T16:00:00Z,1.514153
2023-02-05T17:00:00Z,1.496081
2023-02-05T18:00:00Z,1.494195
2023-02-05T19:00:00Z,1.465105
2023-02-05T20:00:00Z,1.489963
2023-02-05T21:00:00Z,1.46094
2023-02-05T22:00:00Z,1.457304
2023-02-05T23:00:00Z,1.445733
2023-02-06T00:00:00Z,1.386633
2023-02-06T01:00:00Z,1.445083
2023-02-06T02:00:00Z,1.460511
2023-02-06T03:00:00Z,1.463232
2023-02-06T04:00:00Z,1.452197
2023-02-06T05:00:00Z,1.408488
2023-02-06T06:00:00Z,1.393037
2023-02-06T07:00:00Z,1.400324
2023-02-06T08:00:00Z,1.418669
2023-02-06T09:00:00Z,1.378655
